case_id,round,company,metric,status,base_year,base_value,target_year,target_value,unit,listed_rate_pct,calculated_rate_pct,rate_diff_pt,source_method,page,year_status,issues,raw_support,raw
s2_outline_173,3次,栄屋乳業株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2028,,2031,,万円/人,6,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+6.0%)"
s2_outline_173,3次,栄屋乳業株式会社,補助事業に係る従業員数,PDF表セル確認済み,2028,30,2031,130,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数(役員含む)
(単位:人) | 30 | 130"
s2_outline_18,3次,DOWAパワーデバイス株式会社,労働生産性,PDF表セル・率検算確認済み,2027,1195,2030,2379,万円/人,25.8,25.7985,0.0015,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,195 | 2,379
(年平均上昇率+25.8%)"
s2_outline_18,3次,DOWAパワーデバイス株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,493,2030,596,万円/人,6.5,6.5287,0.0287,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 493 | 596
(年平均上昇率+6.5%)"
s2_outline_18,3次,DOWAパワーデバイス株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,6.5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+6.5%)"
s2_outline_18,3次,DOWAパワーデバイス株式会社,補助事業に係る従業員数,PDF表セル確認済み,2027,155,2030,191,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 155 | 191"
s2_outline_185,3次,三日月興業株式会社,労働生産性,PDF表セル・率検算確認済み,2027,949,2030,2294,万円/人,34.2,34.2072,0.0072,table_cells,2,暦年確認,,true,"労働生産性(単位:万円/人) | 949万円 | 2,294万円(年平均上昇率+34.2%)"
s2_outline_185,3次,三日月興業株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,404,2030,482,万円/人,6,6.0609,0.0609,table_cells,2,暦年確認,,true,従業員1人あたり給与支給総額(単位:万円/人) | 404万円 | 482万円(年平均上昇率+6.0%)
s2_outline_185,3次,三日月興業株式会社,役員1人当たり給与支給総額,PDFで数値なし・ハイフン,,,,,,,,,,,年なし,数値2点なし,false,
s2_outline_185,3次,三日月興業株式会社,補助事業に係る従業員数,PDF表セル確認済み,2027,7,2030,27,人,56.8,,,table_cells,2,暦年確認,,true,補助事業に係る従業員数(単位:人) | 7 | 27(年平均上昇率 +56.8%)
s2_outline_186,3次,株式会社PXP,労働生産性,PDF表セル・率検算確認済み,2027,7685,2030,24892,万円/人,48,47.9581,0.0419,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 7,685 | 24,892(年平均上昇率48.0%)"
s2_outline_186,3次,株式会社PXP,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,842,2030,1054,万円/人,7.8,7.7729,0.0271,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 842 | 1,054
(年平均上昇率+7.8%)"
s2_outline_186,3次,株式会社PXP,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+5.0%)"
s2_outline_186,3次,株式会社PXP,補助事業に係る従業員数,PDF表セル確認済み,2027,38,2030,66,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 38 | 66"
s2_outline_188,3次,株式会社ユビタス,労働生産性,PDF表セル・率検算確認済み,2027,3220,2030,14857,万円/人,66.5,66.4786,0.0214,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 3,220万円/人 | 14,857万円/人
(年平均上昇率+66.5%)"
s2_outline_188,3次,株式会社ユビタス,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,764,2030,1017,万円/人,10,10.0042,0.0042,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 764万円/人 | 1,017万円/人
(年平均上昇率+10.0%)"
s2_outline_188,3次,株式会社ユビタス,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+5.0%)"
s2_outline_188,3次,株式会社ユビタス,補助事業に係る従業員数,PDF表セル確認済み,2027,47,2030,60,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 47人 | 60人"
s2_outline_19,3次,株式会社高木製作所,労働生産性,原本画像目視確認済み,2027,3668,2030,6529,万円/人,21.2,21.1916,0.0084,visual_manual_override,2,暦年確認,,true,PDF表目視確認 | 2027年度（基準年度）: 3668 | 2030年度（基準年度+3年後）: 6529
s2_outline_19,3次,株式会社高木製作所,従業員1人当たり給与支給総額,原本画像目視確認済み,2027,599,2030,719,万円/人,6.3,6.2757,0.0243,visual_manual_override,2,暦年確認,,true,PDF表目視確認 | 2027年度（基準年度）: 599 | 2030年度（基準年度+3年後）: 719
s2_outline_19,3次,株式会社高木製作所,役員1人当たり給与支給総額,原本画像目視確認済み,2027,98,2030,101,万円/人,1,1.0102,0.0102,visual_manual_override,2,暦年確認,,true,PDF表目視確認 | 2027年度（基準年度）: 98 | 2030年度（基準年度+3年後）: 101
s2_outline_19,3次,株式会社高木製作所,補助事業に係る従業員数,原本画像目視確認済み,2027,98,2030,101,人,1,,,visual_manual_override,2,暦年確認,,true,PDF表目視確認 | 2027年度（基準年度）: 98 | 2030年度（基準年度+3年後）: 101
s2_outline_190,3次,伊藤光学工業株式会社,労働生産性,PDF表セル・率検算確認済み,2028,630,2031,1208,万円/人,24.2,24.2345,0.0345,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 630万円 | 1,208万円
(年平均上昇率+24.2%)"
s2_outline_190,3次,伊藤光学工業株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2028,513,2031,602,万円/人,5.5,5.4775,0.0225,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 513万円 | 602万円
(年平均上昇率+5.5%)"
s2_outline_190,3次,伊藤光学工業株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2028,,2031,,万円/人,5.5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+5.5%)"
s2_outline_190,3次,伊藤光学工業株式会社,補助事業に係る従業員数,PDF表セル確認済み,2028,349,2031,360,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 349人 | 360人"
s2_outline_197,3次,株式会社ファイン,労働生産性,原本画像目視確認済み,2028,895,2031,1310,万円/人,13.5,13.5401,0.0401,visual_manual_override,2,暦年確認,,true,株式会社ファイン | 2028年度（基準年度）: 895 | 2031年度（基準年度+3年後）: 1310
s2_outline_197,3次,株式会社ファイン,従業員1人当たり給与支給総額,原本画像目視確認済み,2028,452,2031,538,万円/人,6,5.9777,0.0223,visual_manual_override,2,暦年確認,,true,株式会社ファイン | 2028年度（基準年度）: 452 | 2031年度（基準年度+3年後）: 538
s2_outline_197,3次,株式会社ファイン,役員1人当たり給与支給総額,PDFで数値なし・ハイフン,,,,,,,,,,,年なし,数値2点なし,false,
s2_outline_197,3次,株式会社ファイン,補助事業に係る従業員数,原本画像目視確認済み,2028,276,2031,306,人,,,,visual_manual_override,2,暦年確認,,true,株式会社ファイン | 2028年度（基準年度）: 276 | 2031年度（基準年度+3年後）: 306
s2_outline_2,3次,ガイア株式会社,労働生産性,PDF表セル・率検算確認済み,2026,963,2029,3099,万円/人,47.6,47.6381,0.0381,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 963万円 |  |  | 3,099万円
(年平均上昇率+47.6%) |  | "
s2_outline_2,3次,ガイア株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,428,2029,518,万円/人,6.6,6.5685,0.0315,case_representative_from_multi_entity,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 428万円 | 615万円 | 481万円 | 518万円
(年平均上昇率+6.6%) | 773万円
(年平均上昇率+7.9%) | 575万円
(年平均上昇率7.0%)"
s2_outline_2,3次,ガイア株式会社,役員1人当たり給与支給総額,PDF記載なし又は抽出不能,,,,,,,,,,,年なし,数値2点なし,false,
s2_outline_2,3次,ガイア株式会社,補助事業に係る従業員数,PDF表セル確認済み,2026,60,2029,84,人,,,,case_representative_from_multi_entity,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 60人 | 24人 | 84人 | 84人 | 24人 | 108人"
s2_outline_205,3次,八戸酒造株式会社,労働生産性,PDF表セル・率検算確認済み,2027,1140,2030,1618,万円/人,12.4,12.3806,0.0194,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,140 | 1,618
(年平均上昇率+12.4%)"
s2_outline_205,3次,八戸酒造株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,407,2030,542,万円/人,10,10.0192,0.0192,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 407 | 542
(年平均上昇率+10.0%)"
s2_outline_205,3次,八戸酒造株式会社,役員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,3396,2030,4160,万円/人,7,6.9979,0.0021,table_cells,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) | 3,396 | 4,160
(年平均上昇率+7.0%)"
s2_outline_205,3次,八戸酒造株式会社,補助事業に係る従業員数,PDF表セル確認済み,2027,36,2030,42,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 36 | 42"
s2_outline_209,3次,株式会社ファーストダウン,労働生産性,PDF表セル・率検算確認済み,2027,484,2030,758,万円/人,16.1,16.1292,0.0292,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 484 | 758
(年平均上昇率+16.1%)"
s2_outline_209,3次,株式会社ファーストダウン,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,322,2030,373,万円/人,5,5.023,0.023,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 322 | 373
(年平均上昇率+5.0%)"
s2_outline_209,3次,株式会社ファーストダウン,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,4.9,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+4.9%)"
s2_outline_209,3次,株式会社ファーストダウン,補助事業に係る従業員数,PDF表セル確認済み,2027,380,2030,500,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 380 | 500"
s2_outline_21,3次,健栄製薬株式会社,労働生産性,PDF表セル・率検算確認済み,2027,1982,2030,2807,万円/人,12.3,12.3,0,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,982 | 2,807
(年平均上昇率+12.3%)"
s2_outline_21,3次,健栄製薬株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,433,2030,561,万円/人,9,9.0164,0.0164,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 433 | 561
(年平均上昇率+9.0%)"
s2_outline_21,3次,健栄製薬株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,6.5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+6.5%)"
s2_outline_21,3次,健栄製薬株式会社,補助事業に係る従業員数,PDF表セル確認済み,2027,683,2030,716,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 683 | 716"
s2_outline_212,3次,キングパーツ株式会社,労働生産性,PDF表セル・率検算確認済み,2027,745,2030,1177,万円/人,16.5,16.468,0.032,table_cells,2,暦年確認,,true,"労働生産性(単位:万円/人) | 745 | 1,177(年平均上昇率+16.5%)"
s2_outline_212,3次,キングパーツ株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,390,2030,464,万円/人,6,5.9622,0.0378,table_cells,2,暦年確認,,true,従業員1人あたり給与支給総額(単位:万円/人) | 390 | 464(年平均上昇率+6.0%)
s2_outline_212,3次,キングパーツ株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,5,,,rate_only_from_officer_row,2,暦年確認,,true,役員1人あたり給与支給総額(単位:万円/人) - -(年平均上昇率+5.0%)
s2_outline_212,3次,キングパーツ株式会社,補助事業に係る従業員数,PDF表セル確認済み,2027,323,2030,372,人,,,,table_cells,2,暦年確認,,true,補助事業に係る従業員数(単位:人) | 323 | 372
s2_outline_214,3次,株式会社 八天堂,労働生産性,原本画像目視確認済み,2027,719,2030,1284,万円/人,21.3,21.3236,0.0236,visual_manual_override,2,暦年確認,,true,PDF表目視確認 | 2027年度（基準年度）: 719 | 2030年度（基準年度+3年後）: 1284
s2_outline_214,3次,株式会社 八天堂,従業員1人当たり給与支給総額,原本画像目視確認済み,2027,380,2030,453,万円/人,6,6.0323,0.0323,visual_manual_override,2,暦年確認,,true,PDF表目視確認 | 2027年度（基準年度）: 380 | 2030年度（基準年度+3年後）: 453
s2_outline_214,3次,株式会社 八天堂,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,6,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額(単位:万円/人) - (年平均上昇率+6.0%)
-"
s2_outline_214,3次,株式会社 八天堂,補助事業に係る従業員数,原本画像目視確認済み,2027,198,2030,241,人,,,,visual_manual_override,2,暦年確認,,true,PDF表目視確認 | 2027年度（基準年度）: 198 | 2030年度（基準年度+3年後）: 241
s2_outline_215,3次,昭和化工株式会社,労働生産性,PDF表セル・率検算確認済み,2028,1304,2031,2715,万円/人,27.7,27.6921,0.0079,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,304万円 | 2,715万円
(年平均上昇率+27.7%)"
s2_outline_215,3次,昭和化工株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2028,626,2031,767,万円/人,7,7.0057,0.0057,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 626万円 | 767万円
(年平均上昇率+7.0%)"
s2_outline_215,3次,昭和化工株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2028,,2031,,万円/人,5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率5.0%)"
s2_outline_215,3次,昭和化工株式会社,補助事業に係る従業員数,PDF表セル確認済み,2028,160,2031,177,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 160 | 177"
s2_outline_216,3次,中本Fine Pack株式会社,労働生産性,PDF表セル・率検算確認済み,2027,415,2030,847,万円/人,26.8,26.8465,0.0465,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 415 | 84
7
(年平均上昇率+26.8%)"
s2_outline_216,3次,中本Fine Pack株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,367,2030,431,万円/人,5.5,5.5044,0.0044,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 367 | 431
(年平均上昇率+5.5%)"
s2_outline_216,3次,中本Fine Pack株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+5.0%)"
s2_outline_216,3次,中本Fine Pack株式会社,補助事業に係る従業員数,PDF表セル確認済み,2027,64,2030,144,人,,,,table_cells,2,暦年確認,,true,補助事業に係る従業員数(単位:人) | 64 | 144
s2_outline_22,3次,味覚糖株式会社,労働生産性,PDF表セル・率検算確認済み,2027,1331,2030,2306,万円/人,20.1,20.1048,0.0048,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,331 | 2,306
(年平均上昇率+20.1%)"
s2_outline_22,3次,味覚糖株式会社,従業員1人当たり給与支給総額,原本画像目視確認済み,2027,472,2030,566,万円/人,6.3,6.2408,0.0592,visual_manual_override,2,暦年確認,,true,PDF表目視確認 | 2027年度（基準年度）: 472 | 2030年度（基準年度+3年後）: 566
s2_outline_22,3次,味覚糖株式会社,役員1人当たり給与支給総額,PDFで数値なし・ハイフン,,,,,,,,,,,年なし,数値2点なし,false,
s2_outline_22,3次,味覚糖株式会社,補助事業に係る従業員数,原本画像目視確認済み,2027,638,2030,742,人,,,,visual_manual_override,2,暦年確認,,true,PDF表目視確認 | 2027年度（基準年度）: 638 | 2030年度（基準年度+3年後）: 742
s2_outline_229,3次,オーディエー株式会社,労働生産性,PDF表セル・率検算確認済み,,762,,1527,万円/人,26.1,26.0747,0.0253,,2,PDFに暦年なし・未取得,,true,"1,527 労働生産性 762 （年平均上昇率＋26.1％） （単位：万円/人）"
s2_outline_229,3次,オーディエー株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,,409,,488,万円/人,6.1,6.0634,0.0366,,2,PDFに暦年なし・未取得,,true,従業員1人あたり給与支給総額 488 目標値 409 （年平均上昇率＋6.1％） （単位：万円/人）
s2_outline_229,3次,オーディエー株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,,,,,万円/人,6.1,,,rate_only_from_officer_row,2,PDFに暦年なし又は未取得,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+6.1%)"
s2_outline_229,3次,オーディエー株式会社,補助事業に係る従業員数,PDF表セル確認済み,,170,,205,人,,,,,2,PDFに暦年なし・未取得,,true,補助事業に係る従業員数 170 205 （単位：人）
s2_outline_23,3次,大和鋼業株式会社,労働生産性,PDF表セル・率検算確認済み,2027,726,2030,1802,万円/人,35.4,35.3961,0.0039,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 726 | 1,802
(年平均上昇率+35.4%)"
s2_outline_23,3次,大和鋼業株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,626,2030,777,万円/人,7.5,7.4688,0.0312,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 626 | 777
(年平均上昇率+7.5%)"
s2_outline_23,3次,大和鋼業株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,7.5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+7.5%)"
s2_outline_23,3次,大和鋼業株式会社,補助事業に係る従業員数,PDF表セル確認済み,2027,135,2030,145,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 135 | 145
(増加人員+10名)"
s2_outline_232,3次,株式会社モリシタ,労働生産性,PDF表セル・率検算確認済み,2027,855,2030,1232,万円/人,12.9,12.9488,0.0488,case_representative_from_multi_entity,2,暦年確認,,true,"労働生産性(万円/人) | 855 | 1,232(年平均上昇率+12.9%) | 1,232 | 4,771(年平均上昇率+57.1%)"
s2_outline_232,3次,株式会社モリシタ,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,431,2030,513,万円/人,6,5.9774,0.0226,case_representative_from_multi_entity,2,暦年確認,,true,従業員1人あたり給与支給総額(万円/人) | 431 | 513(年平均上昇率+6.0%) | 529 | 630(年平均上昇率+6.0%)
s2_outline_232,3次,株式会社モリシタ,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,6,,,rate_only_from_officer_row,2,暦年確認,,true,役員1人あたり給与支給総額(万円/人) - -(年平均上昇率+6.0%) - -(年平均上昇率+6.0%)
s2_outline_232,3次,株式会社モリシタ,補助事業に係る従業員数,PDF表セル確認済み,2027,21,2030,25,人,,,,case_representative_from_multi_entity,2,暦年確認,,true,補助事業に係る従業員数(人) | 21 | 25 | 8 | 13
s2_outline_234,3次,日本エア・リキード合同会社,労働生産性,PDF表セル・率検算確認済み,2027,8619,2030,24301,万円/人,41.3,41.2719,0.0281,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 8,619 | 24,301
(年平均上昇率+41.3%)"
s2_outline_234,3次,日本エア・リキード合同会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,871,2030,1046,万円/人,6.5,6.293,0.207,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額(全事業所)
(単位:万円/人) | 871 | 1,046
(年平均上昇率+6.5%)"
s2_outline_234,3次,日本エア・リキード合同会社,役員1人当たり給与支給総額,PDFで数値なし・ハイフン,,,,,,,,,,,年なし,数値2点なし,false,
s2_outline_234,3次,日本エア・リキード合同会社,補助事業に係る従業員数,PDF表セル確認済み,2027,244,2030,269,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数(全事業所)
(単位:人) | 244 | 269"
s2_outline_24,3次,高知食糧株式会社,労働生産性,PDF表セル・率検算確認済み,2027,344,2030,523,万円/人,15,14.9867,0.0133,table_cells,2,暦年確認,,true,"労働生産性
単位:万円/人) | 344万円 | 523万円
(年平均上昇率+15.0%)"
s2_outline_24,3次,高知食糧株式会社,従業員1人当たり給与支給総額,原本画像目視確認済み,2027,257,2030,307,万円/人,6.1,6.1048,0.0048,visual_manual_override,2,暦年確認,,true,高知食糧 | 2027年度（基準年度）: 257 | 2030年度（基準年度+3年後）: 307
s2_outline_24,3次,高知食糧株式会社,役員1人当たり給与支給総額,PDF記載なし又は抽出不能,,,,,,,,,,,年なし,数値2点なし,false,
s2_outline_24,3次,高知食糧株式会社,補助事業に係る従業員数,PDF表セル確認済み,2027,330,2030,336,人,,,,table_cells,2,暦年確認,,true,"事業に係る従業員数
(単位:人) | 330 | 336"
s2_outline_25,3次,有限会社ホテル十勝屋,労働生産性,PDF表セル・率検算確認済み,2027,949,2030,2496,万円/人,38,38.0361,0.0361,table_cells,4,暦年確認,,true,"労働生産性
(単位:万円/人) | 949 | 2496(年平均上昇率+38.0%)"
s2_outline_25,3次,有限会社ホテル十勝屋,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,396,2030,486,万円/人,7,7.0649,0.0649,table_cells,4,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 396 | 486(年平均上昇率+7.0%)"
s2_outline_25,3次,有限会社ホテル十勝屋,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,7,,,rate_only_from_officer_row,4,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -(年平均上昇率+7.0%)"
s2_outline_25,3次,有限会社ホテル十勝屋,補助事業に係る従業員数,PDF表セル確認済み,2027,78,2030,90,人,,,,table_cells,4,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 78 | 90"
s2_outline_26,3次,株式会社ティーケーシン,労働生産性,PDF表セル・率検算確認済み,2027,956,2030,2159,万円/人,31.2,31.1993,0.0007,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 956 | 2,159
(年平均上昇率+31.2%)"
s2_outline_26,3次,株式会社ティーケーシン,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,349,2030,425,万円/人,6.8,6.7877,0.0123,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 349 | 425
(年平均上昇率+6.8%)"
s2_outline_26,3次,株式会社ティーケーシン,役員1人当たり給与支給総額,PDFで数値なし・ハイフン,,,,,,,,,,,年なし,数値2点なし,false,
s2_outline_26,3次,株式会社ティーケーシン,補助事業に係る従業員数,PDF表セル確認済み,2027,44,2030,98,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 44 | 98"
s2_outline_27,3次,株式会社ライト製作所,労働生産性,PDF表セル確認済み,2026,556,2029,1281,万円/人,,32.0763,,case_representative_from_multi_entity,2,暦年確認,,true,"労働生産性 | 556万円/人 | 1,281万円/人 | 5,916万円/人 | 25,437万円/人 | 440万円/人 | 644万円/人 | 403万円/人 | 708万円/人"
s2_outline_27,3次,株式会社ライト製作所,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,339,2029,405,万円/人,6,6.1089,0.1089,case_representative_from_multi_entity,2,暦年確認,,true,"従業員1人あたり給与支給総額 | 339万円/人 | 405万円/人
(年平均+6.0%) | 429万円/人 | 511万円/人
(年平均+6.0%) | 354万円/人 | 422万円/人
(年平均+6.0%) | 334万円/人 | 398万円/人
(年平均+6.0%)"
s2_outline_27,3次,株式会社ライト製作所,役員1人当たり給与支給総額,PDFで数値なし・ハイフン,,,,,,,,,,,年なし,数値2点なし,false,
s2_outline_27,3次,株式会社ライト製作所,補助事業に係る従業員数,PDF表セル確認済み,2026,368,2029,416,人,,,,case_representative_from_multi_entity,2,暦年確認,,true,補助事業の従業員数 | 368人 | 416人 | 10人* | 10人* | 63人 | 79人 | 295人 | 327人
s2_outline_3,3次,さくら不動産株式会社,労働生産性,PDF表セル・率検算確認済み,2026,583,2029,1049,万円/人,21.1,21.6286,0.5286,case_representative_from_multi_entity,3,暦年確認,,true,"労働生産性
(単位:万円/人) | 583万円/人 | 1049万円/人
(年平均上昇率
+21.1%) | 776万円/人 | 1661万円/人
(年平均上昇率
+28.8%) | 400万円/人 | 772万円/人
(年平均上昇率
+24.5%)"
s2_outline_3,3次,さくら不動産株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,568,2029,712,万円/人,7.8,7.8228,0.0228,case_representative_from_multi_entity,3,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 568万円/人 | 712万円/人
(年平均上昇率
+7.8%) | 690万円/人 | 918万円/人
(年平均上昇率
+10.0%) | 475万円 | 632万円/人
(年平均上昇率
+10.0%)"
s2_outline_3,3次,さくら不動産株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2026,,2029,,万円/人,5,,,rate_only_from_officer_row,3,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+5.0%) - -
(年平均上昇率+5.0%) - -"
s2_outline_3,3次,さくら不動産株式会社,補助事業に係る従業員数,PDF表セル確認済み,2026,30,2029,61,人,,,,case_representative_from_multi_entity,3,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 30人 | 61人 | 13人 | 17人 | 17人 | 44人"
s2_outline_30,3次,東洋スクリーン工業株式会社,労働生産性,PDF表セル・率検算確認済み,2026,1072,2029,1446,万円/人,10.5,10.4904,0.0096,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,072 | 1,44
6
(年平均上昇率+10.5%)"
s2_outline_30,3次,東洋スクリーン工業株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,529,2029,630,万円/人,6,5.9973,0.0027,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 529 | 630
(年平均上昇率+6.0%)"
s2_outline_30,3次,東洋スクリーン工業株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2026,,2029,,万円/人,4.5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+4.5%)"
