case_id,round,company,metric,status,base_year,base_value,target_year,target_value,unit,listed_rate_pct,calculated_rate_pct,rate_diff_pt,source_method,page,year_status,issues,raw_support,raw
s1_outline_1,1次,株式会社岩崎電機製作所,労働生産性,PDF表セル・率検算確認済み,2026,862,2029,1168,万円/人,10.67,10.6569,0.0131,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 862万円/人 | 1,168万円/人
(年平均上昇率+10.67%)"
s1_outline_1,1次,株式会社岩崎電機製作所,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,439,2029,509,万円/人,5,5.0552,0.0552,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 439万円/人 | 509万円/人
(年平均上昇率+5%)"
s1_outline_1,1次,株式会社岩崎電機製作所,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2026,,2029,,万円/人,5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) ー ー
(年平均上昇率+5%)"
s1_outline_1,1次,株式会社岩崎電機製作所,補助事業に係る従業員数,PDF表セル確認済み,2026,270,2029,290,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 270人 | 290人"
s1_outline_10,1次,株式会社プレジィール,労働生産性,PDF表セル・率検算確認済み,2026,1236,2029,1870,万円/人,14.8,14.7998,0.0002,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,236 | 1,870( 年平均上昇率+14.8%)"
s1_outline_10,1次,株式会社プレジィール,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,336,2029,369,万円/人,3,3.1721,0.1721,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 336 | 369 (年平均上昇率+3.0%)"
s1_outline_10,1次,株式会社プレジィール,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2026,,2029,,万円/人,11.1,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -(年平均上昇率+11.1%)"
s1_outline_10,1次,株式会社プレジィール,補助事業に係る従業員数,PDF表セル確認済み,2026,840,2029,1132,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 840 | 1,132"
s1_outline_100,1次,マリンフード株式会社,労働生産性,原本画像目視確認済み（原本内不整合）,2026,1776,2029,1973,万円/人,9.1,3.5686,5.5314,visual_manual_override,2,暦年確認,年平均率との不整合,true,PDF表目視確認 | 2026年度（基準年度）: 1776 | 2029年度（基準年度+3年後）: 1973
s1_outline_100,1次,マリンフード株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,450,2029,507,万円/人,4.06,4.0555,0.0045,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 450万円/人 | 507万円/人
(年平均上昇率+4.06%)"
s1_outline_100,1次,マリンフード株式会社,役員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,3069,2029,3453,万円/人,4,4.008,0.008,table_cells,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) | 3,069万円/人 | 3,453万円/人
(年平均上昇率+4.0%)"
s1_outline_100,1次,マリンフード株式会社,補助事業に係る従業員数,PDF表セル確認済み,2026,225,2029,298,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 225人 | 298人"
s1_outline_101,1次,株式会社正興電機製作所,労働生産性,PDF表セル・率検算確認済み,2026,1027,2029,1204,万円/人,5.45,5.4432,0.0068,table_cells,5,暦年確認,,true,"労働生産性
(万円)/人 | 1,027 | 1,204
(年平均上昇率+5.45%)"
s1_outline_101,1次,株式会社正興電機製作所,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,631,2029,717,万円/人,4.35,4.351,0.001,table_cells,5,暦年確認,,true,"従業員1人あたり ※1
給与支給総額(万円/人) | 631 | 717
(年平均上昇率+4.35%)"
s1_outline_101,1次,株式会社正興電機製作所,役員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,1616,2029,1870,万円/人,5,4.9865,0.0135,table_cells,5,暦年確認,,true,"役員1人あたり ※2
給与支給総額(万円/人) | 1,616 | 1,870
(年平均上昇率+5.00%)"
s1_outline_101,1次,株式会社正興電機製作所,補助事業に係る従業員数,PDF表セル確認済み,2026,795,2029,810,人,,,,table_cells,5,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 795 | 810"
s1_outline_102,1次,冬木工業株式会社,労働生産性,原本画像目視確認済み（原本内不整合）,2026,912,2029,1492,万円/人,14.5,17.8306,3.3306,visual_manual_override,2,暦年確認,年平均率との不整合,true,PDF表目視確認 | 2026年度（基準年度）: 912 | 2029年度（基準年度+3年後）: 1492
s1_outline_102,1次,冬木工業株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,471,2029,522.5,万円/人,3.52,3.5194,0.0006,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 471 | 522.5
(年平均上昇率+3.52%)"
s1_outline_102,1次,冬木工業株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2026,,2029,,万円/人,3.03,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) ー -
(年平均上昇率+3.03%)"
s1_outline_102,1次,冬木工業株式会社,補助事業に係る従業員数,PDF表セル確認済み,2026,68,2029,80,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 68 | 80"
s1_outline_103,1次,オーケー化成株式会社,労働生産性,PDF表セル・率検算確認済み,2027,1851,2030,2592,万円/人,11.9,11.8775,0.0225,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,851 | 2,592
(年平均上昇率+11.9%)"
s1_outline_103,1次,オーケー化成株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,472,2030,551,万円/人,5.3,5.2939,0.0061,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 472 | 551
(年平均上昇率+5.3%)"
s1_outline_103,1次,オーケー化成株式会社,役員1人当たり給与支給総額,PDF表セル確認済み,2027,0,2030,0,万円/人,0,,,table_cells,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) | 0 | 0
(年平均上昇率+0%)"
s1_outline_103,1次,オーケー化成株式会社,補助事業に係る従業員数,PDF表セル確認済み,2027,35,2030,50,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 35 | 50"
s1_outline_104,1次,ヤマダイ株式会社,労働生産性,PDF表セル・率検算確認済み,2026,1169,2029,1489,万円/人,8.4,8.3994,0.0006,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,169 | 1,489
(年平均上昇率+8.4%)"
s1_outline_104,1次,ヤマダイ株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,482,2029,550,万円/人,4.5,4.4973,0.0027,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 482 | 550
(年平均上昇率+4.5%)"
s1_outline_104,1次,ヤマダイ株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2026,,2029,,万円/人,4.5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+4.5%)"
s1_outline_104,1次,ヤマダイ株式会社,補助事業に係る従業員数,PDF表セル確認済み,2026,215,2029,225,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 215 | 225"
s1_outline_105,1次,中外医薬生産株式会社,労働生産性,PDF表セル・率検算確認済み,2027,877,2030,1020,万円/人,5.2,5.1639,0.0361,table_cells,2,暦年確認,,true,"労働生産性
(万円/人) | 877 | 1,
020
(年平均上昇率+ %)
5.2"
s1_outline_105,1次,中外医薬生産株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,526,2030,618,万円/人,5,5.5199,0.5199,table_cells,2,暦年確認,,true,"従業員1人あたり
給与支給総額(万円/人) | 526 | 61
8
(年平均上昇率+5. %)
5"
s1_outline_105,1次,中外医薬生産株式会社,役員1人当たり給与支給総額,PDFで数値なし・ハイフン,,,,,,,,,,,年なし,数値2点なし,false,
s1_outline_105,1次,中外医薬生産株式会社,補助事業に係る従業員数,PDF記載なし又は抽出不能,,,,,,,,,,,年なし,数値2点なし,false,
s1_outline_106,1次,株式会社シーエル,労働生産性,PDF表セル・率検算確認済み,2026,216,2029,261,万円/人,6.4,6.5113,0.1113,case_representative_from_multi_entity,2,暦年確認,,true,労働生産性 261万円 216万円 （万円/人） （年平均上昇率＋6. ％） 4 従業員1人あたり 149万円 128万円 目標値 （年平均上昇率＋5.2％） 給与支給総額（万円/人） 役員1人あたり - - （年平均上昇率＋5.2％） 給与支給総額（万円/人）
s1_outline_106,1次,株式会社シーエル,従業員1人当たり給与支給総額,原本画像目視確認済み,2026,128,2029,149,万円/人,5.2,5.1943,0.0057,visual_manual_override,2,暦年確認,,true,シーエル | 2026年度（基準年度）: 128 | 2029年度（基準年度+3年後）: 149
s1_outline_106,1次,株式会社シーエル,役員1人当たり給与支給総額,PDF記載なし又は抽出不能,,,,,,,,,,,年なし,数値2点なし,false,
s1_outline_106,1次,株式会社シーエル,補助事業に係る従業員数,PDF表セル確認済み,2026,750,2029,900,人,,,,,2,暦年確認,,true,補助事業に係る従業員数 750人 900人 （単位:人）
s1_outline_107,1次,株式会社ササキ,労働生産性,PDF表セル・率検算確認済み,,1375,,1431,万円/人,1.3,1.3396,0.0396,,2,PDFに暦年なし・未取得,,true,"1,431 労働生産性 1,375 （単位：万円/人） （年平均上昇率＋1.3％）"
s1_outline_107,1次,株式会社ササキ,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,,312,,356,万円/人,4.5,4.4957,0.0043,,2,PDFに暦年なし・未取得,,true,従業員1人あたり給与支給総額 356 目標値 312 （年平均上昇率＋4.5％） （単位：万円/人）
s1_outline_107,1次,株式会社ササキ,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,,,,,万円/人,5.1,,,rate_only_from_officer_row,2,PDFに暦年なし又は未取得,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率5.1%)"
s1_outline_107,1次,株式会社ササキ,補助事業に係る従業員数,PDF表セル確認済み,,54,,95,人,,,,,2,PDFに暦年なし・未取得,,true,補助事業に係る従業員数 54 95 （単位：人）
s1_outline_108,1次,株式会社ミラプロ,労働生産性,PDF表セル・率検算確認済み,2024,926,2027,1302,万円/人,12,12.0297,0.0297,table_cells,4,暦年確認,,true," | 労働生産性
(単位:万円/人) | 926 | 1302
(年平均上昇率+12.0%)"
s1_outline_108,1次,株式会社ミラプロ,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2024,449,2027,520,万円/人,5,5.0152,0.0152,table_cells,4,暦年確認,,true," | 従業員1人あたり給与支給総額
(単位:万円/人) | 449 | 520
(年平均上昇率+5.0%)"
s1_outline_108,1次,株式会社ミラプロ,役員1人当たり給与支給総額,PDF表セル・率検算確認済み,2024,1182,2027,1368,万円/人,5,4.992,0.008,table_cells,4,暦年確認,,true," | 役員1人あたり給与支給総額
(単位:万円/人) | 1182 | 1368
(年平均上昇率+5.0%)"
s1_outline_108,1次,株式会社ミラプロ,補助事業に係る従業員数,PDF表セル確認済み,2024,773,2027,901,人,,,,table_cells,4,暦年確認,,true," | 補助事業に係る従業員数
(単位:人) | 773 | 901"
s1_outline_109,1次,マイクロカット株式会社,労働生産性,PDF表セル・率検算確認済み,2025,867,2028,1384,万円/人,17,16.8707,0.1293,table_cells,2,暦年確認,,true," | 労働生産性
(万円/人) | 867 | 1,384
(年平均上昇率+17%)"
s1_outline_109,1次,マイクロカット株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2025,505,2028,601,万円/人,6,5.9728,0.0272,table_cells,2,暦年確認,,true," | 従業員1人あたり
給与支給総額(万円/人) | 505 | 601
(年平均上昇率+6%)"
s1_outline_109,1次,マイクロカット株式会社,役員1人当たり給与支給総額,PDF表セル・率検算確認済み,2025,2410,2028,2871,万円/人,6,6.008,0.008,table_cells,2,暦年確認,,true," | 役員1人あたり給与支給総額
(単位:万円/人) | 2,410 | 2,871
(年平均上昇率+6%)"
s1_outline_109,1次,マイクロカット株式会社,補助事業に係る従業員数,PDF表セル確認済み,2025,260,2028,314,人,,,,table_cells,2,暦年確認,,true," | 補助事業に係る従業員数
(単位:人) | 260 | 314"
s1_outline_11,1次,大峰堂薬品工業株式会社,労働生産性,PDF表セル・率検算確認済み,2027,1210,2030,1334,万円/人,3.3,3.3055,0.0055,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,210 | 1,334
(年平均上昇率+3.3%)"
s1_outline_11,1次,大峰堂薬品工業株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,519,2030,588,万円/人,4.21,4.2485,0.0385,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 519 | 588
(年平均上昇率+4.21%)"
s1_outline_11,1次,大峰堂薬品工業株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2027,,2030,,万円/人,4,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+4.00%)"
s1_outline_11,1次,大峰堂薬品工業株式会社,補助事業に係る従業員数,PDF表セル確認済み,2027,280,2030,308,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 280 | 308"
s1_outline_110,1次,株式会社菰下鎔断,労働生産性,PDF表セル・率検算確認済み,2025,1427,2028,1962,万円/人,11.2,11.1966,0.0034,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,427万円 | 1,962万円
(年平均上昇率+11.2%)"
s1_outline_110,1次,株式会社菰下鎔断,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2025,537,2028,659,万円/人,7,7.0624,0.0624,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 537万円 | 659万円
(年平均上昇率+7.0%)"
s1_outline_110,1次,株式会社菰下鎔断,役員1人当たり給与支給総額,PDFで数値なし・ハイフン,,,,,,,,,,,年なし,数値2点なし,false,
s1_outline_110,1次,株式会社菰下鎔断,補助事業に係る従業員数,PDF表セル確認済み,2025,201,2028,225,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 201人 | 225人"
s1_outline_111,1次,株式会社向山工場,労働生産性,PDF表セル・率検算確認済み,2026,3859,2029,4618,万円/人,6.2,6.1679,0.0321,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 3,859 | 4,618
(年平均上昇率+6.2%)"
s1_outline_111,1次,株式会社向山工場,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,640,2029,741,万円/人,5,5.0057,0.0057,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 640 | 741
(年平均上昇率+5.0%)"
s1_outline_111,1次,株式会社向山工場,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2026,,2029,,万円/人,5,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+5.0%)"
s1_outline_111,1次,株式会社向山工場,補助事業に係る従業員数,PDF表セル確認済み,2026,169,2029,206,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 169 | 206"
s1_outline_112,1次,株式会社八芳園,労働生産性,PDF表セル・率検算確認済み,,999,,1234,万円/人,7.3,7.2959,0.0041,,2,PDFに暦年なし・未取得,,true,"1,234万円 労働生産性(単位：万円/人） 999万円 （年平均上昇率7.3％）"
s1_outline_112,1次,株式会社八芳園,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,,429,,504,万円/人,5.6,5.5175,0.0825,,2,PDFに暦年なし・未取得,,true,504万円 （ 5. ％） 429万円 従業員1人あたり給与支給総額（単位：万円/人） 目標値 年平均上昇率 6
s1_outline_112,1次,株式会社八芳園,役員1人当たり給与支給総額,PDF表セル・率検算確認済み,,1338,,1510,万円/人,4.1,4.1135,0.0135,,2,PDFに暦年なし・未取得,,true,"1,510万円（ 4.1％） 1,338万円 役員1人あたり給与支給総額（単位：万円/人） 年平均上昇率"
s1_outline_112,1次,株式会社八芳園,補助事業に係る従業員数,PDF表セル確認済み,,420,,490,人,,,,,2,PDFに暦年なし・未取得,,true,420人 490人 補助事業に係る従業員数*（単位：人） *就業時間換算
s1_outline_113,1次,トーアス株式会社,労働生産性,PDF表セル・率検算確認済み,2024,541,2027,1505,万円/人,40.7,40.6414,0.0586,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 541 | 1,505
(年平均上昇率+40.7%)"
s1_outline_113,1次,トーアス株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2024,400,2027,477,万円/人,6.03,6.044,0.014,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 400 | 477
(年平均上昇率+6.03%)"
s1_outline_113,1次,トーアス株式会社,役員1人当たり給与支給総額,PDF記載なし又は抽出不能,,,,,,,,,,,年なし,数値2点なし,false,
s1_outline_113,1次,トーアス株式会社,補助事業に係る従業員数,PDF表セル確認済み,2024,45,2027,60,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 45 | 60"
s1_outline_114,1次,株式会社中西製作所,労働生産性,PDF表セル・率検算確認済み,2025,875,2028,2071,万円/人,33.3,33.2674,0.0326,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 875 | 2,071
(年平均上昇率+33.3%)"
s1_outline_114,1次,株式会社中西製作所,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2025,536,2028,621,万円/人,5,5.0289,0.0289,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 536 | 621
(年平均上昇率+5%)"
s1_outline_114,1次,株式会社中西製作所,役員1人当たり給与支給総額,PDF表セル確認済み,2025,0,2028,0,万円/人,,,,table_cells,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) | 0
(対象事業のみを管掌する役員は0人) | 0"
s1_outline_114,1次,株式会社中西製作所,補助事業に係る従業員数,PDF表セル確認済み,2025,61,2028,100,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 61 | 100"
s1_outline_115,1次,株式会社国際エキスプレス,労働生産性,PDF表セル・率検算確認済み,2027,1155,2030,1547,万円/人,10.2,10.2308,0.0308,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,155 | 1,547
(年平均上昇率+10.2%)"
s1_outline_115,1次,株式会社国際エキスプレス,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,531,2030,634,万円/人,6.1,6.0877,0.0123,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 53
1 | 634
(年平均上昇率+6.1%)"
s1_outline_115,1次,株式会社国際エキスプレス,役員1人当たり給与支給総額,PDF表セル・率検算確認済み,2027,3075,2030,3625,万円/人,5.6,5.6382,0.0382,table_cells,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) | 3,075 | 3,625
(年平均上昇率+5.6%)"
s1_outline_115,1次,株式会社国際エキスプレス,補助事業に係る従業員数,PDF表セル確認済み,2027,227,2030,281,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 227 | 281"
s1_outline_116,1次,株式会社かねふくめんたいパーク,労働生産性,PDF表セル・率検算確認済み,2025,290,2028,1143,万円/人,57.9,57.9608,0.0608,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 290 | 1,143
(年平均上昇率+57.9%)"
s1_outline_116,1次,株式会社かねふくめんたいパーク,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2025,236,2028,272,万円/人,4.8,4.8461,0.0461,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 236 | 272
(年平均上昇率+4.8%)"
s1_outline_116,1次,株式会社かねふくめんたいパーク,役員1人当たり給与支給総額,PDF表セル・率検算確認済み,2025,1500,2028,1639,万円/人,3,2.9981,0.0019,table_cells,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) | 1,500 | 1,639
(年平均上昇率+3.0%)"
s1_outline_116,1次,株式会社かねふくめんたいパーク,補助事業に係る従業員数,PDF表セル確認済み,2025,63,2028,104,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 63 | 104"
s1_outline_117,1次,信越理研株式会社,労働生産性,PDF表セル・率検算確認済み,2026,873,2029,1722,万円/人,25.4,25.4122,0.0122,table_cells,4,暦年確認,,true,"労働生産性
(単位:万円/人) | 873 | 1,722
(年平均上昇率+25.4%)"
s1_outline_117,1次,信越理研株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,504,2029,585,万円/人,5.09,5.0933,0.0033,table_cells,4,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 504 | 585
(年平均上昇率+5.09%)"
s1_outline_117,1次,信越理研株式会社,役員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,6500,2029,7600,万円/人,5.35,5.3497,0.0003,table_cells,4,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) | 6,500 | 7,600
(年平均上昇率+5.35%)"
s1_outline_117,1次,信越理研株式会社,補助事業に係る従業員数,PDF表セル確認済み,2026,129,2029,145,人,,,,table_cells,4,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 129 | 145"
s1_outline_118,1次,クリエイトワン株式会社,労働生産性,PDF表セル・率検算確認済み,2025,1135,2028,2087,万円/人,23,22.5111,0.4889,table_cells,3,暦年確認,,true,"労働生産性(単位:万円/人) | 1,135 | 2,087(年平均上昇率+23%)"
s1_outline_118,1次,クリエイトワン株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2025,558,2028,656,万円/人,5.5,5.5415,0.0415,table_cells,3,暦年確認,,true,従業員1人あたり給与支給総額(単位:万円/人) | 558 | 656(年平均上昇率+5.5%)
s1_outline_118,1次,クリエイトワン株式会社,役員1人当たり給与支給総額,PDF記載なし又は抽出不能,,,,,,,,,,,年なし,数値2点なし,false,
s1_outline_118,1次,クリエイトワン株式会社,補助事業に係る従業員数,PDF表セル確認済み,2025,38,2028,51,人,,,,table_cells,3,暦年確認,,true,補助事業に係る従業員数(単位:人) | 38 | 51
s1_outline_119,1次,株式会社フルヤ金属,労働生産性,PDF表セル・率検算確認済み,2026,1158,2029,1866,万円/人,17,17.2378,0.2378,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,158 | 1,866
(年平均上昇率+17%)"
s1_outline_119,1次,株式会社フルヤ金属,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,663,2029,746,万円/人,4,4.01,0.01,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 663 | 746
(年平均上昇率+4.0%)"
s1_outline_119,1次,株式会社フルヤ金属,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2026,,2029,,万円/人,4,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+4.0%)"
s1_outline_119,1次,株式会社フルヤ金属,補助事業に係る従業員数,PDF表セル確認済み,2026,431,2029,456,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 431 | 456"
s1_outline_12,1次,株式会社松岡,労働生産性,PDF表セル・率検算確認済み,2026,1304,2029,1550,万円/人,6,5.9298,0.0702,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,304万円 | 1,550万円(※)
(年平均上昇率+6.0%)"
s1_outline_12,1次,株式会社松岡,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,479,2029,587,万円/人,7,7.0124,0.0124,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 479万円 | 587万円
(年平均上昇率+7.0%)"
s1_outline_12,1次,株式会社松岡,役員1人当たり給与支給総額,PDFで数値なし・ハイフン,,,,,,,,,,,年なし,数値2点なし,false,
s1_outline_12,1次,株式会社松岡,補助事業に係る従業員数,PDF表セル確認済み,2026,505,2029,545,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 505人 | 545人"
s1_outline_120,1次,旭陽電気株式会社,労働生産性,PDF表セル・率検算確認済み,2025,653,2028,1296,万円/人,26,25.6697,0.3303,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 653 |  | 1,296万円/人
(年平均上昇率+26%) | "
s1_outline_120,1次,旭陽電気株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2025,384,2028,457,万円/人,6,5.9729,0.0271,case_representative_from_multi_entity,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 384 | 384 | 457万円/人
(年平均上昇率+6%) | 457万円/人
(年平均上昇率+6%)"
s1_outline_120,1次,旭陽電気株式会社,役員1人当たり給与支給総額,PDF記載なし又は抽出不能,,,,,,,,,,,年なし,数値2点なし,false,
s1_outline_120,1次,旭陽電気株式会社,補助事業に係る従業員数,PDF表セル確認済み,2025,130,2028,160,人,,,,case_representative_from_multi_entity,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 130人 | 173人 | 160人 | 191人"
s1_outline_121,1次,土佐鶴酒造株式会社,労働生産性,PDF表セル・率検算確認済み,2026,516,2029,1005,,24.9,24.8836,0.0164,table_cells,2,暦年確認,単位未取得,true,"労働生産性 | 516 | 1,005
(年平均上昇率+24.9%)"
s1_outline_121,1次,土佐鶴酒造株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,332,2029,385,,5,5.0608,0.0608,table_cells,2,暦年確認,単位未取得,true,"従業員1人あたり給与支給総額 | 332 | 385
(年平均上昇率+5.0%)"
s1_outline_121,1次,土佐鶴酒造株式会社,役員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,623,2029,709,,4.4,4.4045,0.0045,table_cells,2,暦年確認,単位未取得,true,"役員1人あたり給与支給総額 | 623 | 709
(年平均上昇率+4.4%)"
s1_outline_121,1次,土佐鶴酒造株式会社,補助事業に係る従業員数,PDF表セル確認済み,2026,71,2029,91,人,,,,table_cells,2,暦年確認,,true,補助事業に係る従業員数 | 71 | 91
s1_outline_122,1次,岸和田製鋼株式会社,労働生産性,PDF表セル・率検算確認済み,2026,1904,2029,2795,万円/人,13.7,13.6506,0.0494,table_cells,2,暦年確認,,true,"労働生産性
(単位:万円/人) | 1,904万円/人 | 2,795万円/人
(年平均上昇率+13.7%)"
s1_outline_122,1次,岸和田製鋼株式会社,従業員1人当たり給与支給総額,PDF表セル・率検算確認済み,2026,649,2029,730,万円/人,4,3.9983,0.0017,table_cells,2,暦年確認,,true,"従業員1人あたり給与支給総額
(単位:万円/人) | 649万円/人 | 730万円/人
(年平均上昇率+4.0%)"
s1_outline_122,1次,岸和田製鋼株式会社,役員1人当たり給与支給総額,PDFで絶対値なし・年平均率のみ確認済み,2026,,2029,,万円/人,4,,,rate_only_from_officer_row,2,暦年確認,,true,"役員1人あたり給与支給総額
(単位:万円/人) - -
(年平均上昇率+4.0%)"
s1_outline_122,1次,岸和田製鋼株式会社,補助事業に係る従業員数,PDF表セル確認済み,2026,225,2029,240,人,,,,table_cells,2,暦年確認,,true,"補助事業に係る従業員数
(単位:人) | 225人 | 240人"
