case_id,round,company,series_id,series_label,point_type,period_label,year_before_correction,year_after_correction,year_correction_method,year,month_before_correction,month_after_correction,month,sales_oku_yen,page,pdf_url
s2_outline_148,4次,丹羽鋳造株式会社,s2_outline_148_sales_01,会社全体,baseline,基準年度,2025,2025,existing_normalized_year,2025,4,4,4,81,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_148.pdf
s2_outline_148,4次,丹羽鋳造株式会社,s2_outline_148_sales_01,会社全体,target,2030年度4月期,2030,2030,existing_normalized_year,2030,4,4,4,180,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_148.pdf
s2_outline_151,3次,株式会社清水インダストリ－,s2_outline_151_sales_01,会社全体,target,2030年4月期,2030,2030,existing_normalized_year,2030,4,4,4,37,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_151.pdf
s2_outline_151,3次,株式会社清水インダストリ－,s2_outline_151_sales_01,会社全体,baseline,,,,missing,,,,,14,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_151.pdf
s2_outline_154,4次,アルフレッド株式会社,s2_outline_154_sales_01,会社全体（2024→2030）,baseline,2024年,2024,2024,existing_normalized_year,2024,,,,7,3,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_154.pdf
s2_outline_154,4次,アルフレッド株式会社,s2_outline_154_sales_01,会社全体（2024→2030）,intermediate,2025,2025,2025,explicit_four_digit_year,2025,,,,13,3,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_154.pdf
s2_outline_154,4次,アルフレッド株式会社,s2_outline_154_sales_01,会社全体（2024→2030）,intermediate,2026,2026,2026,explicit_four_digit_year,2026,,,,25,3,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_154.pdf
s2_outline_154,4次,アルフレッド株式会社,s2_outline_154_sales_01,会社全体（2024→2030）,intermediate,2027,2027,2027,explicit_four_digit_year,2027,,,,35,3,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_154.pdf
s2_outline_154,4次,アルフレッド株式会社,s2_outline_154_sales_01,会社全体（2024→2030）,intermediate,2028,2028,2028,explicit_four_digit_year,2028,,,,40,3,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_154.pdf
s2_outline_154,4次,アルフレッド株式会社,s2_outline_154_sales_01,会社全体（2024→2030）,intermediate,2029,2029,2029,explicit_four_digit_year,2029,,,,45,3,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_154.pdf
s2_outline_154,4次,アルフレッド株式会社,s2_outline_154_sales_01,会社全体（2024→2030）,target,2030年,2030,2030,existing_normalized_year,2030,,,,50,3,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_154.pdf
s2_outline_154,4次,アルフレッド株式会社,s2_outline_154_sales_02,補助事業の2028年目標,target,2028年,2028,2028,existing_normalized_year,2028,,,,35,4,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_154.pdf
s2_outline_156,4次,上野ロジケム株式会社,s2_outline_156_sales_01,会社全体（直近→最終）,baseline,2024年度,2024,2024,existing_normalized_year,2024,,,,75,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_156.pdf
s2_outline_156,4次,上野ロジケム株式会社,s2_outline_156_sales_01,会社全体（直近→最終）,intermediate,2027,2027,2027,explicit_four_digit_year,2027,,,,91,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_156.pdf
s2_outline_156,4次,上野ロジケム株式会社,s2_outline_156_sales_01,会社全体（直近→最終）,target,2030年度,2030,2030,existing_normalized_year,2030,,,,152,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_156.pdf
s2_outline_156,4次,上野ロジケム株式会社,s2_outline_156_sales_02,会社全体（基準→最終）,baseline,2027年（基準）,2027,2027,existing_normalized_year,2027,,,,91,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_156.pdf
s2_outline_156,4次,上野ロジケム株式会社,s2_outline_156_sales_02,会社全体（基準→最終）,target,2030年（最終）,2030,2030,existing_normalized_year,2030,,,,152,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_156.pdf
s2_outline_158,4次,株式会社セントラルフード,s2_outline_158_sales_01,会社全体,target,2030年度（事業化3年目）,2030,2030,existing_normalized_year,2030,,,,108.42,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_158.pdf
s2_outline_160,4次,株式会社ダイドー,s2_outline_160_sales_01,会社全体,target,2029年度,2029,2029,existing_normalized_year,2029,,,,7.04,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_160.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_sales_01,会社全体,target,2029年度,2029,2029,existing_normalized_year,2029,,,,290,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_sales_01,会社全体,baseline,2024年12月期,2024,2024,existing_normalized_year,2024,12,12,12,75,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_sales_01,会社全体,target,2030年12月期,2030,2030,existing_normalized_year,2030,12,12,12,150,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_166,4次,株式会社新潟食品運輸,s2_outline_166_sales_01,会社全体,target,31.3期,2031,2031,existing_normalized_year,2031,3,3,3,240,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_166.pdf
s2_outline_168,4次,明和工業株式会社,s2_outline_168_sales_01,明和工業,baseline,2025年3月期,2025,2025,explicit_four_digit_year,2025,,,,79.1,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_168.pdf
s2_outline_168,4次,明和工業株式会社,s2_outline_168_sales_01,明和工業,target,2030年目標（見出しは2031年3月期）,2030,2030,explicit_four_digit_year,2030,,,,247.5,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_168.pdf
s2_outline_168,4次,明和工業株式会社,s2_outline_168_sales_02,ヨシカワ機械,baseline,2025年3月期,2025,2025,explicit_four_digit_year,2025,,,,3.8,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_168.pdf
s2_outline_168,4次,明和工業株式会社,s2_outline_168_sales_02,ヨシカワ機械,target,2030年目標（見出しは2031年3月期）,2030,2030,explicit_four_digit_year,2030,,,,39.4,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_168.pdf
s2_outline_17,3次,日生流通運輸倉庫株式会社,s2_outline_17_sales_01,会社全体,baseline,24/5期,,2024,two_digit_year_assume_2000s,2024,5,5,5,85,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_17.pdf
s2_outline_17,3次,日生流通運輸倉庫株式会社,s2_outline_17_sales_01,会社全体,target,31/5期,,2031,two_digit_year_assume_2000s,2031,5,5,5,138,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_17.pdf
s2_outline_173,3次,栄屋乳業株式会社,s2_outline_173_sales_01,会社全体,target,2031年,2031,2031,existing_normalized_year,2031,,,,329,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_173.pdf
s2_outline_173,3次,栄屋乳業株式会社,s2_outline_173_sales_01,会社全体,baseline,直近決算,,,unresolved_relative_or_missing_context,,,,,129,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_173.pdf
s2_outline_174,4次,ナカネ新建材株式会社,s2_outline_174_sales_01,会社全体,target,30年10月期,2030,2030,existing_normalized_year,2030,10,10,10,171,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_174.pdf
s2_outline_175,4次,化成工業株式会社,s2_outline_175_sales_01,会社全体,baseline,2025年3月期,2025,2025,existing_normalized_year,2025,3,3,3,58.6,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_175.pdf
s2_outline_175,4次,化成工業株式会社,s2_outline_175_sales_01,会社全体,target,2031年3月期,2031,2031,existing_normalized_year,2031,3,3,3,114.7,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_175.pdf
s2_outline_182,4次,株式会社北十,s2_outline_182_sales_01,会社全体,target,30年,2030,2030,existing_normalized_year,2030,,,,42,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_182.pdf
s2_outline_184,4次,日電精密工業株式会社,s2_outline_184_sales_01,会社全体,baseline,24.9期,,2024,two_digit_year_assume_2000s,2024,,9,9,70.87,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_184.pdf
s2_outline_184,4次,日電精密工業株式会社,s2_outline_184_sales_01,会社全体,target,30.9期,,2030,two_digit_year_assume_2000s,2030,,9,9,131.08,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_184.pdf
s2_outline_187,4次,石坂産業株式会社,s2_outline_187_sales_01,会社全体,target,2030年度,2030,2030,existing_normalized_year,2030,,,,152.52,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_187.pdf
s2_outline_187,4次,石坂産業株式会社,s2_outline_187_sales_01,会社全体,baseline,直近決算,,,unresolved_relative_or_missing_context,,,,,67.16,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_187.pdf
s2_outline_189,4次,吉田海運ロジソリューションズ株式会社,s2_outline_189_sales_01,会社全体,baseline,2026年度,2026,2026,existing_normalized_year,2026,,,,64,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_189.pdf
s2_outline_189,4次,吉田海運ロジソリューションズ株式会社,s2_outline_189_sales_01,会社全体,target,2030年度,2030,2030,existing_normalized_year,2030,,,,157,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_189.pdf
s2_outline_199,4次,日本毛織株式会社,s2_outline_199_sales_01,グループ全体,baseline,2024年11月期,2024,2024,existing_normalized_year,2024,11,11,11,1154,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_199.pdf
s2_outline_199,4次,日本毛織株式会社,s2_outline_199_sales_01,グループ全体,target,2036年度,2036,2036,existing_normalized_year,2036,,,,2000,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_199.pdf
s2_outline_201,4次,ハムリー株式会社,s2_outline_201_sales_02,事業別合計表,baseline,2023年,2023,2023,existing_normalized_year,2023,,,,43.02,2,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_201.pdf
s2_outline_201,4次,ハムリー株式会社,s2_outline_201_sales_02,事業別合計表,target,2030年,2030,2030,existing_normalized_year,2030,,,,86.06,2,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_201.pdf
s2_outline_204,4次,新日本電工株式会社,s2_outline_204_sales_01,会社全体,baseline,2024年,2024,2024,existing_normalized_year,2024,,,,724,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_204.pdf
s2_outline_204,4次,新日本電工株式会社,s2_outline_204_sales_01,会社全体,target,2030年,2030,2030,existing_normalized_year,2030,,,,1100,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_204.pdf
s2_outline_205,3次,八戸酒造株式会社,s2_outline_205_sales_01,会社全体,target,2030年度,2030,2030,existing_normalized_year,2030,,,,16.4,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_205.pdf
s2_outline_205,3次,八戸酒造株式会社,s2_outline_205_sales_01,会社全体,baseline,,,,missing,,,,,9.3,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_205.pdf
s2_outline_209,3次,株式会社ファーストダウン,s2_outline_209_sales_01,会社全体,baseline,24/8期,2024,2024,existing_normalized_year,2024,,,,56.2,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_209.pdf
s2_outline_209,3次,株式会社ファーストダウン,s2_outline_209_sales_01,会社全体,target,31/8期,2031,2031,existing_normalized_year,2031,8,8,8,150,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_209.pdf
s2_outline_212,3次,キングパーツ株式会社,s2_outline_212_sales_01,会社全体（長期）,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,44,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_212.pdf
s2_outline_212,3次,キングパーツ株式会社,s2_outline_212_sales_01,会社全体（長期）,target,2030年度,2030,2030,existing_normalized_year,2030,,,,97,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_212.pdf
s2_outline_212,3次,キングパーツ株式会社,s2_outline_212_sales_02,会社全体（中期）,baseline,2027年度,2027,2027,existing_normalized_year,2027,,,,50,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_212.pdf
s2_outline_212,3次,キングパーツ株式会社,s2_outline_212_sales_02,会社全体（中期）,target,2030年度,2030,2030,existing_normalized_year,2030,,,,97,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_212.pdf
s2_outline_214,3次,株式会社 八天堂,s2_outline_214_sales_01,会社全体,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,46,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_214.pdf
s2_outline_214,3次,株式会社 八天堂,s2_outline_214_sales_01,会社全体,target,2030年度,2030,2030,existing_normalized_year,2030,,,,125,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_214.pdf
s2_outline_218,4次,株式会社エム・ケー・ケー,s2_outline_218_sales_01,会社全体,baseline,2025/5月期,2025,2025,existing_normalized_year,2025,5,5,5,16.61,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_218.pdf
s2_outline_218,4次,株式会社エム・ケー・ケー,s2_outline_218_sales_01,会社全体,target,2031/5月期,2031,2031,existing_normalized_year,2031,5,5,5,39.86,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_218.pdf
s2_outline_22,3次,味覚糖株式会社,s2_outline_22_sales_01,味覚糖株式会社（申請者）,target,2030年,2030,2030,existing_normalized_year,2030,,,,620,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_22.pdf
s2_outline_22,3次,味覚糖株式会社,s2_outline_22_sales_01,味覚糖株式会社（申請者）,baseline,直近期,,,unresolved_relative_or_missing_context,,,,,314.2,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_22.pdf
s2_outline_22,3次,味覚糖株式会社,s2_outline_22_sales_02,UHA味覚糖グループ,target,2030年,2030,2030,existing_normalized_year,2030,,,,1000,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_22.pdf
s2_outline_221,4次,株式会社ニシムタ,s2_outline_221_sales_01,会社全体,baseline,基準年度,,,unresolved_relative_or_missing_context,,,,,863.3,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_221.pdf
s2_outline_221,4次,株式会社ニシムタ,s2_outline_221_sales_01,会社全体,target,事業化報告3年目,,,unresolved_relative_or_missing_context,,,,,1010,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_221.pdf
s2_outline_223,4次,三ッ和商事株式会社,s2_outline_223_sales_01,会社全体,target,2030年度,2030,2030,existing_normalized_year,2030,,,,65.26,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_223.pdf
s2_outline_223,4次,三ッ和商事株式会社,s2_outline_223_sales_01,会社全体,baseline,最新決算期,,,unresolved_relative_or_missing_context,,,,,24.27,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_223.pdf
s2_outline_227,4次,株式会社トノックス,s2_outline_227_sales_01,会社全体,target,2035年,2035,2035,existing_normalized_year,2035,,,,200,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_227.pdf
s2_outline_228,4次,株式会社ベネフル,s2_outline_228_sales_01,会社全体,target,2031年5月期,2031,2031,existing_normalized_year,2031,5,5,5,50,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_228.pdf
s2_outline_231,4次,創建ホーム株式会社,s2_outline_231_sales_01,会社全体,target,2030年度,2030,2030,existing_normalized_year,2030,,,,201,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_231.pdf
s2_outline_24,3次,高知食糧株式会社,s2_outline_24_sales_01,会社全体,target,2035年,2035,2035,existing_normalized_year,2035,,,,200,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_24.pdf
s2_outline_26,3次,株式会社ティーケーシン,s2_outline_26_sales_01,会社全体,target,2030年4月度,2030,2030,existing_normalized_year,2030,4,4,4,112,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_26.pdf
s2_outline_27,3次,株式会社ライト製作所,s2_outline_27_sales_01,会社全体,baseline,2023年度（2024年6月期決算）,2023,2023,existing_normalized_year,2023,6,6,6,76,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_27.pdf
s2_outline_27,3次,株式会社ライト製作所,s2_outline_27_sales_01,会社全体,target,2029年度,2029,2029,existing_normalized_year,2029,,,,160,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_27.pdf
s2_outline_27,3次,株式会社ライト製作所,s2_outline_27_sales_02,会社全体・中間目標,baseline,2023年度（2024年6月期決算）,2023,2023,existing_normalized_year,2023,6,6,6,76,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_27.pdf
s2_outline_27,3次,株式会社ライト製作所,s2_outline_27_sales_02,会社全体・中間目標,target,2026年度,2026,2026,existing_normalized_year,2026,,,,95,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_27.pdf
s2_outline_27,3次,株式会社ライト製作所,s2_outline_27_sales_03,半導体製造装置事業,target,2027年,2027,2027,existing_normalized_year,2027,,,,100,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_27.pdf
s2_outline_31,3次,アトム株式会社,s2_outline_31_sales_01,会社全体,target,2030年9月期,2030,2030,existing_normalized_year,2030,9,9,9,320,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_31.pdf
s2_outline_34,3次,フタバ食品株式会社,s2_outline_34_sales_01,会社全体,baseline,2024年8月期,2024,2024,existing_normalized_year,2024,8,8,8,231.1,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_34.pdf
s2_outline_34,3次,フタバ食品株式会社,s2_outline_34_sales_01,会社全体,target,2030年8月期,2030,2030,existing_normalized_year,2030,8,8,8,350,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_34.pdf
s2_outline_37,3次,ノーラエンジニアリング株式会社,s2_outline_37_sales_01,コンソーシアム全体,target,2030年7月期,2030,2030,existing_normalized_year,2030,7,7,7,100,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_37.pdf
s2_outline_39,3次,名古屋東部陸運株式会社,s2_outline_39_sales_01,会社全体,target,2031年度,2031,2031,existing_normalized_year,2031,,,,453,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_39.pdf
s2_outline_43,3次,近江鍛工株式会社,s2_outline_43_sales_01,会社全体,baseline,2024年,2024,2024,existing_normalized_year,2024,,,,156,4,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_43.pdf
s2_outline_43,3次,近江鍛工株式会社,s2_outline_43_sales_01,会社全体,target,2030年,2030,2030,existing_normalized_year,2030,,,,300,4,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_43.pdf
s2_outline_45,3次,株式会社田中食品興業所,s2_outline_45_sales_01,会社全体,baseline,2024年7月期,2024,2024,existing_normalized_year,2024,7,7,7,126.52,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_45.pdf
s2_outline_45,3次,株式会社田中食品興業所,s2_outline_45_sales_01,会社全体,target,2031年7月期,2031,2031,existing_normalized_year,2031,7,7,7,189.52,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_45.pdf
s2_outline_46,3次,カンケンテクノ株式会社,s2_outline_46_sales_01,グループ全体,baseline,2024年,2024,2024,existing_normalized_year,2024,,,,267,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_46.pdf
s2_outline_46,3次,カンケンテクノ株式会社,s2_outline_46_sales_01,グループ全体,target,2030年,2030,2030,existing_normalized_year,2030,,,,585,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_46.pdf
s2_outline_47,3次,INTLOOP株式会社,s2_outline_47_sales_01,会社全体（連結）,baseline,FY24実績,,2024,two_digit_fy_assume_2000s,2024,,,,271,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_47.pdf
s2_outline_47,3次,INTLOOP株式会社,s2_outline_47_sales_01,会社全体（連結）,target,FY30,,2030,two_digit_fy_assume_2000s,2030,,,,1000,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_47.pdf
s2_outline_5,3次,奥長良川名水株式会社,s2_outline_5_sales_01,会社全体,baseline,2024年度,2024,2024,existing_normalized_year,2024,,,,7.98,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_5.pdf
s2_outline_5,3次,奥長良川名水株式会社,s2_outline_5_sales_01,会社全体,target,2029年度,2029,2029,existing_normalized_year,2029,,,,28.61,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_5.pdf
s2_outline_5,3次,奥長良川名水株式会社,s2_outline_5_sales_02,OEM保存水,baseline,2024年度,2024,2024,existing_normalized_year,2024,,,,7.23,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_5.pdf
s2_outline_5,3次,奥長良川名水株式会社,s2_outline_5_sales_02,OEM保存水,target,2029年度,2029,2029,existing_normalized_year,2029,,,,27.77,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_5.pdf
s2_outline_5,3次,奥長良川名水株式会社,s2_outline_5_sales_03,機能水製造,baseline,2024年度,2024,2024,existing_normalized_year,2024,,,,0.75,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_5.pdf
s2_outline_5,3次,奥長良川名水株式会社,s2_outline_5_sales_03,機能水製造,target,2029年度,2029,2029,existing_normalized_year,2029,,,,0.84,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_5.pdf
s2_outline_51,3次,有楽製菓株式会社,s2_outline_51_sales_01,会社全体,target,2030年7月期,2030,2030,existing_normalized_year,2030,7,7,7,340,2,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_51.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_01,GYXUS,baseline,直近決算期,,,unresolved_relative_or_missing_context,,,,,0.43,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_01,GYXUS,target,基準年度+3年後,,,relative_year_requires_anchor,,,,,46.77,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_02,KOSEI GYXUS,baseline,直近決算期,,,unresolved_relative_or_missing_context,,,,,0,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_02,KOSEI GYXUS,target,基準年度+3年後,,,relative_year_requires_anchor,,,,,3.37,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_03,光州産業,baseline,直近決算期,,,unresolved_relative_or_missing_context,,,,,80.97,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_03,光州産業,target,基準年度+3年後,,,relative_year_requires_anchor,,,,,97.32,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_04,GYXUS関東,baseline,直近決算期,,,unresolved_relative_or_missing_context,,,,,0,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_04,GYXUS関東,target,基準年度+3年後,,,relative_year_requires_anchor,,,,,2.75,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_05,グラデュオ,baseline,直近決算期,,,unresolved_relative_or_missing_context,,,,,1.51,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_05,グラデュオ,target,基準年度+3年後,,,relative_year_requires_anchor,,,,,5.95,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_06,沖潮開発,baseline,直近決算期,,,unresolved_relative_or_missing_context,,,,,20.51,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_06,沖潮開発,target,基準年度+3年後,,,relative_year_requires_anchor,,,,,27.33,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_07,コンソーシアム合計,baseline,直近決算期,,,unresolved_relative_or_missing_context,,,,,103.42,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_07,コンソーシアム合計,target,基準年度+3年後,,,relative_year_requires_anchor,,,,,183.49,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_58,3次,巴工業株式会社,s2_outline_58_sales_01,巴工業株式会社,baseline,2024年10月期,2024,2024,existing_normalized_year,2024,10,10,10,473.15,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_58.pdf
s2_outline_58,3次,巴工業株式会社,s2_outline_58_sales_01,巴工業株式会社,target,2030年10月期,2030,2030,existing_normalized_year,2030,10,10,10,730,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_58.pdf
s2_outline_58,3次,巴工業株式会社,s2_outline_58_sales_02,巴工業・うち機械事業,baseline,2024年10月期,2024,2024,existing_normalized_year,2024,10,10,10,115.41,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_58.pdf
s2_outline_58,3次,巴工業株式会社,s2_outline_58_sales_02,巴工業・うち機械事業,target,2030年10月期,2030,2030,existing_normalized_year,2030,10,10,10,230,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_58.pdf
s2_outline_58,3次,巴工業株式会社,s2_outline_58_sales_03,巴マシナリー株式会社,baseline,2024年10月期,2024,2024,existing_normalized_year,2024,10,10,10,5.65,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_58.pdf
s2_outline_58,3次,巴工業株式会社,s2_outline_58_sales_03,巴マシナリー株式会社,target,2030年10月期,2030,2030,existing_normalized_year,2030,10,10,10,10,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_58.pdf
