case_id,round,company,series_id,series_label,point_type,period_label,year_before_correction,year_after_correction,year_correction_method,year,month_before_correction,month_after_correction,month,sales_oku_yen,page,pdf_url
s2_outline_58,3次,巴工業株式会社,s2_outline_58_sales_04,コンソーシアム全体,baseline,2024年10月期,2024,2024,existing_normalized_year,2024,10,10,10,478.8,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_58.pdf
s2_outline_58,3次,巴工業株式会社,s2_outline_58_sales_04,コンソーシアム全体,target,2030年10月期,2030,2030,existing_normalized_year,2030,10,10,10,740,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_58.pdf
s2_outline_63,3次,エックスサーバー株式会社,s2_outline_63_sales_01,エックスサーバー単体,baseline,2024年3月期,2024,2024,existing_normalized_year,2024,3,3,3,77,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_63.pdf
s2_outline_63,3次,エックスサーバー株式会社,s2_outline_63_sales_01,エックスサーバー単体,target,2030年3月期,2030,2030,existing_normalized_year,2030,3,3,3,300,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_63.pdf
s2_outline_65,3次,ハビックス株式会社,s2_outline_65_sales_01,会社全体,target,2030年度,2030,2030,existing_normalized_year,2030,,,,236,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_65.pdf
s2_outline_66,3次,トクセン工業株式会社,s2_outline_66_sales_01,会社全体,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,250,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_66.pdf
s2_outline_66,3次,トクセン工業株式会社,s2_outline_66_sales_01,会社全体,target,2030年度,2030,2030,existing_normalized_year,2030,,,,371,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_66.pdf
s2_outline_68,3次,三友プラントサービス株式会社,s2_outline_68_sales_01,会社全体,baseline,2024年12月期,2024,2024,existing_normalized_year,2024,12,12,12,82,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_68.pdf
s2_outline_68,3次,三友プラントサービス株式会社,s2_outline_68_sales_01,会社全体,target,2030年12月期,2030,2030,existing_normalized_year,2030,12,12,12,139,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_68.pdf
s2_outline_69,3次,松村フーズ株式会社,s2_outline_69_sales_01,会社全体,baseline,基準年度,,,unresolved_relative_or_missing_context,,,,,298.5,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_69.pdf
s2_outline_69,3次,松村フーズ株式会社,s2_outline_69_sales_01,会社全体,target,事業化報告3年目,,,unresolved_relative_or_missing_context,,,,,474.9,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_69.pdf
s2_outline_74,3次,株式会社山福,s2_outline_74_sales_01,コンソーシアム合算,target,2031年5月期,2031,2031,existing_normalized_year,2031,5,5,5,503,2,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_74.pdf
s2_outline_74,3次,株式会社山福,s2_outline_74_sales_02,山福単体,target,2031年5月期,2031,2031,existing_normalized_year,2031,5,5,5,503,2,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_74.pdf
s2_outline_77,3次,株式会社やまみ,s2_outline_77_sales_01,会社全体,baseline,2024年6月期,2024,2024,existing_normalized_year,2024,6,6,6,203,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_77.pdf
s2_outline_77,3次,株式会社やまみ,s2_outline_77_sales_01,会社全体,target,2030年6月期,2030,2030,existing_normalized_year,2030,6,6,6,475.3,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_77.pdf
s2_outline_80,3次,株式会社レイズ,s2_outline_80_sales_02,グループ連結,target,2034年度,2034,2034,existing_normalized_year,2034,,,,500,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_80.pdf
s2_outline_81,3次,東亜薬品株式会社,s2_outline_81_sales_01,会社全体・2030年目標,baseline,2023年（最新決算）,2023,2023,existing_normalized_year,2023,,,,215,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_81.pdf
s2_outline_81,3次,東亜薬品株式会社,s2_outline_81_sales_01,会社全体・2030年目標,target,2030年,2030,2030,existing_normalized_year,2030,,,,335,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_81.pdf
s2_outline_81,3次,東亜薬品株式会社,s2_outline_81_sales_02,会社全体・2036年長期目標,baseline,2023年（最新決算）,2023,2023,existing_normalized_year,2023,,,,215,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_81.pdf
s2_outline_81,3次,東亜薬品株式会社,s2_outline_81_sales_02,会社全体・2036年長期目標,target,2036年,2036,2036,existing_normalized_year,2036,,,,440,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_81.pdf
s2_outline_82,3次,ハマダレクテック株式会社,s2_outline_82_sales_01,会社全体,baseline,2024年7月期,2024,2024,existing_normalized_year,2024,7,7,7,119,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_82.pdf
s2_outline_82,3次,ハマダレクテック株式会社,s2_outline_82_sales_01,会社全体,target,2031年7月期,2031,2031,existing_normalized_year,2031,7,7,7,266,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_82.pdf
s2_outline_84,3次,株式会社ジョヴィ,s2_outline_84_sales_01,既存事業シナリオ,baseline,24年3月期,,2024,two_digit_year_assume_2000s,2024,3,3,3,882,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_84.pdf
s2_outline_84,3次,株式会社ジョヴィ,s2_outline_84_sales_01,既存事業シナリオ,target,31年3月期,,2031,two_digit_year_assume_2000s,2031,3,3,3,2441,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_84.pdf
s2_outline_84,3次,株式会社ジョヴィ,s2_outline_84_sales_02,補助事業込みシナリオ,target,31年3月期,,2031,two_digit_year_assume_2000s,2031,3,3,3,4790,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_84.pdf
s2_outline_87,3次,長野牛乳株式会社,s2_outline_87_sales_02,会社全体・2033年長期目標,target,2033年度,2033,2033,existing_normalized_year,2033,,,,200,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_87.pdf
s2_outline_88,3次,モルツウェル株式会社,s2_outline_88_sales_01,会社全体,baseline,2024年8月期,2024,2024,existing_normalized_year,2024,8,8,8,17.9,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_88.pdf
s2_outline_88,3次,モルツウェル株式会社,s2_outline_88_sales_01,会社全体,target,2032年8月期,2032,2032,existing_normalized_year,2032,8,8,8,100,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_88.pdf
s2_outline_89,3次,北海道乳業株式会社,s2_outline_89_sales_01,会社全体,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,349,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_89.pdf
s2_outline_89,3次,北海道乳業株式会社,s2_outline_89_sales_01,会社全体,target,2030年度,2030,2030,existing_normalized_year,2030,,,,665,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_89.pdf
s2_outline_90,3次,有価物回収協業組合　石坂グループ,s2_outline_90_sales_01,会社全体,baseline,2024年5月期,2024,2024,existing_normalized_year,2024,5,5,5,45.67,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_90.pdf
s2_outline_90,3次,有価物回収協業組合　石坂グループ,s2_outline_90_sales_01,会社全体,target,2031年5月期,2031,2031,existing_normalized_year,2031,5,5,5,110.01,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_90.pdf
s2_outline_91,3次,ＫＩＤＯ　ＰＡＣＫＡＧＩＮＧ株式会社,s2_outline_91_sales_01,KIDO PACKAGING単体,target,2031年3月期,2031,2031,existing_normalized_year,2031,3,3,3,196,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_91.pdf
s2_outline_91,3次,ＫＩＤＯ　ＰＡＣＫＡＧＩＮＧ株式会社,s2_outline_91_sales_01,KIDO PACKAGING単体,baseline,基準年度,,,unresolved_relative_or_missing_context,,,,,123,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_91.pdf
s2_outline_91,3次,ＫＩＤＯ　ＰＡＣＫＡＧＩＮＧ株式会社,s2_outline_91_sales_02,コンソーシアム,target,2031年3月期,2031,2031,existing_normalized_year,2031,3,3,3,199.6,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_91.pdf
s2_outline_91,3次,ＫＩＤＯ　ＰＡＣＫＡＧＩＮＧ株式会社,s2_outline_91_sales_02,コンソーシアム,baseline,基準年度,,,unresolved_relative_or_missing_context,,,,,124.6,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_91.pdf
s2_outline_94,3次,株式会社富士カーボン製造所,s2_outline_94_sales_01,当社（単体）,baseline,2024年度,2024,2024,existing_normalized_year,2024,,,,22.32,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_94.pdf
s2_outline_94,3次,株式会社富士カーボン製造所,s2_outline_94_sales_01,当社（単体）,target,2030年度,2030,2030,existing_normalized_year,2030,,,,85.75,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_94.pdf
s2_outline_94,3次,株式会社富士カーボン製造所,s2_outline_94_sales_02,海外会社,baseline,2024年度,2024,2024,existing_normalized_year,2024,,,,27.1,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_94.pdf
s2_outline_94,3次,株式会社富士カーボン製造所,s2_outline_94_sales_02,海外会社,target,2030年度,2030,2030,existing_normalized_year,2030,,,,68.72,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_94.pdf
s2_outline_94,3次,株式会社富士カーボン製造所,s2_outline_94_sales_03,連結,baseline,2024年度,2024,2024,existing_normalized_year,2024,,,,49.42,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_94.pdf
s2_outline_94,3次,株式会社富士カーボン製造所,s2_outline_94_sales_03,連結,target,2030年度,2030,2030,existing_normalized_year,2030,,,,154.47,1,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_94.pdf
