case_id,round,company,page,page_role,box_no,box_type,box_label,box_title,bbox_x1,bbox_y1,bbox_x2,bbox_y2,source_method,company_header_masked,text,pdf_url
s1_outline_22,1次,BBSジャパン株式会社,1,長期成長ビジョン,3,internal_motivation,内発的動機,内発的動機,396.36,309.72,739.8,507.48,vector_rectangle,false,"内発的動機
• 前職での投資業界での経験を通じ、経営が良くなれば社員が変わ
り、会社が変わり、価値が大きく変わる実例を目にしてきた。当社は
その技術力やブランド力により大きな成長ポテンシャルがあり、経営
を良くすることでもっと飛躍できると感じている。
• また、世界中で中間層の消失と二極化の加速が進む中、世界の
富裕層に高付加価値商品を届け、日本の中間層に報酬を届ける
事業構造を作り上げることの意義は大きいと感じている。
• 当社は10年前、前田工繊傘下で再出発以降、積極的な設備投
資による能力増強を行い大きな成長を遂げてきた。今後も設備投
資により持続的な成長を実現していきたいと考えている。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_22.pdf
s1_outline_22,1次,BBSジャパン株式会社,1,長期成長ビジョン,4,sales_target,売上成長目標,売上成長目標,44.52,426.6,373.92,495.84,vector_rectangle,false,"売上成長目標
※基準年度比（基準年度2026/6：基準年度＋3年後2029/6)
• 2029年6月期までの会社全体の売上高成長率：28％
• 2029年6月期までの会社全体の売上高増加額：40億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_22.pdf
s1_outline_23,1次,株式会社ジェーイーエル,1,長期成長ビジョン,1,long_term_vision,長期成長ビジョン（目指す姿・ビジネスモデル）,長期成長ビジョン（目指す姿・ビジネスモデル）,27.6,116.28,415.08,579.24,vector_rectangle,false,"⾧期成⾧ビジョン（目指す姿・ビジネスモデル）
• 当社は、半導体用ウェハ搬送装置の開発/製造/販売を行っている会
社である。主に、半導体製造装置メーカーに対してウェハ搬送装置を
供給し、そこからエンドユーザーである半導体デバイスメーカーに納入さ
れている。
• 半導体は「産業のコメ」と呼ばれ、電気（ハイブリッド車含む）自動車、
家電等、幅広い分野で必要とされており、近年では需要が急激に増
加しており世界的に供給不足が起こっている。
• また、AIや機械学習、自動運転等にも半導体は必要とされており、高
性能化が進んでいる。当社の製造する半導体ウェハ搬送装置について
も低発塵や低振動、高スループット（高速化）等、機能の向上が求
められるようになってきている。
• そういった中、当社は、ウェハ搬送装置業界でのリーディングカンパニーと
して、業界を牽引していく会社を目指す。顧客ごとにウェハ搬送装置に
求めるニーズは細かく異なるため、技術力・開発力の強化を行い、お客
様のニーズに応じた最適なソリューションを提供できる企業として半導体
製造の効率化・安定化に寄与することを目指す。また、増加する需要
に応えられる生産体制を整備することで、半導体の安定供給に貢献し
ていきたい。
• 地元広島での生産拡大に重点を置き、広島発のリーディングカンパニー
として地域経済の活性化に貢献していきたい。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_23,1次,株式会社ジェーイーエル,1,長期成長ビジョン,2,external_motivation,外発的動機,外発的動機,440.16,126.6,810.96,297.48,vector_rectangle,false,"外発的動機
• 半導体市場は急速に成⾧しており、需要量の増加とともに高性能
化が求められており世界的な供給不足が起こっている。当社として
も技術力・開発力・生産能力を高めていくことで市場シェアの拡大と
収益の増加の機会が十分にあると考えている。
• 半導体の高性能化が進むにつれて、当社の製造するウェハ搬送装
置も機能の向上が求められており、開発力・技術力を高めていくこと
が今後の成⾧のために必要となる。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_23,1次,株式会社ジェーイーエル,1,長期成長ビジョン,3,internal_motivation,内発的動機,内発的動機,440.16,316.68,810.96,579.24,vector_rectangle,false,"内発的動機
• 当社は顧客ごとにカスタマイズする受注生産を得意としているが、顧
客のきめ細かなニーズに対応することでお客様の生産性向上につな
げ、業界の発展に貢献をしていきたい。
• 当社は創業当初は液晶用ガラス基板の搬送装置を製造していた
が、お客様の要望に応え、半導体用ウェハ搬送装置の製造を開始
した。2019年５月には佐波工場の建設を行うことで需要の増加に
も対応することができ、売上・利益ともに高い成⾧率を維持すること
が出来ている。今後もお客様の動向を見据えながら適正なリスクを
取った積極的な成⾧戦略が今後の当社の成⾧に必要であると考え
ている。
• 創業後30年が経過したが、当社が成⾧することで地元広島の経
済活性化に貢献していくことで、地域から愛され必要とされる会社と
なりたい。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_23,1次,株式会社ジェーイーエル,1,長期成長ビジョン,4,sales_target,売上成長目標,売上成長目標,42.36,461.04,402.12,575.16,vector_rectangle,false,"売上成⾧目標
• 2030年5月期までの会社全体の売上高成⾧率毎年15％
• 2030年5月期の会社全体の売上目標231億円（直近2023
年５月期145億円）
（補助事業となる尾道工場の2030年5月期の売り上げ目標80
億円、会社全体の売上に対する割合34%）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_23,1次,株式会社ジェーイーエル,2,補助事業の概要,1,other,その他Box,2027年５月期,136.92,436.68,566.76,467.16,vector_rectangle,false,"2027年５月期
項目
（基準年度）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_24,1次,株式会社フジキン,1,長期成長ビジョン,1,long_term_vision,長期成長ビジョン（目指す姿・ビジネスモデル）,長期成長ビジョン（目指す姿・ビジネスモデル）,35.5,130.18,401.5,578.88,vector_rectangle,false,"長期成長ビジョン（目指す姿・ビジネスモデル）
• 特殊バルブ機器・流体制御システムの総合メーカーとして、各産業
分野における技術開発の追及を通じ、企業価値の向上を実現し
ます。
• 最先端の技術力と開発力と製造力。及び、確かな品質と販売
サービス体制で、持続可能な社会の発展に貢献します。
• 社会の発展に貢献すると共に
社員を大切にする会社
社員のやりがいを応援する会社
社員とその家族を幸せにする会社
を目指します。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_24,1次,株式会社フジキン,1,長期成長ビジョン,2,external_motivation,外発的動機,外発的動機,426.7,130.18,797.2,319.28,vector_rectangle,false,"外発的動機
• 半導体は急速な技術進化で、PCやスマートフォンはもとより、自動運転や次
世代高速通信、生成AI等、さまざまな分野で需要が非常に高まっている。
• フジキンは、「クリーン化技術」を活かした、半導体製造設備や装置に組み込
まれる流体制御システムや機器の世界的トップメーカーであり、これら半導体
の製造を通じて未来情報化社会に貢献したい。
• また、カーボンニュートラル社会で重要な役割を担う水素エネルギーの分野で
も、ロケット用バルブの開発で長年にわたり蓄積してきた「超低温・超高圧」等
の技術力を生かし、水素社会のインフラ構築に貢献していきたい。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_24,1次,株式会社フジキン,1,長期成長ビジョン,3,internal_motivation,内発的動機,内発的動機,427.9,330.98,798.4,576.18,vector_rectangle,false,"内発的動機
• フジキンは、流体を「流す」「止める」単純な機能のバルブを生業とした会社
だったが、時代のながれとともに耐久性の向上、高速化、超低温や
超高温下での使用、小型化等々、様々なお客様のニーズにより、
その性能と信頼性を進化させてきた歴史がある。
• また、従来のバルブ単体機器から流量制御機器へと進化し、更には小型集
積化ガスシステムへと飛躍的な進化を遂げてきた。
• 今日、フジキンは世界の半導体製造を支える設備装置において、
欠かすことの出来ない重要なメーカーに進化したと自負している。
• フジキンの事業規模は過去約30年間で売上高及び従業員数、共に
20倍の規模に拡大することができました。
「企業は人なり」という言葉があるように、社員あっての会社です。
社員がやりがいを持って一丸となり、社員も会社も成長していくことを
目指しています。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_24,1次,株式会社フジキン,1,長期成長ビジョン,4,sales_target,売上成長目標,売上成長目標,47.2,410.48,391.8,566.88,vector_rectangle,false,"売上成長目標
【連結】
• 2030年度にグループ全体の売上高3,000億円をめざす。
2023年度(1,701億円)⇒2030年度までの成長は1.8倍
【単体】
• 2030年度にフジキン単体の売上高1,420億円をめざす。
2023年度(836億円)⇒2030年度までの成長は1.7倍",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_25,1次,日本リファイン株式会社,1,長期成長ビジョン,1,long_term_vision,長期成長ビジョン（目指す姿・ビジネスモデル）,長期成長ビジョン（目指す姿・ビジネスモデル）,29.91,106.9,369.04,508.46,vector_rectangle,false,"長期成長ビジョン（目指す姿・ビジネスモデル）
当社の目指す企業像は、「地球と人々の未来を創造する考働企業」
である。
有機溶剤の多くが使用後に焼却処分され、CO2排出量が増えること
により地球温暖化の原因となっている。
当社のビジネスモデルである、精製リサイクル事業は、資源循環社会
の形成（CO2削減）に寄与する事業であり、事業発展することを通
じて、地球環境の保全と持続可能な社会の構築に貢献していく。
今後は外発的動機を通じ、あらゆるモノづくり業界の使用済み溶剤を
回収、精製、リサイクルすることで資源として完全に循環させることを目
指す。
また、地球環境だけでなく、内発的動機にある、ウェルビーイング経営
を推し進め、「働きがい」 、「安全」、「思いやり」、のある職場環境も
整備し、社員満足度の向上に努め、生産性向上を図る。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_25,1次,日本リファイン株式会社,1,長期成長ビジョン,2,external_motivation,外発的動機,外発的動機,387.3,107.84,730.78,299.39,vector_rectangle,false,"外発的動機
世界市場において、車載用リチウムイオン電池の2019年は約4兆円、
2030年には約33兆円、2050年には約53兆円の規模に達するとみられる。
昨今、リチウムイオン電池メーカーから、欧州バッテリー規則に基づき、 当社の
NMPリサイクルに伴う、カーボンフットプリントデータの報告（燃料の燃焼によ
るCO２の排出量および電気の使用によるCO２の排出量）が求められるよ
うになった。
また、CO2排出量削減の観点から、お客様からの引き合いが2021年に比べ
約1.5倍増加していることや、「地球温暖化対策計画」による閣議決定
（R3.10.22）からも廃棄物焼却量の削減にともなう、廃溶剤のマテリアル
リサイクル量の増加要請が高まっている。
（2013年度：490kt/2025年度：619kt/2030年度：716kt）
※マテリアルリサイクルとは、廃棄されたものを新しい製品の原材料として再利
用する方法。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_25,1次,日本リファイン株式会社,1,長期成長ビジョン,3,external_motivation,外発的動機,外発的動機,59.41,228.23,401.7,272.43,heading_region_fallback,false,"、地球環境の保全と持続可能な社会の構築に貢献していく。 約
後は外発的動機を通じ、あらゆるモノづくり業界の使用済み溶剤を （
リサ
収、精製、リサイクルすることで資源として完全に循環させることを目
（
。
※",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_25,1次,日本リファイン株式会社,1,長期成長ビジョン,4,internal_motivation,内発的動機,内発的動機,152.84,271.43,401.7,344.08,heading_region_fallback,false,"※
く、内発的動機にある、ウェルビーイング経営
用
、「安全」、「思いやり」、のある職場環境も
向上に努め、生産性向上を図る。
内
当",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_25,1次,日本リファイン株式会社,1,長期成長ビジョン,5,internal_motivation,内発的動機,内発的動機,387.3,315.98,730.78,507.53,vector_rectangle,false,"内発的動機
当社は、「人類が持続的に発展できる社会を実現するために『資源』、『環
境』、『こころ』のリファインを業とし社会に貢献する」を企業理念とする。
環境保全と経済成長の両立に貢献できる企業として、更なる社会貢献が可
能であると感じている。
リファイン＝精製という意味であるが、当社のビジネスモデルである、有機溶剤
の精製リサイクル事業にとどまらず、精製を通じ、CO２削減によるカーボン
ニュートラル社会の実現に貢献する。
当社は、サスティナビリティの一歩先を行く、リジェネラティブ（環境と経済の持
続的発展）を目指している。
また、従業員もより身体的、精神的、社会的に『こころ』が満たされるよう、ウェ
ルビーング経営を推し進めていきたい。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_25,1次,日本リファイン株式会社,1,長期成長ビジョン,6,sales_target,売上成長目標,売上成長目標,39.72,342.68,359.22,492.6,vector_rectangle,false,"売上成長目標
【グループ全社】
2023年度：209億円→2029年度： 500億円
• 2029年度でにグループ全体の売上高成長率239％
• 2029年度までにグループ全体の売上高増加額291億円
【日本リファイン（株）】
2023年度：121億円→2029年度 189億円
• 2029年度までに会社全体の売上高成長率156％
• 2029年度までに会社全体の売上高増加額68.4億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_26,1次,日星電気株式会社,1,長期成長ビジョン,1,other,その他Box,て、安定した製品品質、製品提供を実現し、トップメーカーへの参入を果たし存在感を高めてゆく,38.16,113.64,798.48,168.96,vector_rectangle,false,"• 今後、市場規模拡大が見込まれる医療機器分野や、特に高機能・高品質を要求される理化学分析機器、半導体製造装置用等の分野におい
て、安定した製品品質、製品提供を実現し、トップメーカーへの参入を果たし存在感を高めてゆく
• 5年後（2029年度）には、会社全体売上530億円を目指す",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,1,長期成長ビジョン,2,external_motivation,外発的動機,外発的動機,427.8,177.24,798.48,354.12,vector_rectangle,false,"外発的動機
• 世界のふっ素チューブ市場場規模は、2023年の約1.6億米ドルか
ら、2030年までに約2.4億米ドルに成⾧すると予測され、予測期
間2024年から2030年においてCAGR約4.4%成⾧
（出典:PressWalker_QY Research株式会社調べ）
• 医療技術の発展に伴い、医療機器、分析機器もハイスペック化が
進み、機器を構成する部品も、より高品質が求められている
• 日本のみならず世界的にも第四次産業革命といわれるDX化が主
流であり、ロボットの高機能化・小型化が求められている
• 人手不足解決のために省力化・自動化技術の開発が進み、並行
して高精度・高品質を安定させるために装置開発が必須",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,1,長期成長ビジョン,3,long_term_vision,長期成長ビジョン（目指す姿・ビジネスモデル）,長期成長ビジョン（目指す姿・ビジネスモデル）,40.56,177.48,406.56,574.8,vector_rectangle,false,"⾧期成⾧ビジョン（目指す姿・ビジネスモデル）
経営理念:Do our best. Something only we can do.
ー私たちにしかできないことに、全力を尽くすー
わたしたちは、もてる力のすべてを鍛え、磨いて、社会が求める機能を
作り出し、適正な価格、優れた品質の製品として世界の市場に届け
ることで社会に貢献し、企業としての永続と、社員すべての自己実現
を図る。
目指す姿:オンリーワンな新製品が絶えず生まれ続ける会社
目指すビジネスモデル:当社独自のニッチ技術を活かし、既存市場・
成⾧市場でのオンリーワン企業を目指す
・既存市場（OA、家電、内燃機関等）は、顧客との良好な関係を
維持し、より貢献するために、高機能分野でオンリーワンを探求する
・新規市場では、市場が求める製品製造を実現する技術を先行して
開発し、医療機器業界、モビリティ業界、半導体製造機器、FA業界
等の今後発展が期待できる分野で足場固めをおこなう
・市場ニーズを取り込み、ビジネスを広げるため、関連する展示会に参
加するとともに、顧客先でのプライベート展示会、新規市場分野の主
要海外企業への参入(海外営業拠点の設立)を計画",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,1,長期成長ビジョン,4,internal_motivation,内発的動機,内発的動機,427.8,360.48,798.48,574.8,vector_rectangle,false,"内発的動機
• 会社設立以降、顧客企業の課題解決を徹底することは、営業手
法や技術提案のノウハウ蓄積に寄与しており、成⾧の原動力である
• 技術トレンドのビジネス化に積極的に取り組んでおり、先行者利益
を獲得してきたことで得意領域を広げることに成功してきた
• 時流に乗るためには、素早い判断が必要になる。当社は、事業がう
まくいかなくなってきた場合でも、素早く判断して撤退を決定している
• 現在まで上記の活動を継続することで、継続した事業拡大及びトッ
プメーカーとのつながり拡大につながり、当社の基本戦略として社内
に浸透している
• 経営理念は、当社ビジネスを端的に示しており、他社との差別化要
素となっている
• BtoB事業に注力 部品に特化することで高機能製品の実現",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,1,長期成長ビジョン,5,sales_target,売上成長目標,売上成長目標,51.84,495.12,396.72,570.36,vector_rectangle,false,"売上成⾧目標
• 2029年度までに会社全体の売上高成⾧率116％
• 2029年度までに会社全体の売上高増加額71億円
（基準年度2026年度をベースに計算）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,2,補助事業の概要,1,other,その他Box,"①敷地面積:46,152ｍｍ2、床面積:20,400mm2(3階建て)",256.56,191.04,559.44,222.6,vector_rectangle,false,"①敷地面積:46,152ｍｍ2、床面積:20,400mm2(3階建て)
②工場ユーティリティ使用量監視機能付",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,2,補助事業の概要,2,other,その他Box,①外径自動制御機能の搭載により押出し作業の無人化,256.56,222.6,559.44,254.04,vector_rectangle,false,"①外径自動制御機能の搭載により押出し作業の無人化
②段取替えは品目No.入力により各機器の製造条件切替え可能",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,2,補助事業の概要,3,other,その他Box,①製品の形状検討や治具金型設計にて開発工数削減・効率化,256.56,254.04,559.44,285.6,vector_rectangle,false,"①製品の形状検討や治具金型設計にて開発工数削減・効率化
②製品開発スピードUpを図り、生産性10%向上",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,2,補助事業の概要,4,other,その他Box,①成形金型の内製化・製品の寸法能力の改善・ロス低減,256.56,285.6,559.44,317.16,vector_rectangle,false,"①成形金型の内製化・製品の寸法能力の改善・ロス低減
②段取替えは品目No.入力により各機器の製造条件切替え可能",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,2,補助事業の概要,5,other,その他Box,①医療用チューブ加工工程の無人化・量産対応,256.56,317.16,559.44,348.6,vector_rectangle,false,"①医療用チューブ加工工程の無人化・量産対応
②レイアウト・動線の改善、製品運搬を省力化し労働生産性40%向上",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,2,補助事業の概要,6,other,その他Box,①工法改善及び新規設備を開発し、2工程を1工程に集約,256.56,348.6,559.44,380.16,vector_rectangle,false,"①工法改善及び新規設備を開発し、2工程を1工程に集約
②無人化により労働生産性の倍増を見込む",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,2,補助事業の概要,7,other,その他Box,①開発サイクルの短縮,256.56,380.16,559.44,411.6,vector_rectangle,false,"①開発サイクルの短縮
②開発コストの削減",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,2,補助事業の概要,8,other,その他Box,①製品開発、製造品の種々の評価試験に活用,256.56,411.6,559.44,443.16,vector_rectangle,false,①製品開発、製造品の種々の評価試験に活用,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_27,1次,株式会社クラタ,1,長期成長ビジョン,1,other,その他Box,その他Box 1,40.2,99.48,739.8,156,vector_rectangle,false,"経済産業省「2050年カーボンニュートラルに伴うグリーン成長戦略」にも掲げられている電動車・自動運転向けブレーキ技術獲得による脱炭
素社会へ貢献及び当社創業以来、経営の根幹を支えてきた自動車産業への貢献を通じて10年後に売上を80億円へ増加させる。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_27,1次,株式会社クラタ,1,長期成長ビジョン,2,external_motivation,外発的動機,外発的動機,396.33,157.35,757.29,336.81,vector_rectangle,false,"外発的動機
• 今後、電動車市場は大きく成長することが確実視されている。矢野経
済調査によると電動車市場は2022年～2035年で年率11.6%の
成長が見込まれている。自動運転化に向けた動きも加速している。
• 電動化においては、走行時の運動エネルギーを電気エネルギーに換え
て回収し、再利用することが求められる。
• 完全自動運転化に向けて安全性確保が必須の課題となっている。
• 電動車は、航続距離を延ばすための燃費向上が最大の課題となってい
る。
• 顧客から電動車・自動運転車に対応した部品製造の強い引き合いを
いただいている。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_27,1次,株式会社クラタ,1,長期成長ビジョン,3,long_term_vision,長期成長ビジョン（目指す姿・ビジネスモデル）,長期成長ビジョン（目指す姿・ビジネスモデル）,38.16,172.32,377.34,530.1,vector_rectangle,false,"長期成長ビジョン（目指す姿・ビジネスモデル）
• エンジン車衰退が確実視される状況を受け、電動車・
自動運転車向け部品製造に経営資源を集中する。
• 当社の強みを活用し、電動車・自動運転向けに必要と
なる技術を備えた次世代部品の製造に挑戦することで
事業成長を実現する。
• 電動車・自動運転部品製造の設備への大規模な投資
を行い、地域の主力事業である自動車業界に貢献を
図るとともに、地域での雇用を創出、賃上げを行うこと
で従業員への還元も積極的に行っていく。
売上成長（2023年度47億円⇒2035年度80億円）
■会社全体の売上高成長率70％
■2035年までの会社全体の売上高増加額33億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_27,1次,株式会社クラタ,1,長期成長ビジョン,4,internal_motivation,内発的動機,内発的動機,396.33,341.43,757.29,520.95,vector_rectangle,false,"内発的動機
• 創業以来77 年に渡る切削への取組み・難加工の挑戦の歴史により、
自動車駆動系・動力系部品への揺るぎない切削技術を確立している。
主にエンジン部品に使われる軽量アルミの切削加工に注力し他に追随
を許さない品質/コストを提供しており自動車産業の根幹を支えてきたと
自負している。
• 一方で当社の主力製品であるエンジン車向けオイルポンプは大幅な
売上減退が想定される。
• 当社は自動車の安全性に直結する駆動部分の精密切削加工分野
ニッチトップ企業であり、技術力を高め自動車産業の電動化・自動化
への潮流変化に対応した高品質の製品を自動車製造会社に供給す
ることは当社の使命であると考えている。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_27,1次,株式会社クラタ,2,補助事業の概要,1,top_summary,上段要旨,上段要旨,12.48,66.96,764.76,117.72,vector_rectangle,false,"• 本事業の目的は電動車・自動運転に必須の回生協調ブレーキシステムの製造を行うとともに、必要数量を供給することである。
• 目的達成のために西尾市に新工場を建設し、必要設備への大規模な投資を実施する。
• 本事業で獲得する成果により、付加価値向上を実現し、省力化施策を同時に実施することで生産性向上、従業員1人あたり給与支給総額上昇を実現する。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_28,1次,広陵化学工業株式会社,1,長期成長ビジョン,1,external_motivation,外発的動機,外発的動機,396.3,113.11,739.78,309.3,vector_rectangle,false,"外発的動機
• 新たなビジネスモデルの構築が必要
カーボンニュートラル実現に向け、法規制を伴う脱プラスチックが加速し、
これまでのプラスチック加工事業は縮小を避けられない見通しである。
• 物価上昇と人手不足が、持続的な賃上げの必要性を顕在化
必要な人材を確保するためには、業界や地域の水準にとどまらない、
積極的な賃上げが必要である。
• 国内医療機器産業の課題解決ニーズの増加
新規の医療機器開発・上市のスピードUPや生産の効率化の実現に
は、開発や設計・生産を切り離した分業体制の構築が求められており、
中小製造業は生産の担い手として注目されている。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_28,1次,広陵化学工業株式会社,1,長期成長ビジョン,2,long_term_vision,長期成長ビジョン（目指す姿・ビジネスモデル）,長期成長ビジョン（目指す姿・ビジネスモデル）,21,113.12,360.13,534.32,vector_rectangle,false,"長期成長ビジョン（目指す姿・ビジネスモデル）
○医療機器・医療関連製品の生産受託事業
(目指す姿)
「ものづくり中小企業」として水平分業における、生産工程の担い手と
なり、国内製造で高品質かつ、有事の際の安定供給にも対応できる
体制で、国内医療機器産業の競争力強化に貢献する。
(ビジネスモデル)
生産受託している高度管理(クラス4)医療機器の製造を開始して、
世界初の高付加価値の医療機器を国内・海外市場へ供給する。
○自社オリジナルの医療機器・医療関連製品の発売
(目指す姿)
世界的に患者数が増える感染症領域で、主に感染の診断に使用
する医療機器と医療関連製品を製造し、国内・海外市場に供給す
る。
(ビジネスモデル)
2022年に原材料を含め、全て国産で完結する医療検査用スワブを
自社開発した。現在、年間2,000万本の量産に対応できる設備の
構築を進めており、完成後は国内の検査キットメーカーへ供給する。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_28,1次,広陵化学工業株式会社,1,長期成長ビジョン,3,internal_motivation,内発的動機,内発的動機,396.3,324.53,739.78,527.72,vector_rectangle,false,"内発的動機
• 「国民の健康を他国に頼ってよいのか？」という思い
約15年前の新型インフルエンザ流行時、使用されている感染症検査
スワブの、約9割近くが海外製だと知り、「国民の健康を他国に頼ってよ
いのか？」という思いから自社オリジナル医療機器の開発に着手した。
• 社員全員が「世の中に役立っているものをつくっている」と感じれる
働きがい・やりがいを見つけることが出来る企業を目指して
脱プラスチックの風潮によって、自分の仕事が「世の中から必要とされて
いない」と感じるのではなく、健康を守るという社会貢献度の高い事業
へ注力し、社員全員に「世の中に役立っているものをつくっている」と感
じてほしい。
その中で、働きがい・やりがいを見つけることのできる企業を目指した。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_28,1次,広陵化学工業株式会社,1,長期成長ビジョン,4,sales_target,売上成長目標,売上成長目標,26.32,451.75,355.62,527.72,vector_rectangle,false,"売上成長目標
• 直近期（2023年12月）より2030年12月までの会社全体の
売上高成長率50％
• 2030年までの会社全体の売上高増加額11.6億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_29,1次,株式会社三和テスコ,1,長期成長ビジョン,1,long_term_vision,長期成長ビジョン（目指す姿・ビジネスモデル）,長期成長ビジョン（目指す姿・ビジネスモデル）,27.6,101.4,371.04,530.4,vector_rectangle,false,"長期成長ビジョン（目指す姿・ビジネスモデル）
• 当社売上の約7割を占める大手企業からの受注は、利益率が低い
案件もあり、長年の課題となっている。
• 今後10年の生き残り策を探った結果、下請け体質からメーカーへの
脱皮を図ることが不可欠との結論に至った。(売上比率50%以上)
• そのためには、まず積極的な賃上げにより優秀な人材を獲得し、製
造部門のみならず、非製造部門（技術系）の人財強化を図る。
• 大手企業からの一品一葉の受注が多かったため、蓄積した技術力
は十分にあると認識。採算性の改善、技術力のＵＰ、売上ＵＰで、
一回りも二回りも会社を大きく成長させ、安定させたいと考えている。
そして高い給与、賞与を払う会社となりたい。
• 将来的にはグループ企業の一員としてではなく、単独上場を目指し
たい。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,1,長期成長ビジョン,2,external_motivation,外発的動機,外発的動機,396.36,102.48,752.4,298.08,vector_rectangle,false,"外発的動機
• 当社の主要事業となっている造船業界は、長い目で見れば斜陽産業である。
大手に属する造船所は撤退や分社化し、専業メーカーのみが生き残っている
現状がある。
• 次の不況の波が来ればどうなるか分からない。造船不況はなぜか12年ピッチ
で起こるため、現在の造船向け事業が半減する可能性は十分にある。
• 衰退のトレンドでは値下げ要請が続くことは、これまでの経験で十分に分かっ
ている。現在のように造船向け事業を主力事業のままにしておくと、切り捨て
ることが出来ず、不毛な状態に陥る。
• 今回の亜臨界水処理装置という新規事業は、このような不況とは全く無縁
で、環境問題の深刻化が懸念されている日本社会において、必要不可欠な
設備であることを確信している。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
