case_id,round,company,page,page_role,source_method,confidence,baseline_year,baseline_sales_oku,target_year,target_sales_oku,increase_oku,increase_target_year,stated_rate_pct,stated_rate_target_year,stated_rate_type,stated_cumulative_growth_pct,calculated_cagr_pct,reported_cagr_pct,multiple,validation_status,selection_score,raw,pdf_url
s1_outline_1,1次,株式会社岩崎電機製作所,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,92,2029,55,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2029年度までの会社全体の売上高成長率：55％
• 2029年度までの会社全体の売上高増加額：92億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_1.pdf
s1_outline_10,1次,株式会社プレジィール,1,長期成長ビジョン,sales_box_rectangle,high,2023,223,2029,800,577,2029,258.7,2029,累積成長率（数値整合）,,23.726915836835992,,,Box内数値整合確認済み,143,"積極的な投資を行い、事業規模を拡大する。
売上成長目標
• 機械設備・システム投資により省力化・合理化を推進し、労働生産
性を向上する。
2023年9月期 2029年9月期 増加額 成長率
223億円 800億円 577億円 258.7％",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_10.pdf
s1_outline_100,1次,マリンフード株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2038,,638,2038,276,2038,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2038年までの会社全体の売上高成長率276％
• 2038年までの会社全体の売上高増加額638億円
※弊社2023年事業発展計画書P８より",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_100.pdf
s1_outline_101,1次,株式会社正興電機製作所,1,長期成長ビジョン,sales_box_rectangle,high,2026,400,2041,1000,729,2041,,,,,6.299037928953943,,,増加額不整合,105,"〇⾧期経営ビジョン NEXT20 （2041年に向かって）
・連結売上高（2023～2041年）:1,000億円 増加額 729億円（369％）
〇中期経営計画 SEIKO IC2026（2022～2026年）
・連結売上高（2023～2026年）: 400億円 増加額 129億円（148%）
・単体売上高（2023～2026年）: 290億円 増加額 99億円（152%）
〇基本方針:企業活動・事業活動を通じた社会課題解決により、
サステナブルな社会の実現に貢献する
〇重点課題
①デジタルファースト （デジタル技術を活用した社会課題解決）
②脱炭素社会の実現 （カーボンニュートラルへの取り組み）
③One正興 (グループ総合力の発揮）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_101.pdf
s1_outline_102,1次,冬木工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,65,2029,136,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標
• 2029年までの会社全体の売上高成⾧率136％
• 2029年までの会社全体の売上高増加額65億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_102.pdf
s1_outline_103,1次,オーケー化成株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,44.7,2030,198,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標
• 2030年までの会社全体の売上高成⾧率198.0％
• 2030年までの会社全体の売上高増加額44.7億円
うち、補助事業における売上高増加額37.6億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_103.pdf
s1_outline_104,1次,ヤマダイ株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,47,2030,42,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年までの会社全体の売上高成長率42％
• 2030年までの会社全体の売上高増加額47億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_104.pdf
s1_outline_105,1次,中外医薬生産株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,120,,,170,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年に会社全体の売上高120億円、売上高成長率
170％、付加価値額52億円を達成する
• 従業員数154名増員し335名体制へ（中堅企業へ成長）
• 新規事業（補助事業）開始以降、毎年５％以上の賃上げ
を実施する",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_105.pdf
s1_outline_106,1次,株式会社シーエル,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2029,,76,2029,,,,,,,,Box内明記値確認済み（算術検算対象外）,97,"売上成⾧目標（2023年度比）
（単位:億円）
2023 2024 2025 2026 2027 2028 2029
単体 81 92 102 112 125 140 157
グループ合算 149 170 181 195 217 246 268
• 2029年までの売上高増加額76億円（単体）
• 2029年までの売上高増加額119億円（グループ全体）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_106.pdf
s1_outline_107,1次,株式会社ササキ,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2030,,70,2030,13,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2023年～2030年までの会社全体の売上高成長率13％
• 2030年までの会社全体の売上高増加額70億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_107.pdf
s1_outline_108,1次,株式会社ミラプロ,2,長期成長ビジョン,sales_box_rectangle,medium,,,,1000,,,,,,,,,,Box内明記値確認済み（算術検算対象外）,63,"• 開発・設計と製造の直接部門のヒトの割合増加
売上増加とともに増員が必要な間接部門の人員の割合を減らし、
売上高と利益率の増加に貢献する部門の人員の割合を増やす。
現在の間接部門の人数で売上高1,000億円を実現する体制を構築",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_108.pdf
s1_outline_109,1次,マイクロカット株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2030,101,,,,,,,,,,Box内明記値確認済み（算術検算対象外）,127,"長期売上成長目標
・ 2030年時点（カッコ内は対23/12期）
売上101億円
うち既存事業 32億円（＋9億円/＋36％）
うち補助事業 69億円（＋53億円/+349%）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_109.pdf
s1_outline_11,1次,大峰堂薬品工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2030,200,2035,200,15,2035,155,2035,売上高成長率（定義未確定）,,0,,,増加額不整合 / 成長率定義要確認,143,"売上成長目標
• 2035年までに全体の売上高 200億円（KGI）
• 2030年までに全体の売上高増加額 70億円（KPI）
※成長率 90％
• 2030年までに医療用漢方薬の売上高増加額 15億円
※成長率 37％
• 2030年までに一般用漢方薬の売上高増加額 50億円
※成長率 155％",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_11.pdf
s1_outline_110,1次,株式会社菰下鎔断,1,長期成長ビジョン,sales_box_rectangle,high,,,2028,,82,2028,66,2028,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標（対最新決算期）
• 2028年3月度までに会社全体の売上高成⾧率66％
（CAGR13.6％）
• 2028年3月度までに会社全体の売上高増加額約82億円
• 2028年3月度までに会社全体の売上高205億",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_110.pdf
s1_outline_111,1次,株式会社向山工場,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,146,2030,48,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年3月までの会社全体の売上高成長率48％
• 2030年3月までの会社全体の売上高増加額146億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_111.pdf
s1_outline_112,1次,株式会社八芳園,1,長期成長ビジョン,sales_box_rectangle,high,2023,85.7,2029,140,,,,,,,8.523685875478826,,,Box内数値整合確認済み,127,"売上成長目標
23/9期(実績) 26/9期(基準年*） 29/9期
全社売上高 85.7億円 114.0億円 140.0億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_112.pdf
s1_outline_113,1次,トーアス株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2028,,84.28,2028,77.6,2028,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標（2024年3月期との対比）
・2028年3月期までの会社全体の売上高成長率 77.6％
・2028年3月期までの会社全体の売上高増加額 8,428百万円
・2028年3月期本事業の売上高増加額 7,900百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_113.pdf
s1_outline_114,1次,株式会社中西製作所,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2030,450,84,2030,23,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"売上成長目標
• 2030年までに会社全体の売上高450億円を達成
• （2024年3月期比で成長率23％）
• （2024年3月期比で売上高増加額84億円）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_114.pdf
s1_outline_115,1次,株式会社国際エキスプレス,1,長期成長ビジョン,sales_box_rectangle,high,2030,248.6,2034,248.6,300,2034,239,2034,売上高成長率（定義未確定）,,0,,,増加額不整合 / 成長率定義要確認,143,"売上成長目標
• 2030年までに売上高248.6億円（売上高成長率239.0％、
売上高増加額144.6億円）を目標とする（KPI）
• 2034年までに会社全体の売上高300億円を達成（KGI）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_115.pdf
s1_outline_116,1次,株式会社かねふくめんたいパーク,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2028,,67,2028,128,2028,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
2028年7月度までに ※対2023年7月度比
グループ全体の売上高成長率：128％
グループ全体の売上高増加額：+67億円
会社全体の売上高成長率：182％
会社全体の売上高増加額：+33.4億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_116.pdf
s1_outline_117,1次,信越理研株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,71,2029,245,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標
• 2029年度 120億円(補助事業100億円+既存20億円)
• 2029年度 会社全体の売上高成⾧率245％
• 2029年度 会社全体の売上高増加額71億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_117.pdf
s1_outline_118,1次,クリエイトワン株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2025,,2029,,21,2029,220,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
2025年から2029年9月期までの全社売上高成長率 220％
2025年から2029年9月期までの全社売上高増加額 21億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_118.pdf
s1_outline_119,1次,株式会社フルヤ金属,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,690,2030,243,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年までの会社全体の売上高成長率243％
• 2030年までの会社全体の売上高増加額690億円（連結）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_119.pdf
s1_outline_12,1次,株式会社松岡,1,長期成長ビジョン,visual_manual_override,high,2023,600,2029,948,348,2029,7.9,2029,CAGR明記,58,,7.9,,原本画像目視確認済み,93,2029年度売上高948億円。2023年度600億円から348億円増（+58%）、売上高年平均成長率7.9%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_12.pdf
s1_outline_120,1次,旭陽電気株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2022,140,2029,140,9.4,2029,18,2029,CAGR明記,,0,,,増加額不整合,143,"売上成長目標
• 29年3月期に現状の倍以上となる売上高140億円を実現
• 売上高増加額は80億円に及び、年平均成長率18%での
高い売上成長を目指す
• 営業利益についても直近最高益9.4億円（22年3月期）の
倍以上となる約22億円を見込む",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_120.pdf
s1_outline_121,1次,土佐鶴酒造株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2029,,10,2029,189,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2029年までに会社全体の売上高成長率189％（2024年9月期
比）
• 2029年までに会社全体の売上高増加額10億円（2024年9月
期比）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_121.pdf
s1_outline_122,1次,岸和田製鋼株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2029,266,2030,315,,,,,,,18.421052631578938,,,Box内数値整合確認済み,127,"売上成長目標
売上高 21/3期266億円→30/3期581億円
出荷数量 21/3期443千㌧→30/3期596千㌧
2029年度までの売上高増加+315億円
•
2029年度までの出荷数量増加+153千㌧
•
経営理念
1. 鉄スクラップの可能性を追求する
2. 高品質の製品を安定して供給する
3. 安全は全ての作業に優先する
4. 全従業員で地球環境問題に取り組む",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_122.pdf
s1_outline_123,1次,株式会社タケエイ,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2029,,46,2029,49,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標 ※2024年3月期決算比
•
2029年3月期までに㈱タケエイ単体の売上高成⾧率49％
•
2029年3月期までに㈱タケエイ単体の売上高増加額46億円
• 2029年3月期までにTREグループ連結の売上高成⾧率29％
• 2029年3月期までにTREグループ連結の売上高増加額271億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_123.pdf
s1_outline_124,1次,株式会社シロ,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2030,,159,2030,11,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年までに会社全体の売上高年平均成長率11％
（2024年と比較して）
• 2030年までに会社全体の売上高増加額159億円
（2024年と比較して）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_124.pdf
s1_outline_125,1次,株式会社ミダック,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2030,66,66,2030,10.7,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,113,"売長上期成成長長目ビ標ジ「ョCンhaのlle目ng標e8を0t達hの成売す上る成た長め目に標大」規模な投資を実行し、
下記売上高の目標を掲げ、事業推進を行なっていきます。
• 2024年と2030年の売上高の増加額は、+66億円
• 2024年~2030年の売上高平均成長率は「+10.7%」
• 2030年までに営業利益率50%以上を目指します",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_125.pdf
s1_outline_126,1次,高末株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2027,,2030,,64.8,2030,13.1,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,105,"存・共栄を図る持続可能な収益基盤の強化を目指す。
売上成⻑目標（基準年度︓2027年2月期比較）
•
2030年2月期までに会社全体の売上⾼年平均成⻑率︓13.1％
•
2030年2月期までに会社全体の売上⾼増加額︓64.8億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_126.pdf
s1_outline_127,1次,株式会社ユニワールド,1,長期成長ビジョン,sales_box_rectangle,high,2024,55.9,2029,107.9,,,,,,,14.056995548646455,,,Box内数値整合確認済み,127,"売上成長目標
• 2029年2月期までに全社売上高107.9億円を達成
（2024年2月期の売上高55.9億円に対し、5年間で52億
円の売上増）
• 2029年2月期までに当社事業戦略の柱であるPUMA. AT
WORK.で売上高51億円を達成
（2024年2月期のPUMA. AT WORK.売上高9億円に対
し、5年間で42億円の売上増。全社売上に占める割合は
47％となる。）
• その他商品販売についてもPUMA. AT WORK.との営業相
乗効果により、5年間で約10億円の売上増を達成
• 国内では今後10年内での売上高150億円を目標とするとと
もに、海外進出により更なる成長力の獲得を目指す。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_128,1次,株式会社ただおザウルス,1,長期成長ビジョン,sales_box_rectangle,high,,,,22.66,16.71,,280.8,,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"売上成長目標
補助事業（全社）の成長目標（2023/7期-2029/7期対比）
・ 売上高 2,266百万円（売上高増加額 +1,671百万円）
・ 売上高成長率 280.8％",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_128.pdf
s1_outline_129,1次,株式会社浜屋,1,長期成長ビジョン,sales_box_rectangle,high,,,2028,80,,,10.8,2028,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2028年度（2029/9月期）までに会社全体の年平均売上
高成長率10.8％
• 2028年度（2029/9月期）までに会社全体の売上高増加
額80億円
※上記は補助事業完了後3ヵ年における成長率及び額を記載。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_129.pdf
s1_outline_13,1次,株式会社アロン社,1,長期成長ビジョン,visual_manual_override,high,,,2030,,16,2030,10,2030,CAGR明記,,,,,原本画像目視確認済み,115,"売上成長目標
2030年度までの平均売上高成長率10%
2030年度までの売上高増加額16億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_13.pdf
s1_outline_130,1次,小林酒造株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,33,2033,12,45,2033,275,2033,売上高成長率（定義未確定）,,-9.621166722611296,,,増加額不整合 / 成長率定義要確認,143,"売上成長目標
• 2033年までの会社全体の売上高成長率＋275％
• 2033年までの会社全体の売上高増加額33億円
＜参考＞
●売上高 2023年9月決算：12億円
2033年9月決算：45億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_131,1次,株式会社遠藤写真工芸所,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2029,,55.3,2029,53.8,2029,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標：2024年から2029年の5年間
• 2029年までに会社全体の売上高成長率53.8％CAGR
• 2029年までに会社全体の売上高増加額55.3億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_131.pdf
s1_outline_132,1次,株式会社ヨシノ自動車,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,47,2029,10,2029,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2029年度までに会社全体の売上高年平均成長率10％
• 2029年度までに会社全体の売上高増加額約47億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_132.pdf
s1_outline_134,1次,株式会社コンメックス,1,長期成長ビジョン,sales_box_rectangle,high,2023,30,2029,84,,,250,2023,売上高成長率（定義未確定）,,18.72066991105543,,,成長率定義要確認,105,"売上成⾧目標
• コンメックス（2023年→2029年）
会社全体の売上高成⾧率 :＋250％

会社全体の売上高 :＋30億円

• 連結（2023年→2029年）
会社全体の売上高成⾧率 :＋201％

会社全体の売上高 :＋84億円
",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_134.pdf
s1_outline_135,1次,株式会社永井運送,1,長期成長ビジョン,sales_box_rectangle,high,,,2033,,25,2033,68.5,2033,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2033年度までに会社全体の売上高成長率68.5％
• 2033年度までに会社全体の売上高増加額25億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_135.pdf
s1_outline_136,1次,まねき食品株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,100,2030,100,100,2030,120,2030,売上高成長率（定義未確定）,,0,,,増加額不整合 / 成長率定義要確認,143,"売上成長目標
内需＋外需の獲得により、
2030年8月までに売上高100億円超を達成する。
（輸出額は5年で6億、10年で20億を目指す）
※直近2023年8月期の全社売上高は47億8,900万円
※売上高目標100億円は、社員感謝イベントにて社員に発表済み
✓ 2030年8月期までに会社全体の売上高成長率120％
✓ 2030年8月期までに会社全体の売上高増加額60億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_136.pdf
s1_outline_137,1次,総武機械株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,21.39,2030,55,33.61,2030,157.1,2030,累積成長率（数値整合）,,14.444026507871666,,,Box内数値整合確認済み,143,"売上成長目標
• 2030年までに会社全体の売上高成長率157.1％（2023
年5月期21.39億円→2030年5月期55億円）
• 2030年までに会社全体の売上高増加額33.61億円（同
上）
※2024年5月期の決算は確定していないため、2023年5月
期の数値を参照した。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_137.pdf
s1_outline_138,1次,菅野包装資材株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2030,,73.2,2030,168.5,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標（2023年6月期 対比）
168.5％
2030年までの会社全体の売上高成長率
73.2億円
2030年までの会社全体の売上高増加額",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_138.pdf
s1_outline_139,1次,川﨑工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,76.8,2040,117.3,194.1,2040,65.5,2040,売上高成長率（定義未確定）,,2.5226471721803145,,,増加額不整合 / 成長率定義要確認,143,"売上成長目標
• 2030年3月期までの会社全体の売上高成長率65.5％
（直近期と比較した成長率）
• 2030年3月期までの会社全体の売上高増加額76.8億円
2023年8月期実績売上高117.3億円
2030年3月期目標売上高194.1億円
2040年3月期目標売上高230.0億円 を達成する。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_139.pdf
s1_outline_14,1次,日華化学株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,200,2030,5,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年までの売上高増加額200億円（CAGR5%）
• 化学品事業：450億円（＋88億円／2030年）
• 化粧品事業：250億円（＋110億円／2030年）
• 化粧品事業国内売上高比率：85%（直近実績）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_14.pdf
s1_outline_140,1次,新生電子株式会社,2,長期成長ビジョン,sales_box_rectangle,high,2029,,2030,300,,,,,,,,,,Box内明記値確認済み（算術検算対象外）,93,"新生電子の成⾧目標
◆2030年3月期（2029年度）
売上300億円
営業利益45億円（営業利益率15%）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_140.pdf
s1_outline_141,1次,共栄フード株式会社,1,長期成長ビジョン,visual_manual_override,high,2023,146.7,2029,300.4,153.7,2029,104.7,2029,累積成長率明記,,,,,原本画像目視確認済み,93,2029年売上高300.4億円（2023年比 +104.7%、+153.7億円）,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_141.pdf
s1_outline_143,1次,株式会社ロッキー,1,長期成長ビジョン,sales_box_rectangle,high,,,2028,,91.92,2028,,,,,,,,Box内明記値確認済み（算術検算対象外）,97,"売上成⾧目標（基準年度比）
• 2028年度年までのコンソーシアム全体の売上高年平均成⾧
率12.4％
• 2028年度までのコンソーシアム全体の売上高増加額9,192
百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_143.pdf
s1_outline_145,1次,株式会社小松電業所,1,長期成長ビジョン,sales_box_rectangle,high,2023,91,2029,246,,,,,,,18.027249317294093,,,Box内数値整合確認済み,97,"2029年度の売上成⾧目標
• 当社単体 246億円 (2023年度比＋59％、+91億円)
• グループ全体 346億円 (2023年度比＋52％、+118億円)",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_145.pdf
s1_outline_146,1次,アオイ電子株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,379,2029,102,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標
• 2029年度までに会社全体の売上高成⾧率102％（単体）
• 2029年度までに会社全体の売上高増加額379億円（〃）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_146.pdf
s1_outline_147,1次,株式会社ｂｕｄ梱包出荷サポート,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2029,55,,,258.7,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
■2029年10月期に出荷個数1,000万個を突破
■2029年10月期に会社全体の売上高55億円・営業利益4.3億円超
■2029年10月期売上高成長率+258.7％ （2023年度実績値と比較）
■3PL国内市場シェア約1％を獲得（2023年度は0.04％）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_147.pdf
s1_outline_148,1次,株式会社しばた工芸,1,長期成長ビジョン,sales_box_rectangle,high,2029,70,2031,70,45,2031,280,2031,売上高成長率（定義未確定）,,0,,,増加額不整合 / 成長率定義要確認,143,"売上成長目標
2031年 2月期に、会社全体の売上高 70 億円
［2029 年 2 月期に、会社全体の売上高 50 億円］
補助事業完了後 5 年間で売上高増加額 45 億円、
売上高成長率 280% 以上",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_148.pdf
s1_outline_149,1次,株式会社共同物流サービス,1,長期成長ビジョン,sales_box_rectangle,high,2023,57.8,2029,100,,,9.6,2029,CAGR（数値整合）,,9.566728283798497,,,Box内数値整合確認済み,135,"売上成長目標
• 2029年度までに、会社全体の売上高 １００億円/年
売上高成長率9.6％/年
2023年度売上実績 → 57.8億円/年
（対2023年度比42億円増）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_149.pdf
s1_outline_150,1次,三笠産業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,65,2032,120,200,2032,7.5,2032,売上高成長率（定義未確定）,,7.049667092359813,,,増加額不整合 / 成長率定義要確認,113,"売上成⾧目標
• 2029年までに会社全体の売上高成⾧率7.5％
• 2029年までに会社全体の売上高増加額
単体 65億円増 連結 75億円増
• 2032年度 200億円企業を目指す
2023年度 単体売上高 120億円 連結売上高 125億円
2029年度 単体売上高 185億円 連結売上高 200億円
2032年度 単体売上高 200億円 連結売上高 230億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_150.pdf
s1_outline_151,1次,四国医療サービス株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,,154.13,38.8,,133.6,,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"売上成長目標
全社の成長目標(2023/12期-2028/12期対比)
• 売上高 15,413百万円(売上高増加額 +3,880百万円)
• 売上高成長率 133.6%
補助事業の成長目標(2023/12期-2028/12期対比)
• 売上高 7,994百万円(売上高増加額 +3,580百万円)",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_151.pdf
s1_outline_152,1次,ヤマトミシン製造株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,37,2030,56,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年までの会社全体の売上高成長率56％
• 2030年までの会社全体の売上高増加額37億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_152.pdf
s1_outline_153,1次,株式会社越後屋,1,長期成長ビジョン,sales_box_rectangle,high,,,2040,1000,965,2040,2741,2040,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"ろう」）
売上成長目標
2040年10月期までに、会社全体（FC店舗を含む）で：
• 売上高1,000億円、店舗数800店
（売上高成長率2741%、売上増加額965億円）
他の外食チェーンの店舗数
(​2024/3月時点)
：大戸屋308店、吉野家1,229店",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_153.pdf
s1_outline_154,1次,中央観光株式会社,1,長期成長ビジョン,left_column_sales_band,medium,,,2030,,50,2030,231,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,85,"上により、当社・地域経済の発展に寄与する
売上成長目標（2023/7月期比）
• 2030年までの会社全体の売上高成長率231%
• 2030年までの会社全体の売上高増加額50億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_154.pdf
s1_outline_155,1次,株式会社スギノマシン,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,365,,,9,2029,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2029年に現状の約170％となる売上高365億円を目指す
（年平均成長率9%）
• 営業利益も現状の倍以上となる69億円を見込む",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_155.pdf
