case_id,round,company,page,page_role,source_method,confidence,baseline_year,baseline_sales_oku,target_year,target_sales_oku,increase_oku,increase_target_year,stated_rate_pct,stated_rate_target_year,stated_rate_type,stated_cumulative_growth_pct,calculated_cagr_pct,reported_cagr_pct,multiple,validation_status,selection_score,raw,pdf_url
s1_outline_3,1次,株式会社堀場エステック,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2028,,1595,2028,54.9,2028,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
数値は2023年度比
• 当社グループ連結
o 2028年までのグループ全体の売上高成長率54.9％
o 2028年までのグループ全体の売上高増加額1,595億円
• 当社
o 2028年までの会社全体の売上高成長率40.4％
o 2028年までの会社全体の売上高増加額335億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_3.pdf
s1_outline_30,1次,株式会社メイドー,1,長期成長ビジョン,sales_box_rectangle,high,,,2033,,642,2033,124,2033,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2033年までの会社全体の売上高成長率124％
• 2033年までの会社全体の売上高増加額642億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_30.pdf
s1_outline_31,1次,鎌長製衡株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,34,2030,9,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年まで会社全体の売上高成長率9％（年率）
• 計量機器事業：年率3%成長
• 自動化機器・リサイクル機器事業：年率20%成長
• 2030年までに会社全体の売上高増加額34億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_31.pdf
s1_outline_32,1次,オリヒロエンジニアリング株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,211,2029,65,,,232,2029,売上高成長率（定義未確定）,,-17.81892519339703,,,成長率定義要確認,135,"売上成長目標
（１）当社単体
2029年度 売上高65億円 営業利益8.9億円
2023年度比 売上高37億増円（成長率232％）
（２）グループ全体
2030年度 売上高700億円 営業利益100億円
2023年度比 売上高211億円増（成長率143％）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_32.pdf
s1_outline_33,1次,株式会社石井機械製作所,1,長期成長ビジョン,sales_box_rectangle,high,2025,,2033,,30,2033,140,2033,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2025年をリスタート年度として、会社全体の売上高成長率
140％
• 2033年までに会社全体の売上高増加額３０億円
＋それを上回るために重要産業分野への参入を模索",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_33.pdf
s1_outline_34,1次,株式会社柴田合成,1,長期成長ビジョン,sales_box_rectangle,high,2023,150,2028,150,50,2028,57,2028,売上高成長率（定義未確定）,,0,,,増加額不整合 / 成長率定義要確認,143,"売上成長目標
• 2028年度における会社全体の売上高150億円
（2023年度比増加額55億円･成長率＋57％）
• 2028年度における容器事業の売上高50億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_35,1次,イグス株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2029,,47.3,2029,81.6,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標
• 2029年までの会社全体の売上高成⾧率81.6％ (2023年度売上
比）
• 2029年までの会社全体の売上高増加額47.3億円 （2023年度
売上比）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_35.pdf
s1_outline_36,1次,株式会社廣澤精機製作所,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,34.6,2030,12,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年までの会社全体の売上高成長率12％
• 2030年までの会社全体の売上高増加額34.6億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf
s1_outline_37,1次,大日工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2028,,10,2028,27.7,2028,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2023年9月期～2028年9月期までに
会社全体の売上高成長率：27.7％
• 2023年9月期～2028年9月期までに
会社全体の売上高増加額：10億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_37.pdf
s1_outline_38,1次,テラル株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,261,2030,179,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年までに会社全体の売上高成長率・単体179％
• 2030年までに会社全体の売上高成長率・連結224％
• 2030年までに会社全体の売上高増加額・単体261億円
• 2030年までに会社全体の売上高増加額・連結553億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_39,1次,株式会社ハウゼコ,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,66,20,2029,43,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"売上成長目標
2029年1月期までに以下の成長を目指す
会社全体売上高 ：66億円
売上高増加額 ：20億円
売上高成長率 ：43%
付加価値額 :7.6億円(76%増)",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_39.pdf
s1_outline_4,1次,株式会社インターオフィス,1,長期成長ビジョン,sales_box_rectangle,high,,,2032,,49.3,2032,161.5,2032,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⻑目標
・2032年8⽉期までに会社全体の売上⾼成⻑率（直近決
算比）161.5%
・2032年8⽉期までに会社全体の売上⾼増加額（直近決
算比）49.3億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_4.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2029,,57.49,2029,16.6,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2024年～2029年の5年間における、会社全体の売上高成長率 16.6％
• 20２４年～2029年の5年間における、会社全体の売上高増加額 5,749百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_41,1次,株式会社ビッグハウス,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,14,2029,161,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2029年までの会社全体の売上高成長率161％
• 2029年までの会社全体の売上高増加額14億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_42,1次,株式会社山田ドビー,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,77.9,2029,82.3,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2029年までの会社全体の売上高成長率82.3％
• 2029年までの会社全体の売上高増加額77.9億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_42.pdf
s1_outline_43,1次,丸井産業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2022,,2030,1000,,,,,,,,,,Box内明記値確認済み（算術検算対象外）,97,"売上成⾧目標
• 2030年度までに売上高1,000億円を達成させる
1,200
1,032
965
1,000 902
843
788
736
800
688
643
599
600
4000
2022年2023年2024年2025年2026年2027年2028年2029年2030年",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_45,1次,山本ビニター株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,25,2030,160,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年までに会社全体の売上高成長率160％
• 2030年までに会社全体の売上高増加額25億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_45.pdf
s1_outline_46,1次,株式会社アイスコ,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,1000,551,2030,122,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"売上成長目標
• 2030年3月期までの会社全体のKGI
会社全体の売上高1,000億円
会社全体の営業利益25億円
売上高成長率122％、増加額551億円（直近期末比）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_46.pdf
s1_outline_47,1次,ポーライト株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2022,,2028,,82,2028,66,2028,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⻑目標
•
28年までの会社全体の売上⾼成⻑率66％（22年⽐）
•
28年までの会社全体の売上⾼増加額82億円（22年⽐）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_47.pdf
s1_outline_48,1次,SINGS株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2034,33,49,2034,248,2034,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"売上成長目標
• 2034年までに会社全体の売上高成長率248％
• 2034年までに会社全体の売上高増加額49億円
（2024年1月期売上高：33億円）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_48.pdf
s1_outline_49,1次,株式会社ＡＫシステム,1,長期成長ビジョン,left_column_sales_band,medium,2023,21.9,2029,40,18.1,2029,182.6,2029,売上高成長率（定義未確定）,,10.561175131972455,,,成長率定義要確認,93,"売上成長目標
売上高成長率
現在 目指す姿
182.6％
2023年3月期実績 2029年3月期計画
売上高増加額
21.9億円 40.0億円
18.1億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_5,1次,大森機械工業株式会社,1,長期成長ビジョン,visual_manual_override,high,2023,394,2048,1000,,,,,,,,,,原本画像目視確認済み,77,"連結売上高：2023年394億円、2029年620億円、2034年750億円、2048年1,000億円（PDF表）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_50,1次,株式会社松尾製作所,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,370,2030,8.5,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
【連結（本社、海外）】
• ’30年までの会社全体の売上高年平均成長率：8.5%
• ’30年までの会社全体の売上高増加額：370億円
【単独】
• ’30年までの松尾本社の売上高年平均成長率：6.3%
• ’30年までの松尾本社の売上高増加額：188億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_50.pdf
s1_outline_51,1次,株式会社西部技研,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2030,,263,2030,9.7,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標（2023年実績対比）
• 2030年までの全体の売上高成長率
（連結）9.7% （単体）8.0%
• 2030年までの全体の連結売上高増加額
（連結）263億円 （単体）99億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_52,1次,株式会社平島,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,45,2030,139,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年までの会社全体の売上高成長率139％
• 2030年までの会社全体の売上高増加額45億円
2030年売上高目標（売上比率）
製品製造・販売事業 109.0億円 （＋49.3％）
施工・研究開発事業 8.1億円 （＋6.1％）
原料製造・販売事業 23.0億円 （＋46.6％）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
s1_outline_53,1次,マルコーフーズ株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2030,,30,2030,43,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標(2023年10月比)
• 2030年までの会社全体の売上高成⾧率43％
• 2030年までの会社全体の売上高増加額30億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_53.pdf
s1_outline_55,1次,株式会社コーヨークリエイト,1,長期成長ビジョン,visual_manual_override,high,,,2033,100,70,2033,233,2028,売上高成長率（定義未確定）,,,,,原本画像目視確認済み（年度表記に原本内不整合）,123,"売上成長目標（直近決算 約30億円）
2029年6月期（2028年度）までに 売上高70億円 成長率233%
2034年6月期（PDF括弧内は2023年度表記）までに 売上高100億円 増加額70億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_55.pdf
s1_outline_56,1次,高知通運株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2030,,2035,100,31,2035,21,2035,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"売上成長目標
・2030年までに会社全体の売上高成長率21%
・2030年までに会社全体の売上高増加額31億円
・2035年までに運送事業の売上高：100億円
本補助事業と同様の倉庫を数年後に1施設設置し、上記
目標達成を目指す",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_56.pdf
s1_outline_58,1次,三晶エムイーシー株式会社,1,長期成長ビジョン,visual_manual_override,high,2025,,2028,147.62844105,,,26.7,2028,累積成長率明記,,,,,原本画像目視確認済み,85,"2028年11月期の会社全体売上目標14,762,844,105円（基準年度2025年11月期より26.7%UP）。補助事業売上目標3,867,530,338円（281.7%UP）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_58.pdf
s1_outline_61,1次,三恵工業株式会社,1,長期成長ビジョン,visual_manual_override,high,2022,,2030,500,320,2030,284,2030,売上高成長率（定義未確定）,,,,,原本画像目視確認済み,123,"売上成長目標
2030年度売上目標：約500億円
2030年度までの売上高成長率284%、売上高増加額320億円（2022年度比）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_61.pdf
s1_outline_62,1次,サーパス工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2030,,2033,,,,165,2033,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,97,"売上成⾧目標
• 2030年までの全社売上高成⾧率165％
• 2030年までの全社従業員規模成⾧率150％
• 2033年までの会社全体の売上高成⾧率200％
• 2033年までの会社全体の従業員規模200％",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_62.pdf
s1_outline_63,1次,株式会社オティックスホールディングス,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2038,600,,,,,,,,,2.2,Box内明記値確認済み（算術検算対象外）,127,"売上成長目標※ ※グループ会社全体
• 電動車部品売上高
82億円（24年1月期）→181億円（30年1月期） （2.2倍）
(電動車部品の売上高比率 12％→24%）
• 2038年の電動車部品売上高600億円(7.3倍）を目指す。
➡エンジン部品メーカーから「電動車部品含むモビリティ関連部品メーカー」に変
革。完成車メーカーから選ばれ続ける、イコールパートナーになる。
➡将来にわたって、日本の自動車産業を支え続ける部品メーカーになる。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_63.pdf
s1_outline_65,1次,株式会社松風,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2028,,97,2028,50,2028,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標
（2023年3月期対比）
単体:
• 2028年3月期に売上高成⾧率 50％
• 2028年3月期に売上高増加額 97億円
連結:
• 2028年3月期に売上高成⾧率 58％
• 2028年3月期に売上高増加額 185億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_65.pdf
s1_outline_66,1次,株式会社アルプスツール,1,長期成長ビジョン,sales_box_rectangle,high,2024,30,2030,130,,,7.7,2030,売上高成長率（定義未確定）,,27.68415780757283,,,成長率定義要確認,135,"売上成長目標
• 2030年までに
会社全体の売上高130億円
会社全体の売上高年成長率7.7％(2024年12月期対比)
補助事業の売上高30億円
補助事業の売上高年成長率55.5％(2024年12月期対比)",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_66.pdf
s1_outline_67,1次,アドバンス電気工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2032,,,,130,2032,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,127,"売上成長目標
・ 2032年までに会社全体の売上高成長率130％",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_67.pdf
s1_outline_68,1次,株式会社ミマキエンジニアリング,1,長期成長ビジョン,sales_box_rectangle,high,,,2028,,508,2028,172,2028,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標（2028年度）
• 会社全体の売上高増加額 連結508億円・単体372億円
• 会社全体の売上高成⾧率 連結172％・単体172%",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_68.pdf
s1_outline_69,1次,NAX JAPAN株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,100,2030,102,3.5,2030,200,2030,売上高成長率（定義未確定）,,0.28329520024581445,,,増加額不整合 / 成長率定義要確認,143,"売上成長目標
• 2030年までの会社全体の売上高成長率200％
• 2030年までの会社全体の売上高増加額100億円
昨期2023年度売上高実績は102億円、営業利益3.5億円
今年度より毎年10％の売上高増加を目標としております。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_69.pdf
s1_outline_7,1次,株式会社ＭＡＲＵＷＡ,1,長期成長ビジョン,visual_manual_override,high,,,2026,1000,,,,,,,,,,原本画像目視確認済み（中期目標の終期はPDF未記載）,77,"短期：2025年までに会社全体売上高700億円。中期：2026年から数年間で会社全体売上高1,000億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_7.pdf
s1_outline_70,1次,協和工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,75,25,2030,6,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"売上成長目標
• 2030年までの会社全体の売上高成長率：6％
• 2030年までの会社全体の売上高増加額：25億円
• 2030年までの会社全体の売上高：75億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_70.pdf
s1_outline_71,1次,株式会社北四国グラビア印刷,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,23.8,2029,51.1,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2029年までの会社全体の売上高成長率51.1％
• 2029年までの会社全体の売上高増加額23.8億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_71.pdf
s1_outline_72,1次,ヤマセ電気株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2028,380,98,2028,35,2028,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,113,"売上成⻑目標︓ 2028年売上 約380億円
•
2028年までのグループ全体の売上高成⻑率35％
•
2028年までのグループ全体の売上高増加額98億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_72.pdf
s1_outline_73,1次,株式会社大昌鉄工所,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,,,32.8,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,127,"売上成長目標
• ■2029年7月期までの会社全体の売上高成長率32.8％（基準年度比）
■2029年7月までに営業利益3,740.9百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_73.pdf
s1_outline_74,1次,株式会社ユニシス,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,37,2029,15.5,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2029年7月期までの会社全体の
売上高平均成長率15.5％/年
• 2029年7月期での会社全体の
売上高増加額37億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_74.pdf
s1_outline_75,1次,株式会社伝食,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,200,80.6,2030,67.5,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"売上成長目標（2023.9月期決算を基準として）
• 2030年までの会社全体の売上高成長率 67.5％
• 2030年までの会社全体の売上高増加額 80.6億円
・売上高 200 億円
・売上総利益 74 億円
・営業利益 11.2億円
・経常利益 11 億円
・売上総利益率 37.0 ％",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_75.pdf
s1_outline_76,1次,安田工業株式会社,1,長期成長ビジョン,visual_manual_override,high,2023,168,2030,243,75,2030,,,,,5.414309971484155,,,原本画像目視確認済み,115,"売上成長目標（5年・10年後）
売上高：2023年3月期168億円、2027年3月期193億円、2030年3月期243億円
区間CAGR：2023→2027 4.7%、2027→2030 8.0%
売上高増加額：2023→2027 +25億円、2027→2030 +50億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_76.pdf
s1_outline_77,1次,千寿製薬株式会社,1,長期成長ビジョン,left_column_sales_band,medium,,,2025,500,,,,,,,,,,Box内明記値確認済み（算術検算対象外）,77,"売上成長目標
2025年度 連結売上高 500億円
単体売上高 432億円相当
国内医療事業売上高 329億円相当",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_77.pdf
s1_outline_78,1次,環境のミカタ株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,27.5,2029,17.6,2029,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標（直近決算比）
• 2029年までの会社全体の売上高成長率17.6％（年平均）
• 2029年までの会社全体の売上高増加額27.5億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_78.pdf
s1_outline_79,1次,スーパー工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2022,,2029,,,,43.6,2029,売上高成長率（定義未確定）,,,,3,Box内明記値確認済み（算術検算対象外）,127,"売上成長目標 2029年度
売上高 2022年度比 43.6％増
営業利益 2022年度比 約3倍",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_79.pdf
s1_outline_8,1次,サムテック株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2029,,75,2029,32,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標（2023年11月期対比）
• 2029年までの会社全体の売上高成⾧率32％
• 2029年までの会社全体の売上高増加額75億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_8.pdf
s1_outline_80,1次,寧薬化学工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,20,2029,100,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2029年度までの会社全体の売上高成長率100％
• 2029年度までの会社全体の売上高増加額20億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_80.pdf
s1_outline_81,1次,デーバー加工サービス㈱,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,16,2030,40,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年８月期までの会社全体の売上高成長率40％超
• 2030年８月期までの会社全体の売上高増加額16億円超",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_81.pdf
s1_outline_82,1次,サン工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,34.4,2030,196,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 30年までの会社全体の売上高成長率196％
• 30年までの会社全体の売上高増加額34.4億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_82.pdf
s1_outline_83,1次,株式会社ヒサダ,1,長期成長ビジョン,sales_box_rectangle,high,,,2028,,20.2,2028,260,2028,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⾧目標
• 28年までの九州生産製品の売上高成⾧率260％
• 28年までの会社全体の売上高増加額20.2億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_83.pdf
s1_outline_84,1次,株式会社マグナ・ワイヤレス,1,長期成長ビジョン,sales_box_rectangle,high,2027,104.7,2030,90,,,91.1,2030,CAGR明記,,-4.917934112846023,,,Box内数値整合確認済み,105,"売上成⾧目標
• 年間売上目標 104.7億円（2030年10月期）
• 2030年10月期まで本事業の基準年度（2027年10月
期）から起算して年平均売上高成⾧率91.1％、売上高増
加額約90億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_84.pdf
s1_outline_85,1次,マルコ工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,,,,,,,,,2.2,Box座標抽出済み,119,"売上成長目標
■2029年度の会社全体の売上高２.2倍
■2029年までに営業利益200百万円
■溶融亜鉛めっき市場でのシェア8.0％",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_85.pdf
s1_outline_86,1次,グローバル・テック株式会社,1,長期成長ビジョン,visual_manual_override,high,2023,,2029,,34.5,2029,90,2029,売上高成長率（定義未確定）,,,,,原本画像目視確認済み,115,"売上成長目標（2023年度比）
2029年度までの会社全体の売上高成長率90%
2029年度までの会社全体の売上高増加額34.5億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_86.pdf
s1_outline_87,1次,トーカロ株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2030,,201,2030,6,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,105,"売上成⻑目標
•
30年3月期までに会社全体の売上⾼成⻑率6.0％
（23年3月期を基準とした年平均成⻑率）
•
30年3月期までに会社全体の売上⾼増加額201億円
（23年3月期を基準とした増加額）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_87.pdf
s1_outline_88,1次,株式会社創味食品,1,長期成長ビジョン,sales_box_rectangle,high,,,2028,537,180,2028,150,2028,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"売上成長目標
• 2028年に国内外で売上高537億円を達成。
• 2028年までに会社全体の売上高成長率 150％
• 2028年までに会社全体の売上高増加額 180億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_88.pdf
s1_outline_89,1次,京西テクノス株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,55.42,,,38.3,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標：2030年に向けて売上高5,542百万円増加、成長率38.3%
単位：百万円 FY24 FY25 FY26 FY27 FY28 FY29 FY30
テクノス 15,115 15,582 16,052 16,712 17,371 18,128 18,882
ﾃｸﾉﾄﾚﾝﾄﾞ 252 260 268 279 290 302 315
Mテック 460 475 489 509 529 552 575
ﾄﾚﾝﾄﾞﾒﾃﾞｨｶﾙ 142 147 151 158 164 171 178
京西科技 30 37 40 42 46 46 50
合計 16,000 16,500 17,000 17,700 18,400 19,200 20,000",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_89.pdf
s1_outline_9,1次,株式会社Pale Blue,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,,,,,,,,,195,Box座標抽出済み,119,"売上成長目標
• 2029年度までの会社全体の売上高成長率195倍",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_9.pdf
s1_outline_91,1次,矢田工業株式会社,1,長期成長ビジョン,visual_manual_override,high,,,2028,100,25,2028,33,2028,売上高成長率（定義未確定）,,,,,原本画像目視確認済み,123,"売上成長目標
2028年までの会社全体の売上高成長率33%
2028年までの会社全体の売上高増加額25億円
最終年度の定量目標：売上高100億円（本社工場75億円、四国工場25億円）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_91.pdf
s1_outline_92,1次,アサヒフォージ株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2022,,2029,,92,2029,30,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"2029年度へ向けた売上成長目標
• 全社の売上高成長率30％(2022年度比)
• 全社の売上高増加額92億円の達成に向け取り組む。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_92.pdf
s1_outline_93,1次,ウイング株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2030,25,2035,25,,,,,,,0,,,Box内数値整合確認済み,127,"売上成長目標
• 2030年までに会社全体の売上高 25億円増(＋15%)売
上200億円、2035年までに会社全体の売上高 53億円増
(+30%)売上230億円を目指す",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_93.pdf
s1_outline_94,1次,株式会社友和環境,1,長期成長ビジョン,visual_manual_override,high,,,2030,,7.1,2030,145,2030,売上高成長率（定義未確定）,,,,,原本画像目視確認済み,115,"売上成長目標
2030年までに会社全体の売上高成長率145%
2030年までに会社全体の売上高増加額7.1億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_94.pdf
