case_id,round,company,is_clean,current9_observed_n,current9_below_n,current9_below_share,current9_flag,directional8_no13_observed_n,directional8_no13_below_n,directional8_no13_below_share,directional8_no13_flag,without_no8_observed_n,without_no8_below_n,without_no8_below_share,without_no8_flag,without_no14_observed_n,without_no14_below_n,without_no14_below_share,without_no14_flag,old7_no8_no14_observed_n,old7_no8_no14_below_n,old7_no8_no14_below_share,old7_no8_no14_flag,no8_no13_no14_observed_n,no8_no13_no14_below_n,no8_no13_no14_below_share,no8_no13_no14_flag,direct_or_near_direct5_observed_n,direct_or_near_direct5_below_n,direct_or_near_direct5_below_share,direct_or_near_direct5_flag,direct_comparable3_observed_n,direct_comparable3_below_n,direct_comparable3_below_share,direct_comparable3_flag
s2_outline_145,4次,株式会社シャノワール,True,8,4.0,0.5,False,7,4.0,0.5714285714285714,False,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,4,1.0,0.25,False,3,0.0,0.0,False
s1_outline__179,1次,アサヒセイレン中部株式会社,False,7,4.0,0.5714285714285714,False,7,4.0,0.5714285714285714,False,6,4.0,0.6666666666666666,True,6,3.0,0.5,False,5,3.0,0.6,True,5,3.0,0.6,True,4,3.0,0.75,True,3,3.0,1.0,True
s1_outline__200,1次,株式会社イズミテクノ,True,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,3.0,0.5,False,6,3.0,0.5,False,5,3.0,0.6,True,5,3.0,0.6,True,4,3.0,0.75,True,3,3.0,1.0,True
s1_outline_40,1次,千代田鋼鉄工業株式会社,True,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,2.0,0.3333333333333333,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,5,2.0,0.4,False,4,2.0,0.5,False,3,2.0,0.6666666666666666,True
s1_outline_45,1次,山本ビニター株式会社,False,7,1.0,0.14285714285714285,False,7,1.0,0.14285714285714285,False,6,1.0,0.16666666666666666,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s1_outline_47,1次,ポーライト株式会社,False,7,1.0,0.14285714285714285,False,7,1.0,0.14285714285714285,False,6,1.0,0.16666666666666666,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s1_outline_66,1次,株式会社アルプスツール,True,7,0.0,0.0,False,7,0.0,0.0,False,6,0.0,0.0,False,6,0.0,0.0,False,5,0.0,0.0,False,5,0.0,0.0,False,4,0.0,0.0,False,3,0.0,0.0,False
s1_outline_102,1次,冬木工業株式会社,False,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,2.0,0.3333333333333333,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s1_outline_103,1次,オーケー化成株式会社,False,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,2.0,0.3333333333333333,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,5,2.0,0.4,False,4,2.0,0.5,False,3,2.0,0.6666666666666666,True
s2_outline_15,3次,賀谷セロファン株式会社,False,7,4.0,0.5714285714285714,False,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,6,3.0,0.5,False,5,2.0,0.4,False,5,2.0,0.4,False,4,1.0,0.25,False,3,0.0,0.0,False
s2_outline_30,3次,東洋スクリーン工業株式会社,True,7,4.0,0.5714285714285714,False,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,6,4.0,0.6666666666666666,True,5,3.0,0.6,True,5,3.0,0.6,True,4,3.0,0.75,True,3,2.0,0.6666666666666666,True
s2_outline_83,3次,株式会社キド,True,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,2.0,0.3333333333333333,False,6,3.0,0.5,False,5,2.0,0.4,False,5,2.0,0.4,False,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s2_outline_95,3次,山崎商事運輸株式会社,False,7,5.0,0.7142857142857143,True,7,5.0,0.7142857142857143,True,6,4.0,0.6666666666666666,True,6,4.0,0.6666666666666666,True,5,3.0,0.6,True,5,3.0,0.6,True,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s2_outline_110,3次,学校法人花沢学園,False,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,2.0,0.3333333333333333,False,6,3.0,0.5,False,5,2.0,0.4,False,5,2.0,0.4,False,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s2_outline_155,4次,信和化工株式会社,False,7,4.0,0.5714285714285714,False,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,6,3.0,0.5,False,5,2.0,0.4,False,5,2.0,0.4,False,4,1.0,0.25,False,3,0.0,0.0,False
s2_outline_164,4次,株式会社東豊精工,False,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,2.0,0.3333333333333333,False,6,3.0,0.5,False,5,2.0,0.4,False,5,2.0,0.4,False,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s2_outline_192,4次,フクビ岡山株式会社,False,7,5.0,0.7142857142857143,True,7,5.0,0.7142857142857143,True,6,5.0,0.8333333333333334,True,6,4.0,0.6666666666666666,True,5,4.0,0.8,True,5,4.0,0.8,True,4,3.0,0.75,True,3,2.0,0.6666666666666666,True
s2_outline_228,4次,株式会社ベネフル,False,7,3.0,0.42857142857142855,False,6,3.0,0.5,False,6,2.0,0.3333333333333333,False,6,3.0,0.5,False,5,2.0,0.4,False,4,2.0,0.5,False,3,2.0,0.6666666666666666,False,3,2.0,0.6666666666666666,True
s1_outline_20,1次,エスティケイテクノロジー株式会社,False,6,1.0,0.16666666666666666,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,5,1.0,0.2,False,4,1.0,0.25,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False,2,1.0,0.5,False
s1_outline_35,1次,イグス株式会社,True,6,1.0,0.16666666666666666,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,5,1.0,0.2,False,4,1.0,0.25,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False,2,1.0,0.5,False
s1_outline_52,1次,株式会社平島,False,6,1.0,0.16666666666666666,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,5,0.0,0.0,False,4,0.0,0.0,False,4,0.0,0.0,False,3,0.0,0.0,False,2,0.0,0.0,False
s1_outline_53,1次,マルコーフーズ株式会社,False,6,2.0,0.3333333333333333,False,6,2.0,0.3333333333333333,False,5,1.0,0.2,False,5,1.0,0.2,False,4,0.0,0.0,False,4,0.0,0.0,False,3,0.0,0.0,False,2,0.0,0.0,False
s1_outline_96,1次,大岡技研株式会社,False,6,3.0,0.5,False,6,3.0,0.5,False,5,3.0,0.6,True,5,3.0,0.6,True,4,3.0,0.75,False,4,3.0,0.75,False,3,3.0,1.0,False,3,3.0,1.0,True
s2_outline_35,3次,株式会社北海道ちぬやファーム,False,6,5.0,0.8333333333333334,True,6,5.0,0.8333333333333334,True,5,4.0,0.8,True,5,4.0,0.8,True,4,3.0,0.75,False,4,3.0,0.75,False,3,2.0,0.6666666666666666,False,3,2.0,0.6666666666666666,True
s2_outline_195,4次,株式会社レクザム,False,6,5.0,0.8333333333333334,True,6,5.0,0.8333333333333334,True,5,4.0,0.8,True,5,4.0,0.8,True,4,3.0,0.75,False,4,3.0,0.75,False,3,2.0,0.6666666666666666,False,2,2.0,1.0,False
s2_outline_232,3次,株式会社モリシタ,False,6,4.0,0.6666666666666666,True,6,4.0,0.6666666666666666,True,5,3.0,0.6,True,5,3.0,0.6,True,4,2.0,0.5,False,4,2.0,0.5,False,3,1.0,0.3333333333333333,False,3,1.0,0.3333333333333333,False
s2_outline_27,3次,株式会社ライト製作所,True,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,5,2.0,0.4,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False,2,0.0,0.0,False,1,0.0,0.0,False
s1_outline_58,1次,三晶エムイーシー株式会社,True,5,1.0,0.2,False,5,1.0,0.2,False,4,1.0,0.25,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False,3,1.0,0.3333333333333333,False,2,1.0,0.5,False,2,1.0,0.5,False
s1_outline_77,1次,千寿製薬株式会社,True,5,3.0,0.6,True,5,3.0,0.6,True,4,2.0,0.5,False,4,2.0,0.5,False,3,1.0,0.3333333333333333,False,3,1.0,0.3333333333333333,False,2,1.0,0.5,False,2,1.0,0.5,False
s1_outline_70,1次,協和工業株式会社,True,9,3.0,0.3333333333333333,False,8,2.0,0.25,False,8,3.0,0.375,False,8,3.0,0.375,False,7,3.0,0.42857142857142855,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,3,1.0,0.3333333333333333,False
s1_outline_76,1次,安田工業株式会社,False,9,5.0,0.5555555555555556,False,8,4.0,0.5,False,8,5.0,0.625,True,8,5.0,0.625,True,7,5.0,0.7142857142857143,True,6,4.0,0.6666666666666666,True,5,4.0,0.8,True,3,3.0,1.0,True
s2_outline_134,4次,池田薬品工業株式会社,False,9,5.0,0.5555555555555556,False,8,5.0,0.625,True,8,5.0,0.625,True,8,4.0,0.5,False,7,4.0,0.5714285714285714,False,6,4.0,0.6666666666666666,True,5,3.0,0.6,True,3,2.0,0.6666666666666666,True
s2_outline_135,4次,株式会社リバイト,False,9,4.0,0.4444444444444444,False,8,4.0,0.5,False,8,3.0,0.375,False,8,3.0,0.375,False,7,2.0,0.2857142857142857,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,3,1.0,0.3333333333333333,False
s2_outline_136,4次,木本製菓株式会社,True,9,5.0,0.5555555555555556,False,8,5.0,0.625,True,8,4.0,0.5,False,8,4.0,0.5,False,7,3.0,0.42857142857142855,False,6,3.0,0.5,False,5,3.0,0.6,True,3,2.0,0.6666666666666666,True
s2_outline_168,4次,明和工業株式会社,True,9,6.0,0.6666666666666666,True,8,5.0,0.625,True,8,5.0,0.625,True,8,5.0,0.625,True,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,5,3.0,0.6,True,3,3.0,1.0,True
s2_outline_175,4次,化成工業株式会社,False,9,4.0,0.4444444444444444,False,8,3.0,0.375,False,8,4.0,0.5,False,8,4.0,0.5,False,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,5,3.0,0.6,True,3,2.0,0.6666666666666666,True
s2_outline_221,4次,株式会社ニシムタ,True,9,7.0,0.7777777777777778,True,8,6.0,0.75,True,8,6.0,0.75,True,8,6.0,0.75,True,7,5.0,0.7142857142857143,True,6,4.0,0.6666666666666666,True,5,3.0,0.6,True,3,2.0,0.6666666666666666,True
s1_outline_31,1次,鎌長製衡株式会社,True,8,1.0,0.125,False,8,1.0,0.125,False,7,1.0,0.14285714285714285,False,7,1.0,0.14285714285714285,False,6,1.0,0.16666666666666666,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,3,1.0,0.3333333333333333,False
s1_outline_78,1次,環境のミカタ株式会社,False,8,2.0,0.25,False,8,2.0,0.25,False,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,2.0,0.3333333333333333,False,6,2.0,0.3333333333333333,False,5,1.0,0.2,False,3,1.0,0.3333333333333333,False
s2_outline_44,3次,株式会社アヤボ,False,8,4.0,0.5,False,8,4.0,0.5,False,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,2.0,0.3333333333333333,False,6,2.0,0.3333333333333333,False,5,1.0,0.2,False,3,0.0,0.0,False
s2_outline_115,4次,株式会社コスモス食品,True,8,6.0,0.75,True,8,6.0,0.75,True,7,5.0,0.7142857142857143,True,7,5.0,0.7142857142857143,True,6,4.0,0.6666666666666666,True,6,4.0,0.6666666666666666,True,5,4.0,0.8,True,3,2.0,0.6666666666666666,True
s2_outline_121,4次,株式会社ヤマキ食品,True,8,5.0,0.625,True,8,5.0,0.625,True,7,4.0,0.5714285714285714,False,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,6,3.0,0.5,False,5,2.0,0.4,False,3,0.0,0.0,False
s2_outline_159,4次,株式会社　ファーストライン,False,8,6.0,0.75,True,8,6.0,0.75,True,7,5.0,0.7142857142857143,True,7,5.0,0.7142857142857143,True,6,4.0,0.6666666666666666,True,6,4.0,0.6666666666666666,True,5,3.0,0.6,True,3,2.0,0.6666666666666666,True
s2_outline_210,4次,南島酒販株式会社,True,8,6.0,0.75,True,8,6.0,0.75,True,7,5.0,0.7142857142857143,True,7,5.0,0.7142857142857143,True,6,4.0,0.6666666666666666,True,6,4.0,0.6666666666666666,True,5,3.0,0.6,True,3,2.0,0.6666666666666666,True
s1_outline__190,2次,株式会社GOTENリゾート,True,8,4.0,0.5,False,7,4.0,0.5714285714285714,False,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s1_outline_32,1次,オリヒロエンジニアリング株式会社,False,8,2.0,0.25,False,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,7,1.0,0.14285714285714285,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s1_outline_41,1次,株式会社ビッグハウス,False,8,2.0,0.25,False,7,2.0,0.2857142857142857,False,7,1.0,0.14285714285714285,False,7,2.0,0.2857142857142857,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,4,1.0,0.25,False,3,0.0,0.0,False
s1_outline_75,1次,株式会社伝食,True,8,1.0,0.125,False,7,0.0,0.0,False,7,1.0,0.14285714285714285,False,7,1.0,0.14285714285714285,False,6,1.0,0.16666666666666666,False,5,0.0,0.0,False,4,0.0,0.0,False,3,0.0,0.0,False
s1_outline_80,1次,寧薬化学工業株式会社,True,8,2.0,0.25,False,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,7,1.0,0.14285714285714285,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s1_outline_82,1次,サン工業株式会社,False,8,1.0,0.125,False,7,1.0,0.14285714285714285,False,7,1.0,0.14285714285714285,False,7,1.0,0.14285714285714285,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s1_outline_104,1次,ヤマダイ株式会社,False,8,2.0,0.25,False,7,1.0,0.14285714285714285,False,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,2.0,0.3333333333333333,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s1_outline_156,2次,株式会社ダイセイ,True,8,3.0,0.375,False,7,3.0,0.42857142857142855,False,7,2.0,0.2857142857142857,False,7,3.0,0.42857142857142855,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s1_outline_159,2次,浦島観光ホテル株式会社,True,8,6.0,0.75,True,7,6.0,0.8571428571428571,True,7,5.0,0.7142857142857143,True,7,5.0,0.7142857142857143,True,6,4.0,0.6666666666666666,True,5,4.0,0.8,True,4,3.0,0.75,True,3,2.0,0.6666666666666666,True
s2_outline_68,3次,三友プラントサービス株式会社,False,8,0.0,0.0,False,7,0.0,0.0,False,7,0.0,0.0,False,7,0.0,0.0,False,6,0.0,0.0,False,5,0.0,0.0,False,4,0.0,0.0,False,3,0.0,0.0,False
s2_outline_137,4次,株式会社　博多屋,False,8,5.0,0.625,True,7,5.0,0.7142857142857143,True,7,4.0,0.5714285714285714,False,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,5,3.0,0.6,True,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s2_outline_171,4次,オギハラ食品株式会社,False,8,5.0,0.625,True,7,5.0,0.7142857142857143,True,7,4.0,0.5714285714285714,False,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,5,3.0,0.6,True,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s2_outline_205,3次,八戸酒造株式会社,False,8,5.0,0.625,True,7,5.0,0.7142857142857143,True,7,4.0,0.5714285714285714,False,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,5,3.0,0.6,True,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s2_outline_212,3次,キングパーツ株式会社,True,8,1.0,0.125,False,7,1.0,0.14285714285714285,False,7,1.0,0.14285714285714285,False,7,1.0,0.14285714285714285,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s2_outline_218,4次,株式会社エム・ケー・ケー,True,8,5.0,0.625,True,7,5.0,0.7142857142857143,True,7,4.0,0.5714285714285714,False,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,5,3.0,0.6,True,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s1_outline__199,2次,株式会社ティー・シー・ピー,True,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,2.0,0.3333333333333333,False,6,2.0,0.3333333333333333,False,5,1.0,0.2,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s1_outline_8,1次,サムテック株式会社,True,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,2.0,0.3333333333333333,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s1_outline_46,1次,株式会社アイスコ,False,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,3.0,0.5,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,5,2.0,0.4,False,4,2.0,0.5,False,3,2.0,0.6666666666666666,True
s1_outline_81,1次,デーバー加工サービス㈱,False,7,1.0,0.14285714285714285,False,7,1.0,0.14285714285714285,False,6,1.0,0.16666666666666666,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,5,1.0,0.2,False,4,1.0,0.25,False,3,0.0,0.0,False
s1_outline_170,1次,株式会社光製作所,False,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,2.0,0.3333333333333333,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,5,2.0,0.4,False,4,2.0,0.5,False,3,2.0,0.6666666666666666,True
s2_outline_16,3次,株式会社ヤマキ,False,7,4.0,0.5714285714285714,False,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,6,3.0,0.5,False,5,2.0,0.4,False,5,2.0,0.4,False,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s2_outline_32,3次,第一物産株式会社,True,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,1.0,0.16666666666666666,False,6,2.0,0.3333333333333333,False,5,1.0,0.2,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s2_outline_42,3次,中央製乳株式会社,True,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,2.0,0.3333333333333333,False,6,2.0,0.3333333333333333,False,5,1.0,0.2,False,5,1.0,0.2,False,4,0.0,0.0,False,3,0.0,0.0,False
s2_outline_48,3次,株式会社サンワ,False,7,1.0,0.14285714285714285,False,7,1.0,0.14285714285714285,False,6,1.0,0.16666666666666666,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,5,1.0,0.2,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s2_outline_70,3次,株式会社光製作所,False,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,2.0,0.3333333333333333,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,5,2.0,0.4,False,4,2.0,0.5,False,3,2.0,0.6666666666666666,True
s2_outline_87,3次,長野牛乳株式会社,False,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,2.0,0.3333333333333333,False,6,1.0,0.16666666666666666,False,5,1.0,0.2,False,5,1.0,0.2,False,4,0.0,0.0,False,3,0.0,0.0,False
s2_outline_105,3次,株式会社シード,False,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,3.0,0.5,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,5,2.0,0.4,False,4,2.0,0.5,False,3,2.0,0.6666666666666666,True
s2_outline_106,3次,河淳株式会社,False,7,3.0,0.42857142857142855,False,7,3.0,0.42857142857142855,False,6,3.0,0.5,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,5,2.0,0.4,False,4,1.0,0.25,False,3,1.0,0.3333333333333333,False
s2_outline_109,3次,株式会社ヤマイシ,False,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,1.0,0.16666666666666666,False,6,2.0,0.3333333333333333,False,5,1.0,0.2,False,5,1.0,0.2,False,4,0.0,0.0,False,3,0.0,0.0,False
s2_outline_116,4次,奥伊吹観光株式会社,True,7,5.0,0.7142857142857143,True,7,5.0,0.7142857142857143,True,6,4.0,0.6666666666666666,True,6,4.0,0.6666666666666666,True,5,3.0,0.6,True,5,3.0,0.6,True,4,2.0,0.5,False,3,2.0,0.6666666666666666,True
s2_outline_122,4次,杉プラスチック工業株式会社,False,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,1.0,0.16666666666666666,False,6,2.0,0.3333333333333333,False,5,1.0,0.2,False,5,1.0,0.2,False,4,0.0,0.0,False,3,0.0,0.0,False
s2_outline_194,4次,リバードコーポレーション株式会社,True,7,5.0,0.7142857142857143,True,7,5.0,0.7142857142857143,True,6,4.0,0.6666666666666666,True,6,4.0,0.6666666666666666,True,5,3.0,0.6,True,5,3.0,0.6,True,4,2.0,0.5,False,3,1.0,0.3333333333333333,False
s2_outline_197,3次,株式会社ファイン,True,7,2.0,0.2857142857142857,False,7,2.0,0.2857142857142857,False,6,2.0,0.3333333333333333,False,6,2.0,0.3333333333333333,False,5,2.0,0.4,False,5,2.0,0.4,False,4,2.0,0.5,False,3,2.0,0.6666666666666666,True
s2_outline_206,4次,能勢酒造株式会社,True,7,4.0,0.5714285714285714,False,7,4.0,0.5714285714285714,False,6,3.0,0.5,False,6,3.0,0.5,False,5,2.0,0.4,False,5,2.0,0.4,False,4,1.0,0.25,False,3,0.0,0.0,False
