case_id,round,company,merge_key,has_financial_confirmation,financial_institution,official_list_url,core28
s2_outline_144,4次,株式会社シー・エス・ケイ,4次|株式会社シー・エス・ケイ,True,群馬銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_138,4次,株式会社ジーケーエス,4次|株式会社ジーケーエス,True,大垣西濃信用金庫,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_158,4次,株式会社セントラルフード,4次|株式会社セントラルフード,True,足利銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_125,4次,株式会社タンケンシールセーコウ,4次|株式会社タンケンシールセーコウ,True,三井住友銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_160,4次,株式会社ダイドー,4次|株式会社ダイドー,True,みずほ銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_161,4次,株式会社デイリーエッグ,4次|株式会社デイリーエッグ,True,中国銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_227,4次,株式会社トノックス,4次|株式会社トノックス,True,横浜銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_219,4次,株式会社ナリコマフード,4次|株式会社ナリコマフード,True,三井住友銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_221,4次,株式会社ニシムタ,4次|株式会社ニシムタ,True,鹿児島銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,True
s2_outline_191,4次,株式会社ビクトリー,4次|株式会社ビクトリー,True,商工組合中央金庫,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_130,4次,株式会社ピカソナチュラルズ,4次|株式会社ピカソナチュラルズ,True,三菱UFJ銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_228,4次,株式会社ベネフル,4次|株式会社ベネフル,True,南都銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_178,4次,株式会社メタルテック,4次|株式会社メタルテック,True,三菱UFJ銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_121,4次,株式会社ヤマキ食品,4次|株式会社ヤマキ食品,True,第四北越銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,True
s2_outline_133,4次,株式会社ユタカ,4次|株式会社ユタカ,True,広島銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_143,4次,株式会社ライズクリエイション,4次|株式会社ライズクリエイション,True,鳥取銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_135,4次,株式会社リバイト,4次|株式会社リバイト,True,日本政策金融公庫,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_195,4次,株式会社レクザム,4次|株式会社レクザム,True,香川銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,True
s2_outline_157,4次,株式会社ワイズマート,4次|株式会社ワイズマート,True,三井住友銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_131,4次,株式会社中村畜産,4次|株式会社中村畜産,True,足利銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_118,4次,株式会社光洋,4次|株式会社光洋,True,三菱UFJ銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_182,4次,株式会社北十,4次|株式会社北十,True,三十三銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_165,4次,株式会社南鐵建,4次|株式会社南鐵建,True,豊橋信用金庫,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_152,4次,株式会社大熊製作所,4次|株式会社大熊製作所,True,埼玉りそな銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_225,4次,株式会社山本製作所,4次|株式会社山本製作所,True,広島銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_181,4次,株式会社手原産業倉庫,4次|株式会社手原産業倉庫,True,滋賀銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_166,4次,株式会社新潟食品運輸,4次|株式会社新潟食品運輸,True,第四北越銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_164,4次,株式会社東豊精工,4次|株式会社東豊精工,True,三井住友銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_180,4次,株式会社森田あられ,4次|株式会社森田あられ,True,三井住友銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_150,4次,株式会社玉子屋,4次|株式会社玉子屋,True,三菱UFJ銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_172,4次,株式会社環境整備産業,4次|株式会社環境整備産業,True,大分銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,True
s2_outline_119,4次,株式会社群馬コイケ,4次|株式会社群馬コイケ,True,千葉銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_134,4次,池田薬品工業株式会社,4次|池田薬品工業株式会社,True,北陸銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_117,4次,瀬戸内海印刷株式会社,4次|瀬戸内海印刷株式会社,True,広島銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_187,4次,石坂産業株式会社,4次|石坂産業株式会社,True,三井住友銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_206,4次,能勢酒造株式会社,4次|能勢酒造株式会社,True,京都銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_170,4次,鈴木鉄工株式会社,4次|鈴木鉄工株式会社,True,西尾信用金庫,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
s2_outline_217,4次,院庄林業株式会社,4次|院庄林業株式会社,True,中国銀行,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,False
