case_id,company,round_original,application_round,round_changed,old_core29,new_core28,membership_change
s1_outline_93,ウイング株式会社,1次,1次,False,False,False,unchanged
s1_outline__194,ZACROS株式会社,2次,2次,False,False,False,unchanged
s1_outline_67,アドバンス電気工業株式会社,1次,1次,False,False,False,unchanged
s2_outline_74,株式会社山福,3次,3次,False,False,False,unchanged
s1_outline_23,株式会社ジェーイーエル,1次,1次,False,False,False,unchanged
s1_outline_123,株式会社タケエイ,1次,2次,True,False,False,unchanged
s1_outline_153,株式会社越後屋,1次,2次,True,False,False,unchanged
s1_outline_155,株式会社スギノマシン,1次,2次,True,False,False,unchanged
s1_outline_168,株式会社大真空,1次,2次,True,False,False,unchanged
s1_outline_171,昭和産業株式会社,1次,2次,True,False,False,unchanged
s2_outline_22,味覚糖株式会社,3次,3次,False,False,False,unchanged
s1_outline__192,池田糖化工業株式会社,2次,2次,False,False,False,unchanged
s1_outline_30,株式会社メイドー,1次,1次,False,False,False,unchanged
s1_outline_108,株式会社ミラプロ,1次,2次,True,False,False,unchanged
s2_outline_41,藤本化学製品株式会社,3次,3次,False,False,False,unchanged
s2_outline_147,株式会社　進和,4次,4次,False,False,False,unchanged
s1_outline_43,丸井産業株式会社,1次,1次,False,False,False,unchanged
s1_outline_99,株式会社オーレック,1次,1次,False,False,False,unchanged
s1_outline_101,株式会社正興電機製作所,1次,1次,False,False,False,unchanged
s1_outline_110,株式会社菰下鎔断,1次,2次,True,False,False,unchanged
s1_outline_111,株式会社向山工場,1次,2次,True,False,False,unchanged
s1_outline_119,株式会社フルヤ金属,1次,1次,False,False,False,unchanged
s1_outline_136,まねき食品株式会社,1次,2次,True,False,False,unchanged
s2_outline_63,エックスサーバー株式会社,3次,3次,False,False,False,unchanged
s2_outline_187,石坂産業株式会社,4次,4次,False,False,False,unchanged
s1_outline_17,進工業株式会社,1次,1次,False,False,False,unchanged
s1_outline_132,株式会社ヨシノ自動車,1次,2次,True,False,False,unchanged
s2_outline_18,DOWAパワーデバイス株式会社,3次,3次,False,False,False,unchanged
s2_outline_71,至誠堂製薬株式会社,3次,3次,False,False,False,unchanged
s2_outline_86,ヤマトスチール株式会社,3次,3次,False,False,False,unchanged
s2_outline_130,株式会社ピカソナチュラルズ,4次,4次,False,False,False,unchanged
s2_outline_186,株式会社PXP,3次,3次,False,False,False,unchanged
s2_outline_222,株式会社 日本橋冷凍手島商店,4次,4次,False,False,False,unchanged
s1_outline_84,株式会社マグナ・ワイヤレス,1次,1次,False,False,False,unchanged
s1_outline_129,株式会社浜屋,1次,2次,True,False,False,unchanged
s2_outline_141,古川電気工業株式会社,4次,4次,False,False,False,unchanged
s2_outline_144,株式会社シー・エス・ケイ,4次,4次,False,False,False,unchanged
s2_outline_189,吉田海運ロジソリューションズ株式会社,4次,4次,False,False,False,unchanged
s2_outline_131,株式会社中村畜産,4次,4次,False,False,False,unchanged
s2_outline_183,ナカシマヘルスフォース株式会社,4次,4次,False,False,False,unchanged
s2_outline_225,株式会社山本製作所,4次,4次,False,False,False,unchanged
s1_outline_131,株式会社遠藤写真工芸所,1次,2次,True,False,False,unchanged
s1_outline_109,マイクロカット株式会社,1次,2次,True,False,False,unchanged
s1_outline_120,旭陽電気株式会社,1次,2次,True,False,False,unchanged
s1_outline_126,高末株式会社,1次,2次,True,False,False,unchanged
s1_outline_139,川﨑工業株式会社,1次,2次,True,False,False,unchanged
s2_outline_77,株式会社やまみ,3次,3次,False,False,False,unchanged
s2_outline_82,ハマダレクテック株式会社,3次,3次,False,False,False,unchanged
s2_outline_165,株式会社南鐵建,4次,4次,False,False,False,unchanged
s2_outline_173,栄屋乳業株式会社,3次,3次,False,False,False,unchanged
s1_outline__203,株式会社東映京都スタジオ,2次,2次,False,False,False,unchanged
s1_outline_2,株式会社アイ・テック,1次,1次,False,False,False,unchanged
s1_outline_114,株式会社中西製作所,1次,2次,True,False,False,unchanged
s1_outline_140,新生電子株式会社,1次,2次,True,False,False,unchanged
s1_outline_141,共栄フード株式会社,1次,2次,True,False,False,unchanged
