case_id,round,company,metric_no,metric_label,company_value,applicant_median,relative_gap_below_benchmark,absolute_relative_gap_lt_1pct,absolute_relative_gap_lt_5pct,absolute_relative_gap_lt_10pct,primary_core28
s1_outline_80,1次,寧薬化学工業株式会社,2,全社売上高増加額,20.0,19.5,-0.02564102564102564,False,True,True,False
s1_outline_82,1次,サン工業株式会社,2,全社売上高増加額,34.4,19.5,-0.764102564102564,False,False,False,False
s1_outline_104,1次,ヤマダイ株式会社,2,全社売上高増加額,47.0,19.5,-1.4102564102564104,False,False,False,False
s1_outline_156,2次,株式会社ダイセイ,2,全社売上高増加額,11.93123,23.1,0.48349653679653687,False,False,False,False
s1_outline_159,2次,浦島観光ホテル株式会社,2,全社売上高増加額,14.0,23.1,0.393939393939394,False,False,False,True
s2_outline_68,3次,三友プラントサービス株式会社,2,全社売上高増加額,56.0,42.2,-0.3270142180094786,False,False,False,False
s2_outline_137,4次,株式会社　博多屋,2,全社売上高増加額,4.35,38.5,0.887012987012987,False,False,False,True
s2_outline_171,4次,オギハラ食品株式会社,2,全社売上高増加額,31.43,38.5,0.18363636363636365,False,False,False,True
s2_outline_205,3次,八戸酒造株式会社,2,全社売上高増加額,7.1,42.2,0.8317535545023697,False,False,False,True
s2_outline_212,3次,キングパーツ株式会社,2,全社売上高増加額,53.0,42.2,-0.25592417061611367,False,False,False,False
s2_outline_218,4次,株式会社エム・ケー・ケー,2,全社売上高増加額,23.25,38.5,0.3961038961038961,False,False,False,True
s1_outline__199,2次,株式会社ティー・シー・ピー,2,全社売上高増加額,41.0,23.1,-0.7748917748917747,False,False,False,False
s1_outline_8,1次,サムテック株式会社,2,全社売上高増加額,75.0,19.5,-2.8461538461538463,False,False,False,False
s1_outline_46,1次,株式会社アイスコ,2,全社売上高増加額,551.0,19.5,-27.256410256410255,False,False,False,False
s1_outline_81,1次,デーバー加工サービス㈱,2,全社売上高増加額,16.0,19.5,0.1794871794871795,False,False,False,False
s1_outline_170,1次,株式会社光製作所,2,全社売上高増加額,26.0,19.5,-0.3333333333333333,False,False,False,False
s2_outline_16,3次,株式会社ヤマキ,2,全社売上高増加額,37.5,42.2,0.11137440758293844,False,False,False,False
s2_outline_32,3次,第一物産株式会社,2,全社売上高増加額,53.7,42.2,-0.2725118483412322,False,False,False,False
s2_outline_42,3次,中央製乳株式会社,2,全社売上高増加額,54.0,42.2,-0.2796208530805686,False,False,False,False
