case_id,round,company,metric_no,metric_label,company_value,applicant_median,relative_gap_below_benchmark,absolute_relative_gap_lt_1pct,absolute_relative_gap_lt_5pct,absolute_relative_gap_lt_10pct,primary_core28
s2_outline_67,3次,千代田空調機器株式会社,7,補助事業年平均労働生産性の伸び,33.2,22.0,-0.5090909090909093,False,False,False,False
s2_outline_79,3次,大京株式会社,7,補助事業年平均労働生産性の伸び,23.5,22.0,-0.06818181818181818,False,False,True,False
s2_outline_160,4次,株式会社ダイドー,7,補助事業年平均労働生産性の伸び,19.8,25.0,0.20799999999999996,False,False,False,False
s2_outline_215,3次,昭和化工株式会社,7,補助事業年平均労働生産性の伸び,27.7,22.0,-0.25909090909090904,False,False,False,False
s2_outline_220,4次,富田薬品株式会社,7,補助事業年平均労働生産性の伸び,9.6,25.0,0.616,False,False,False,False
s2_outline_230,4次,株式会社アイ・グラン・ソリューション,7,補助事業年平均労働生産性の伸び,17.6,25.0,0.29599999999999993,False,False,False,False
s2_outline_157,4次,株式会社ワイズマート,7,補助事業年平均労働生産性の伸び,10.6,25.0,0.5760000000000001,False,False,False,False
s2_outline_231,4次,創建ホーム株式会社,7,補助事業年平均労働生産性の伸び,46.0,25.0,-0.84,False,False,False,False
s2_outline_21,3次,健栄製薬株式会社,7,補助事業年平均労働生産性の伸び,12.3,22.0,0.44090909090909086,False,False,False,False
s2_outline_39,3次,名古屋東部陸運株式会社,7,補助事業年平均労働生産性の伸び,22.0,22.0,0.0,True,True,True,False
s2_outline_191,4次,株式会社ビクトリー,7,補助事業年平均労働生産性の伸び,21.6,25.0,0.13599999999999995,False,False,False,False
s1_outline_93,1次,ウイング株式会社,7,補助事業年平均労働生産性の伸び,34.8,12.0,-1.8999999999999997,False,False,False,False
s1_outline__194,2次,ZACROS株式会社,7,補助事業年平均労働生産性の伸び,23.0,17.0,-0.35294117647058826,False,False,False,False
s1_outline_67,1次,アドバンス電気工業株式会社,7,補助事業年平均労働生産性の伸び,5.9,12.0,0.5083333333333333,False,False,False,False
s1_outline_23,1次,株式会社ジェーイーエル,7,補助事業年平均労働生産性の伸び,24.36,12.0,-1.03,False,False,False,False
s1_outline_123,2次,株式会社タケエイ,7,補助事業年平均労働生産性の伸び,94.5,17.0,-4.5588235294117645,False,False,False,False
s1_outline_153,2次,株式会社越後屋,7,補助事業年平均労働生産性の伸び,13.5,17.0,0.20588235294117646,False,False,False,False
s1_outline_155,2次,株式会社スギノマシン,7,補助事業年平均労働生産性の伸び,14.3,17.0,0.15882352941176467,False,False,False,False
s1_outline_168,2次,株式会社大真空,7,補助事業年平均労働生産性の伸び,12.2,17.0,0.28235294117647064,False,False,False,False
s1_outline_171,2次,昭和産業株式会社,7,補助事業年平均労働生産性の伸び,18.6,17.0,-0.09411764705882361,False,False,True,False
s2_outline_22,3次,味覚糖株式会社,7,補助事業年平均労働生産性の伸び,20.1,22.0,0.0863636363636363,False,False,True,False
s1_outline__192,2次,池田糖化工業株式会社,7,補助事業年平均労働生産性の伸び,126.5,17.0,-6.4411764705882355,False,False,False,False
s1_outline_30,1次,株式会社メイドー,7,補助事業年平均労働生産性の伸び,6.5,12.0,0.4583333333333333,False,False,False,False
s1_outline_108,2次,株式会社ミラプロ,7,補助事業年平均労働生産性の伸び,12.0,17.0,0.29411764705882354,False,False,False,False
s2_outline_41,3次,藤本化学製品株式会社,7,補助事業年平均労働生産性の伸び,36.3,22.0,-0.6499999999999999,False,False,False,False
s2_outline_147,4次,株式会社　進和,7,補助事業年平均労働生産性の伸び,20.2,25.0,0.19200000000000003,False,False,False,False
s1_outline_43,1次,丸井産業株式会社,7,補助事業年平均労働生産性の伸び,5.79,12.0,0.5175,False,False,False,False
s1_outline_99,1次,株式会社オーレック,7,補助事業年平均労働生産性の伸び,12.0,12.0,0.0,True,True,True,False
s1_outline_101,1次,株式会社正興電機製作所,7,補助事業年平均労働生産性の伸び,5.45,12.0,0.5458333333333333,False,False,False,False
s1_outline_110,2次,株式会社菰下鎔断,7,補助事業年平均労働生産性の伸び,11.2,17.0,0.34117647058823536,False,False,False,False
s1_outline_111,2次,株式会社向山工場,7,補助事業年平均労働生産性の伸び,6.2,17.0,0.6352941176470589,False,False,False,False
s1_outline_119,1次,株式会社フルヤ金属,7,補助事業年平均労働生産性の伸び,17.0,12.0,-0.4166666666666667,False,False,False,False
s1_outline_136,2次,まねき食品株式会社,7,補助事業年平均労働生産性の伸び,37.4,17.0,-1.2,False,False,False,False
s2_outline_63,3次,エックスサーバー株式会社,7,補助事業年平均労働生産性の伸び,56.2,22.0,-1.5545454545454547,False,False,False,False
s2_outline_187,4次,石坂産業株式会社,7,補助事業年平均労働生産性の伸び,28.5,25.0,-0.14,False,False,False,False
s1_outline_17,1次,進工業株式会社,7,補助事業年平均労働生産性の伸び,19.78,12.0,-0.6483333333333334,False,False,False,False
s1_outline_132,2次,株式会社ヨシノ自動車,7,補助事業年平均労働生産性の伸び,36.3,17.0,-1.1352941176470586,False,False,False,False
s2_outline_18,3次,DOWAパワーデバイス株式会社,7,補助事業年平均労働生産性の伸び,25.8,22.0,-0.17272727272727276,False,False,False,False
s2_outline_71,3次,至誠堂製薬株式会社,7,補助事業年平均労働生産性の伸び,63.7,22.0,-1.8954545454545455,False,False,False,False
s2_outline_86,3次,ヤマトスチール株式会社,7,補助事業年平均労働生産性の伸び,19.1,22.0,0.13181818181818175,False,False,False,False
s2_outline_130,4次,株式会社ピカソナチュラルズ,7,補助事業年平均労働生産性の伸び,27.3,25.0,-0.09200000000000003,False,False,True,False
s2_outline_186,3次,株式会社PXP,7,補助事業年平均労働生産性の伸び,48.0,22.0,-1.1818181818181819,False,False,False,False
s2_outline_222,4次,株式会社 日本橋冷凍手島商店,7,補助事業年平均労働生産性の伸び,30.6,25.0,-0.22400000000000006,False,False,False,False
s1_outline_84,1次,株式会社マグナ・ワイヤレス,7,補助事業年平均労働生産性の伸び,114.4,12.0,-8.533333333333333,False,False,False,False
s1_outline_129,2次,株式会社浜屋,7,補助事業年平均労働生産性の伸び,214.8,17.0,-11.63529411764706,False,False,False,False
s2_outline_141,4次,古川電気工業株式会社,7,補助事業年平均労働生産性の伸び,32.1,25.0,-0.28400000000000003,False,False,False,False
s2_outline_144,4次,株式会社シー・エス・ケイ,7,補助事業年平均労働生産性の伸び,26.5,25.0,-0.06,False,False,True,False
s2_outline_189,4次,吉田海運ロジソリューションズ株式会社,7,補助事業年平均労働生産性の伸び,25.2,25.0,-0.007999999999999972,True,True,True,False
s2_outline_131,4次,株式会社中村畜産,7,補助事業年平均労働生産性の伸び,59.3,25.0,-1.3719999999999999,False,False,False,False
s2_outline_183,4次,ナカシマヘルスフォース株式会社,7,補助事業年平均労働生産性の伸び,12.6,25.0,0.496,False,False,False,False
s2_outline_225,4次,株式会社山本製作所,7,補助事業年平均労働生産性の伸び,37.6,25.0,-0.504,False,False,False,False
s1_outline_131,2次,株式会社遠藤写真工芸所,7,補助事業年平均労働生産性の伸び,52.2,17.0,-2.070588235294118,False,False,False,False
s1_outline_109,2次,マイクロカット株式会社,7,補助事業年平均労働生産性の伸び,17.0,17.0,0.0,True,True,True,False
s1_outline_120,2次,旭陽電気株式会社,7,補助事業年平均労働生産性の伸び,26.0,17.0,-0.5294117647058824,False,False,False,False
s1_outline_126,2次,高末株式会社,7,補助事業年平均労働生産性の伸び,45.0,17.0,-1.6470588235294117,False,False,False,False
s1_outline_139,2次,川﨑工業株式会社,7,補助事業年平均労働生産性の伸び,15.5,17.0,0.08823529411764706,False,False,True,False
s2_outline_77,3次,株式会社やまみ,7,補助事業年平均労働生産性の伸び,30.0,22.0,-0.36363636363636365,False,False,False,False
s2_outline_82,3次,ハマダレクテック株式会社,7,補助事業年平均労働生産性の伸び,30.8,22.0,-0.4,False,False,False,False
s2_outline_165,4次,株式会社南鐵建,7,補助事業年平均労働生産性の伸び,35.0,25.0,-0.4,False,False,False,False
s2_outline_173,3次,栄屋乳業株式会社,7,補助事業年平均労働生産性の伸び,38.5,22.0,-0.75,False,False,False,False
s1_outline__203,2次,株式会社東映京都スタジオ,7,補助事業年平均労働生産性の伸び,31.7,17.0,-0.8647058823529411,False,False,False,False
s1_outline_2,1次,株式会社アイ・テック,7,補助事業年平均労働生産性の伸び,44.7,12.0,-2.725,False,False,False,False
s1_outline_114,2次,株式会社中西製作所,7,補助事業年平均労働生産性の伸び,33.3,17.0,-0.9588235294117645,False,False,False,False
s1_outline_140,2次,新生電子株式会社,7,補助事業年平均労働生産性の伸び,32.0,17.0,-0.8823529411764706,False,False,False,False
s1_outline_141,2次,共栄フード株式会社,7,補助事業年平均労働生産性の伸び,37.1,17.0,-1.1823529411764706,False,False,False,False
s1_outline_145,2次,株式会社小松電業所,7,補助事業年平均労働生産性の伸び,31.2,17.0,-0.8352941176470587,False,False,False,False
s2_outline_89,3次,北海道乳業株式会社,7,補助事業年平均労働生産性の伸び,30.1,22.0,-0.3681818181818182,False,False,False,False
s2_outline_139,4次,株式会社エルス,7,補助事業年平均労働生産性の伸び,33.0,25.0,-0.32,False,False,False,False
s1_outline_24,1次,株式会社フジキン,7,補助事業年平均労働生産性の伸び,18.0,12.0,-0.5,False,False,False,False
s2_outline_234,3次,日本エア・リキード合同会社,7,補助事業年平均労働生産性の伸び,41.3,22.0,-0.8772727272727271,False,False,False,False
s1_outline_143,2次,株式会社ロッキー,7,補助事業年平均労働生産性の伸び,22.8,17.0,-0.34117647058823536,False,False,False,False
s1_outline__181,2次,株式会社ホテルニューアワジ,8,付加価値増加額（簡易補正推計）,11.35134,9.1,-0.2474000000000001,False,False,False,True
s1_outline__195,2次,アシザワ・ファインテック株式会社,8,付加価値増加額（簡易補正推計）,8.2698,9.1,0.09123076923076918,False,False,True,False
s1_outline__196,1次,株式会社八立製作所,8,付加価値増加額（簡易補正推計）,4.816680000000001,5.1,0.055552941176470375,False,False,True,False
s2_outline_99,3次,株式会社シュゼット・ホールディングス,8,付加価値増加額（簡易補正推計）,5.38692,15.7,0.656884076433121,False,False,False,True
s2_outline_128,3次,株式会社タカラ倉庫運輸サービス,8,付加価値増加額（簡易補正推計）,20.79946,15.7,-0.3248063694267516,False,False,False,False
s2_outline_24,3次,高知食糧株式会社,8,付加価値増加額（簡易補正推計）,6.84288,15.7,0.5641477707006368,False,False,False,True
s2_outline_149,4次,株式会社サン海苔,8,付加価値増加額（簡易補正推計）,5.768136000000001,12.9,0.5528576744186046,False,False,False,True
s2_outline_172,4次,株式会社環境整備産業,8,付加価値増加額（簡易補正推計）,8.087750000000002,12.9,0.3730426356589146,False,False,False,True
s1_outline_27,1次,株式会社クラタ,8,付加価値増加額（簡易補正推計）,7.853582,5.1,-0.5399180392156865,False,False,False,False
s1_outline_39,1次,株式会社ハウゼコ,8,付加価値増加額（簡易補正推計）,8.261000000000001,5.1,-0.6198039215686277,False,False,False,False
s1_outline_49,1次,株式会社ＡＫシステム,8,付加価値増加額（簡易補正推計）,3.5865500000000003,5.1,0.2967549019607842,False,False,False,False
s1_outline_63,1次,株式会社オティックスホールディングス,8,付加価値増加額（簡易補正推計）,2.6049100000000003,5.1,0.48923333333333324,False,False,False,True
s1_outline_164,1次,株式会社福砂屋グループ,8,付加価値増加額（簡易補正推計）,7.93606,5.1,-0.5560901960784316,False,False,False,False
s2_outline_145,4次,株式会社シャノワール,8,付加価値増加額（簡易補正推計）,12.881769999999998,12.9,0.0014131782945738475,True,True,True,False
s1_outline__179,1次,アサヒセイレン中部株式会社,8,付加価値増加額（簡易補正推計）,7.090490000000001,5.1,-0.3902921568627454,False,False,False,False
s1_outline__200,1次,株式会社イズミテクノ,8,付加価値増加額（簡易補正推計）,10.34748,5.1,-1.0289176470588235,False,False,False,False
s1_outline_40,1次,千代田鋼鉄工業株式会社,8,付加価値増加額（簡易補正推計）,7.399700000000001,5.1,-0.4509215686274513,False,False,False,False
s1_outline_45,1次,山本ビニター株式会社,8,付加価値増加額（簡易補正推計）,6.57624,5.1,-0.28945882352941193,False,False,False,False
s1_outline_47,1次,ポーライト株式会社,8,付加価値増加額（簡易補正推計）,8.78031,5.1,-0.721629411764706,False,False,False,False
s1_outline_66,1次,株式会社アルプスツール,8,付加価値増加額（簡易補正推計）,8.90428,5.1,-0.7459372549019609,False,False,False,False
s1_outline_102,1次,冬木工業株式会社,8,付加価値増加額（簡易補正推計）,6.307840000000001,5.1,-0.23683137254901981,False,False,False,False
s1_outline_103,1次,オーケー化成株式会社,8,付加価値増加額（簡易補正推計）,7.12965,5.1,-0.3979705882352942,False,False,False,False
s2_outline_15,3次,賀谷セロファン株式会社,8,付加価値増加額（簡易補正推計）,10.83368,15.7,0.30995668789808917,False,False,False,False
s2_outline_30,3次,東洋スクリーン工業株式会社,8,付加価値増加額（簡易補正推計）,14.628460000000002,15.7,0.06825095541401255,False,False,True,False
s2_outline_83,3次,株式会社キド,8,付加価値増加額（簡易補正推計）,12.24828,15.7,0.2198547770700637,False,False,False,False
s2_outline_95,3次,山崎商事運輸株式会社,8,付加価値増加額（簡易補正推計）,9.892080000000002,15.7,0.36993121019108266,False,False,False,True
s2_outline_110,3次,学校法人花沢学園,8,付加価値増加額（簡易補正推計）,11.29612,15.7,0.28050191082802545,False,False,False,False
s2_outline_155,4次,信和化工株式会社,8,付加価値増加額（簡易補正推計）,7.848841000000001,12.9,0.3915627131782945,False,False,False,False
s2_outline_164,4次,株式会社東豊精工,8,付加価値増加額（簡易補正推計）,12.574980000000002,12.9,0.025195348837209187,False,True,True,False
s2_outline_192,4次,フクビ岡山株式会社,8,付加価値増加額（簡易補正推計）,13.94052,12.9,-0.08066046511627899,False,False,True,True
s2_outline_228,4次,株式会社ベネフル,8,付加価値増加額（簡易補正推計）,6.862768000000001,12.9,0.468002480620155,False,False,False,False
s1_outline_20,1次,エスティケイテクノロジー株式会社,8,付加価値増加額（簡易補正推計）,7.76545,5.1,-0.522637254901961,False,False,False,False
s1_outline_35,1次,イグス株式会社,8,付加価値増加額（簡易補正推計）,12.208372,5.1,-1.3937984313725493,False,False,False,False
s1_outline_52,1次,株式会社平島,8,付加価値増加額（簡易補正推計）,6.37505,5.1,-0.2500098039215687,False,False,False,False
s1_outline_53,1次,マルコーフーズ株式会社,8,付加価値増加額（簡易補正推計）,3.640109000000001,5.1,0.2862531372549017,False,False,False,False
s1_outline_96,1次,大岡技研株式会社,8,付加価値増加額（簡易補正推計）,12.248148000000011,5.1,-1.4015976470588258,False,False,False,False
s2_outline_35,3次,株式会社北海道ちぬやファーム,8,付加価値増加額（簡易補正推計）,3.3614900000000003,15.7,0.7858923566878981,False,False,False,True
s2_outline_195,4次,株式会社レクザム,8,付加価値増加額（簡易補正推計）,4.8444,12.9,0.6244651162790698,False,False,False,True
s2_outline_232,3次,株式会社モリシタ,8,付加価値増加額（簡易補正推計）,1.4129500000000002,15.7,0.9100031847133758,False,False,False,True
s2_outline_27,3次,株式会社ライト製作所,8,付加価値増加額（簡易補正推計）,21.4731,15.7,-0.3677133757961783,False,False,False,False
s1_outline_58,1次,三晶エムイーシー株式会社,8,付加価値増加額（簡易補正推計）,11.932140000000002,5.1,-1.3396352941176477,False,False,False,False
s1_outline_77,1次,千寿製薬株式会社,8,付加価値増加額（簡易補正推計）,2.3267200000000003,5.1,0.5437803921568627,False,False,False,True
s1_outline_70,1次,協和工業株式会社,8,付加価値増加額（簡易補正推計）,5.118014,5.1,-0.003532156862745093,True,True,True,False
s1_outline_76,1次,安田工業株式会社,8,付加価値増加額（簡易補正推計）,11.675400000000002,5.1,-1.2892941176470594,False,False,False,False
s2_outline_134,4次,池田薬品工業株式会社,8,付加価値増加額（簡易補正推計）,13.654542154000003,12.9,-0.05849163984496145,False,False,True,False
s2_outline_135,4次,株式会社リバイト,8,付加価値増加額（簡易補正推計）,10.623195,12.9,0.17649651162790694,False,False,False,False
s2_outline_136,4次,木本製菓株式会社,8,付加価値増加額（簡易補正推計）,8.685776000000002,12.9,0.3266840310077518,False,False,False,False
s2_outline_168,4次,明和工業株式会社,8,付加価値増加額（簡易補正推計）,10.876074,12.9,0.1568934883720931,False,False,False,True
s2_outline_175,4次,化成工業株式会社,8,付加価値増加額（簡易補正推計）,17.01172,12.9,-0.318737984496124,False,False,False,False
s2_outline_221,4次,株式会社ニシムタ,8,付加価値増加額（簡易補正推計）,8.805654000000002,12.9,0.3173911627906975,False,False,False,True
s1_outline_31,1次,鎌長製衡株式会社,8,付加価値増加額（簡易補正推計）,5.977950000000001,5.1,-0.17214705882352965,False,False,False,False
s1_outline_78,1次,環境のミカタ株式会社,8,付加価値増加額（簡易補正推計）,9.75546,5.1,-0.9128352941176471,False,False,False,False
s2_outline_44,3次,株式会社アヤボ,8,付加価値増加額（簡易補正推計）,4.44543,15.7,0.7168515923566879,False,False,False,False
s2_outline_115,4次,株式会社コスモス食品,8,付加価値増加額（簡易補正推計）,7.249946,12.9,0.4379886821705427,False,False,False,True
s2_outline_121,4次,株式会社ヤマキ食品,8,付加価値増加額（簡易補正推計）,10.82631,12.9,0.16075116279069773,False,False,False,True
s2_outline_159,4次,株式会社　ファーストライン,8,付加価値増加額（簡易補正推計）,5.6709950000000005,12.9,0.560387984496124,False,False,False,True
s2_outline_210,4次,南島酒販株式会社,8,付加価値増加額（簡易補正推計）,6.51013,12.9,0.49533875968992247,False,False,False,True
s1_outline__190,2次,株式会社GOTENリゾート,8,付加価値増加額（簡易補正推計）,5.768950000000001,9.1,0.3660494505494504,False,False,False,False
s1_outline_32,1次,オリヒロエンジニアリング株式会社,8,付加価値増加額（簡易補正推計）,9.56472,5.1,-0.8754352941176471,False,False,False,False
s1_outline_41,1次,株式会社ビッグハウス,8,付加価値増加額（簡易補正推計）,3.44509,5.1,0.3244921568627451,False,False,False,False
s1_outline_75,1次,株式会社伝食,8,付加価値増加額（簡易補正推計）,10.811790000000002,5.1,-1.1199588235294122,False,False,False,False
s1_outline_80,1次,寧薬化学工業株式会社,8,付加価値増加額（簡易補正推計）,6.330280000000001,5.1,-0.24123137254901988,False,False,False,False
s1_outline_82,1次,サン工業株式会社,8,付加価値増加額（簡易補正推計）,10.4863,5.1,-1.056137254901961,False,False,False,False
s1_outline_104,1次,ヤマダイ株式会社,8,付加価値増加額（簡易補正推計）,9.2059,5.1,-0.8050784313725491,False,False,False,False
s1_outline_156,2次,株式会社ダイセイ,8,付加価値増加額（簡易補正推計）,5.266800000000001,9.1,0.42123076923076913,False,False,False,False
s1_outline_159,2次,浦島観光ホテル株式会社,8,付加価値増加額（簡易補正推計）,6.98324,9.1,0.23261098901098895,False,False,False,True
s2_outline_68,3次,三友プラントサービス株式会社,8,付加価値増加額（簡易補正推計）,34.57938,15.7,-1.2025082802547773,False,False,False,False
s2_outline_137,4次,株式会社　博多屋,8,付加価値増加額（簡易補正推計）,2.579940000000001,12.9,0.8000046511627906,False,False,False,True
s2_outline_171,4次,オギハラ食品株式会社,8,付加価値増加額（簡易補正推計）,12.779998,12.9,0.009302480620155,True,True,True,True
s2_outline_205,3次,八戸酒造株式会社,8,付加価値増加額（簡易補正推計）,2.9607600000000005,15.7,0.8114165605095541,False,False,False,True
s2_outline_212,3次,キングパーツ株式会社,8,付加価値増加額（簡易補正推計）,21.69299,15.7,-0.38171910828025496,False,False,False,False
s2_outline_218,4次,株式会社エム・ケー・ケー,8,付加価値増加額（簡易補正推計）,6.2355040000000015,12.9,0.5166275968992247,False,False,False,True
s1_outline__199,2次,株式会社ティー・シー・ピー,8,付加価値増加額（簡易補正推計）,4.306500000000001,9.1,0.5267582417582417,False,False,False,False
s1_outline_8,1次,サムテック株式会社,8,付加価値増加額（簡易補正推計）,12.201200000000002,5.1,-1.3923921568627455,False,False,False,False
s1_outline_46,1次,株式会社アイスコ,8,付加価値増加額（簡易補正推計）,5.65312,5.1,-0.10845490196078446,False,False,False,False
s1_outline_81,1次,デーバー加工サービス㈱,8,付加価値増加額（簡易補正推計）,7.872150000000001,5.1,-0.5435588235294121,False,False,False,False
s1_outline_170,1次,株式会社光製作所,8,付加価値増加額（簡易補正推計）,5.575680000000001,5.1,-0.09327058823529441,False,False,True,False
s2_outline_16,3次,株式会社ヤマキ,8,付加価値増加額（簡易補正推計）,15.698430000000002,15.7,9.999999999983483e-05,True,True,True,False
s2_outline_32,3次,第一物産株式会社,8,付加価値増加額（簡易補正推計）,10.76339,15.7,0.31443375796178347,False,False,False,False
s2_outline_42,3次,中央製乳株式会社,8,付加価値増加額（簡易補正推計）,12.356520000000002,15.7,0.21296050955414,False,False,False,False
s2_outline_48,3次,株式会社サンワ,8,付加価値増加額（簡易補正推計）,19.85885,15.7,-0.2648949044585988,False,False,False,False
s2_outline_70,3次,株式会社光製作所,8,付加価値増加額（簡易補正推計）,19.734,15.7,-0.25694267515923586,False,False,False,False
s2_outline_87,3次,長野牛乳株式会社,8,付加価値増加額（簡易補正推計）,19.004810000000003,15.7,-0.21049745222929958,False,False,False,False
s2_outline_105,3次,株式会社シード,8,付加価値増加額（簡易補正推計）,23.114300000000004,15.7,-0.4722484076433124,False,False,False,False
s2_outline_106,3次,河淳株式会社,8,付加価値増加額（簡易補正推計）,23.52768,15.7,-0.49857834394904466,False,False,False,False
s2_outline_109,3次,株式会社ヤマイシ,8,付加価値増加額（簡易補正推計）,13.06657,15.7,0.16773439490445854,False,False,False,False
s2_outline_116,4次,奥伊吹観光株式会社,8,付加価値増加額（簡易補正推計）,8.634076000000006,12.9,0.33069178294573603,False,False,False,True
s2_outline_122,4次,杉プラスチック工業株式会社,8,付加価値増加額（簡易補正推計）,9.730666000000005,12.9,0.24568480620155003,False,False,False,False
s2_outline_194,4次,リバードコーポレーション株式会社,8,付加価値増加額（簡易補正推計）,5.50935,12.9,0.5729186046511627,False,False,False,True
s2_outline_197,3次,株式会社ファイン,8,付加価値増加額（簡易補正推計）,16.922400000000003,15.7,-0.07785987261146522,False,False,True,False
s2_outline_206,4次,能勢酒造株式会社,8,付加価値増加額（簡易補正推計）,8.363311000000001,12.9,0.3516813178294573,False,False,False,False
s2_outline_216,3次,中本Fine Pack株式会社,8,付加価値増加額（簡易補正推計）,10.494880000000002,15.7,0.33153630573248394,False,False,False,False
s1_outline_25,1次,日本リファイン株式会社,8,付加価値増加額（簡易補正推計）,6.821650000000001,5.1,-0.3375784313725493,False,False,False,False
s2_outline_156,4次,上野ロジケム株式会社,8,付加価値増加額（簡易補正推計）,18.043036,12.9,-0.3986849612403101,False,False,False,False
s1_outline_16,1次,株式会社旭ウエルテック,8,付加価値増加額（簡易補正推計）,3.163798,5.1,0.37964745098039215,False,False,False,False
s1_outline_62,1次,サーパス工業株式会社,8,付加価値増加額（簡易補正推計）,33.843920000000004,5.1,-5.63606274509804,False,False,False,False
s1_outline_72,1次,ヤマセ電気株式会社,8,付加価値増加額（簡易補正推計）,12.80862,5.1,-1.5114941176470589,False,False,False,False
s1_outline_85,1次,マルコ工業株式会社,8,付加価値増加額（簡易補正推計）,3.6007400000000005,5.1,0.2939725490196077,False,False,False,False
s2_outline_3,3次,さくら不動産株式会社,8,付加価値増加額（簡易補正推計）,1.99639,15.7,0.8728414012738853,False,False,False,False
s2_outline_40,3次,株式会社英楽,8,付加価値増加額（簡易補正推計）,10.65856,15.7,0.3211108280254777,False,False,False,False
s2_outline_85,3次,Ｌ物流株式会社,8,付加価値増加額（簡易補正推計）,15.46292,15.7,0.015100636942675086,False,True,True,False
s2_outline_208,4次,NICHIRO株式会社,8,付加価値増加額（簡易補正推計）,20.751203000000004,12.9,-0.6086203875968995,False,False,False,False
s1_outline_95,1次,ナミックス株式会社,8,付加価値増加額（簡易補正推計）,31.449880000000004,5.1,-5.166643137254903,False,False,False,False
s1_outline_162,2次,信光陸運株式会社,8,付加価値増加額（簡易補正推計）,7.240200000000001,9.1,0.20437362637362627,False,False,False,False
s2_outline_52,3次,株式会社GYXUS,8,付加価値増加額（簡易補正推計）,17.498272,15.7,-0.11453961783439495,False,False,False,False
s2_outline_91,3次,ＫＩＤＯ　ＰＡＣＫＡＧＩＮＧ株式会社,8,付加価値増加額（簡易補正推計）,20.51819,15.7,-0.30689108280254784,False,False,False,False
s2_outline_161,4次,株式会社デイリーエッグ,8,付加価値増加額（簡易補正推計）,17.295520000000003,12.9,-0.34073798449612425,False,False,False,False
s1_outline_50,1次,株式会社松尾製作所,8,付加価値増加額（簡易補正推計）,21.75393,5.1,-3.265476470588236,False,False,False,True
s2_outline_65,3次,ハビックス株式会社,8,付加価値増加額（簡易補正推計）,18.34261,15.7,-0.16831910828025487,False,False,False,False
