dataset,record_key,case_id,company,field,before,after
cases.csv,s1_outline__181,s1_outline__181,株式会社ホテルニューアワジ,scope,不明,共同申請（幹事企業）
cases.csv,s1_outline__188,s1_outline__188,山城金属株式会社,sales_growth_rate_definition,stated_undefined,target_base_ratio
cases.csv,s1_outline__195,s1_outline__195,アシザワ・ファインテック株式会社,scope,,会社全体／拠点別併記
cases.csv,s1_outline__198,s1_outline__198,ユニコム株式会社,sales_growth_rate_definition,stated_undefined,cumulative_increase
cases.csv,s1_outline__199,s1_outline__199,株式会社ティー・シー・ピー,project_cost_million_yen,2100,2175.62
cases.csv,s1_outline__199,s1_outline__199,株式会社ティー・シー・ピー,project_cost_million_yen_normalized,2100,2175.62
cases.csv,s1_outline__199,s1_outline__199,株式会社ティー・シー・ピー,sales_growth_rate_definition,stated_undefined,cumulative_increase
cases.csv,s1_outline__200,s1_outline__200,株式会社イズミテクノ,sales_growth_rate_definition,stated_undefined,cumulative_increase
cases.csv,s1_outline__203,s1_outline__203,株式会社東映京都スタジオ,sales_growth_rate_definition,stated_undefined,cumulative_increase
cases.csv,s1_outline__205,s1_outline__205,ヤマシンスチール株式会社,project_cost_million_yen,2900,2970
cases.csv,s1_outline__205,s1_outline__205,ヤマシンスチール株式会社,project_cost_million_yen_normalized,2900,2970
cases.csv,s1_outline__206,s1_outline__206,上山製紙株式会社,sales_growth_rate_definition,stated_undefined,cumulative_increase
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,scope,連結,applicant
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,labor_base_value,1683.5,16835
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,labor_target_value,3279.8,32798
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,labor_unit,万円/人,千円/人
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,labor_base_value_raw,1683.5,16835
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,labor_target_value_raw,3279.8,32798
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,labor_unit_raw,万円/人,千円/人
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,labor_unit_conversion_factor,1.0,0.1
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,employee_pay_base_value,709.7,7097
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,employee_pay_target_value,821.5,8215
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,employee_pay_unit,万円/人,千円/人
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,employee_pay_base_value_raw,709.7,7097
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,employee_pay_target_value_raw,821.5,8215
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,employee_pay_unit_raw,万円/人,千円/人
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,employee_pay_unit_conversion_factor,1.0,0.1
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,officer_pay_unit,万円/人,千円/人
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,officer_pay_unit_raw,万円/人,千円/人
cases.csv,s1_outline__208,s1_outline__208,日本電波工業株式会社,officer_pay_unit_conversion_factor,1.0,0.1
cases.csv,s1_outline_4,s1_outline_4,株式会社インターオフィス,sales_target_period_label,2023年8月期まで,2032年8月期まで
cases.csv,s1_outline_4,s1_outline_4,株式会社インターオフィス,sales_target_year,2023,2032
cases.csv,s1_outline_5,s1_outline_5,大森機械工業株式会社,cost_box_transcription,事業費36億円（補助額11億円）。大森ホールディングス約30.5億円、大森機械工業約6.5億円（内訳表記は概数で約37億円）。,事業費36億円（補助額11億円）。大森ホールディングス35.0億円、大森機械工業約6.5億円（内訳表記は概数で約37億円）。
cases.csv,s1_outline_9,s1_outline_9,株式会社Pale Blue,sales_multiple,,195
cases.csv,s1_outline_12,s1_outline_12,株式会社松岡,sales_cagr_pct,,7.9
cases.csv,s1_outline_19,s1_outline_19,株式会社XEN GROUP,sales_increase_oku_yen,28,82
cases.csv,s1_outline_24,s1_outline_24,株式会社フジキン,sales_growth_pct,170,
cases.csv,s1_outline_24,s1_outline_24,株式会社フジキン,sales_multiple,1.6985645933014355,1.7
cases.csv,s1_outline_33,s1_outline_33,株式会社石井機械製作所,sales_increase_oku_yen,3,30
cases.csv,s1_outline_37,s1_outline_37,大日工業株式会社,project_cost_million_yen_normalized,1800,1888.6
cases.csv,s1_outline_38,s1_outline_38,テラル株式会社,sales_growth_rate_definition,stated_undefined,target_base_ratio
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,labor_base_value,692,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,labor_target_value,1173,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,labor_base_value_raw,692,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,labor_target_value_raw,1173,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,labor_base_value_man_yen_per_person,692,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,labor_target_value_man_yen_per_person,1173,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,labor_unit_conversion_factor,1.0,1
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,labor_entity_match_status,applicant_company_representative,applicant_not_separately_reported
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,labor_annual_rate_pct,21.6,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,labor_raw_evidence,"コンソーシアム補助事業全体の労働生産性 692→1,173（+21.6%）",申請企業単独の労働生産性は非記載。高知通運及び高知運輸792→852（+2.5%）は共同系列。
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employee_pay_base_value,384,350
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employee_pay_target_value,425,419
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employee_pay_base_value_raw,384,350
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employee_pay_target_value_raw,425,419
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employee_pay_base_value_man_yen_per_person,384,350
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employee_pay_target_value_man_yen_per_person,425,419
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employee_pay_unit_conversion_factor,1.0,1
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employee_pay_annual_rate_pct,3.4,6.2
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employee_pay_raw_evidence,コンソーシアム全体の従業員1人あたり給与支給総額 384→425（+3.4%）,申請企業・高知通運350→419万円/人（+6.2%）
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,officer_pay_base_value,0,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,officer_pay_target_value,0,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,officer_pay_base_value_raw,0,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,officer_pay_target_value_raw,0,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,officer_pay_base_value_man_yen_per_person,0,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,officer_pay_target_value_man_yen_per_person,0,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,officer_pay_unit_conversion_factor,1.0,1
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,officer_pay_entity_match_status,applicant_company_representative,applicant_not_separately_reported
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,officer_pay_annual_rate_pct,0,
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,officer_pay_status,full_values,not_separately_reported
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,officer_pay_raw_evidence,役員1人あたり給与支給総額 0→0（+0%）,申請企業単独の役員給与は非記載。0→0（0%）はコンソーシアム全体値。
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employees_base_value,12,3
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employees_target_value,71,62
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employees_base_value_raw,12,3
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employees_target_value_raw,71,62
cases.csv,s1_outline_56,s1_outline_56,高知通運株式会社,employees_raw_evidence,コンソーシアム補助事業全体の従業員数 12→71,申請企業・高知通運3→62人
cases.csv,s1_outline_58,s1_outline_58,三晶エムイーシー株式会社,sales_target_oku_yen,47.62844105,147.62844105
cases.csv,s1_outline_76,s1_outline_76,安田工業株式会社,sales_baseline_year_before_correction,,23
cases.csv,s1_outline_76,s1_outline_76,安田工業株式会社,sales_target_year_before_correction,,27
cases.csv,s1_outline_82,s1_outline_82,サン工業株式会社,sales_baseline_oku_yen,,17.551
cases.csv,s1_outline_82,s1_outline_82,サン工業株式会社,sales_target_year_before_correction,,30
cases.csv,s1_outline_82,s1_outline_82,サン工業株式会社,sales_target_oku_yen,,51.951
cases.csv,s1_outline_83,s1_outline_83,株式会社ヒサダ,sales_target_year_before_correction,,28
cases.csv,s1_outline_84,s1_outline_84,株式会社マグナ・ワイヤレス,sales_baseline_oku_yen,,14.7
cases.csv,s1_outline_85,s1_outline_85,マルコ工業株式会社,sales_growth_pct,220,
cases.csv,s1_outline_85,s1_outline_85,マルコ工業株式会社,sales_multiple,,2.2
cases.csv,s1_outline_86,s1_outline_86,グローバル・テック株式会社,sales_baseline_oku_yen,,38.333
cases.csv,s1_outline_86,s1_outline_86,グローバル・テック株式会社,sales_target_oku_yen,,72.833
cases.csv,s1_outline_89,s1_outline_89,京西テクノス株式会社,sales_baseline_year_before_correction,,24
cases.csv,s1_outline_89,s1_outline_89,京西テクノス株式会社,sales_baseline_year_correction_method,two_digit_fy_assume_2000s,two_digit_year_assume_2000s
cases.csv,s1_outline_89,s1_outline_89,京西テクノス株式会社,sales_target_year_before_correction,,30
cases.csv,s1_outline_89,s1_outline_89,京西テクノス株式会社,sales_target_year_correction_method,two_digit_fy_assume_2000s,two_digit_year_assume_2000s
cases.csv,s1_outline_92,s1_outline_92,アサヒフォージ株式会社,sales_baseline_oku_yen,,306.667
cases.csv,s1_outline_92,s1_outline_92,アサヒフォージ株式会社,sales_target_oku_yen,,398.667
cases.csv,s1_outline_99,s1_outline_99,株式会社オーレック,sales_baseline_oku_yen,,200
cases.csv,s1_outline_99,s1_outline_99,株式会社オーレック,sales_target_oku_yen,,300
cases.csv,s1_outline_101,s1_outline_101,株式会社正興電機製作所,sales_baseline_oku_yen,271,191
cases.csv,s1_outline_101,s1_outline_101,株式会社正興電機製作所,sales_target_period_label,2041年度,2026年度
cases.csv,s1_outline_101,s1_outline_101,株式会社正興電機製作所,sales_target_year,2041,2026
cases.csv,s1_outline_101,s1_outline_101,株式会社正興電機製作所,sales_target_oku_yen,1000,290
cases.csv,s1_outline_101,s1_outline_101,株式会社正興電機製作所,sales_increase_oku_yen,729,99
cases.csv,s1_outline_101,s1_outline_101,株式会社正興電機製作所,sales_growth_pct,369,152
cases.csv,s1_outline_101,s1_outline_101,株式会社正興電機製作所,sales_representative_series_id,s1_outline_101_sales_01,s1_outline_101_sales_03
cases.csv,s1_outline_101,s1_outline_101,株式会社正興電機製作所,sales_representative_scope,長期・連結,中期・単体
cases.csv,s1_outline_104,s1_outline_104,ヤマダイ株式会社,sales_baseline_oku_yen,,111.905
cases.csv,s1_outline_104,s1_outline_104,ヤマダイ株式会社,sales_target_oku_yen,,158.905
cases.csv,s1_outline_107,s1_outline_107,株式会社ササキ,sales_baseline_oku_yen,,40
cases.csv,s1_outline_109,s1_outline_109,マイクロカット株式会社,sales_baseline_year_before_correction,,23
cases.csv,s1_outline_111,s1_outline_111,株式会社向山工場,sales_baseline_oku_yen,,304.167
cases.csv,s1_outline_111,s1_outline_111,株式会社向山工場,sales_target_oku_yen,,450.167
cases.csv,s1_outline_112,s1_outline_112,株式会社八芳園,sales_baseline_year_before_correction,,23
cases.csv,s1_outline_112,s1_outline_112,株式会社八芳園,sales_target_year_before_correction,,29
cases.csv,s1_outline_113,s1_outline_113,トーアス株式会社,sales_baseline_oku_yen,,108.608
cases.csv,s1_outline_113,s1_outline_113,トーアス株式会社,sales_target_oku_yen,,192.888
cases.csv,s1_outline_113,s1_outline_113,トーアス株式会社,sales_increase_oku_yen,34.28,84.28
cases.csv,s1_outline_114,s1_outline_114,株式会社中西製作所,sales_baseline_oku_yen,,366
cases.csv,s1_outline_115,s1_outline_115,株式会社国際エキスプレス,sales_growth_rate_definition,stated_undefined,target_base_ratio
cases.csv,s1_outline_116,s1_outline_116,株式会社かねふくめんたいパーク,scope,グループ全体,applicant
cases.csv,s1_outline_116,s1_outline_116,株式会社かねふくめんたいパーク,sales_baseline_oku_yen,,40.732
cases.csv,s1_outline_116,s1_outline_116,株式会社かねふくめんたいパーク,sales_target_oku_yen,,74.132
cases.csv,s1_outline_116,s1_outline_116,株式会社かねふくめんたいパーク,sales_growth_rate_definition,stated_undefined,target_base_ratio
cases.csv,s1_outline_117,s1_outline_117,信越理研株式会社,sales_growth_pct,246,245
cases.csv,s1_outline_117,s1_outline_117,信越理研株式会社,officer_pay_target_value,7800,7600
cases.csv,s1_outline_117,s1_outline_117,信越理研株式会社,officer_pay_target_value_raw,7800,7600
cases.csv,s1_outline_117,s1_outline_117,信越理研株式会社,officer_pay_target_value_man_yen_per_person,7800,7600
cases.csv,s1_outline_117,s1_outline_117,信越理研株式会社,officer_pay_unit_conversion_factor,1.0,1
cases.csv,s1_outline_117,s1_outline_117,信越理研株式会社,officer_pay_annual_rate_pct,6.35,5.35
cases.csv,s1_outline_118,s1_outline_118,クリエイトワン株式会社,sales_baseline_oku_yen,,17.5
cases.csv,s1_outline_118,s1_outline_118,クリエイトワン株式会社,sales_target_oku_yen,,38.5
cases.csv,s1_outline_118,s1_outline_118,クリエイトワン株式会社,sales_growth_rate_definition,stated_undefined,target_base_ratio
cases.csv,s1_outline_119,s1_outline_119,株式会社フルヤ金属,sales_baseline_oku_yen,,482.517
cases.csv,s1_outline_119,s1_outline_119,株式会社フルヤ金属,sales_target_oku_yen,,1172.517
cases.csv,s1_outline_119,s1_outline_119,株式会社フルヤ金属,sales_growth_rate_definition,stated_undefined,target_base_ratio
cases.csv,s1_outline_121,s1_outline_121,土佐鶴酒造株式会社,sales_baseline_oku_yen,,11.236
cases.csv,s1_outline_121,s1_outline_121,土佐鶴酒造株式会社,sales_target_oku_yen,,21.236
cases.csv,s1_outline_121,s1_outline_121,土佐鶴酒造株式会社,sales_growth_rate_definition,cumulative_increase,target_base_ratio
cases.csv,s1_outline_122,s1_outline_122,岸和田製鋼株式会社,sales_baseline_year_before_correction,,21
cases.csv,s1_outline_122,s1_outline_122,岸和田製鋼株式会社,sales_target_year_before_correction,,30
cases.csv,s1_outline_123,s1_outline_123,株式会社タケエイ,sales_baseline_oku_yen,,93.878
cases.csv,s1_outline_123,s1_outline_123,株式会社タケエイ,sales_target_oku_yen,,139.878
cases.csv,s1_outline_124,s1_outline_124,株式会社シロ,sales_baseline_oku_yen,,182.672
cases.csv,s1_outline_124,s1_outline_124,株式会社シロ,sales_target_oku_yen,,341.672
cases.csv,s1_outline_125,s1_outline_125,株式会社ミダック,sales_baseline_oku_yen,,78.545
cases.csv,s1_outline_125,s1_outline_125,株式会社ミダック,sales_target_oku_yen,,144.545
cases.csv,s1_outline_126,s1_outline_126,高末株式会社,sales_baseline_oku_yen,,145.054
cases.csv,s1_outline_126,s1_outline_126,高末株式会社,sales_target_oku_yen,,209.854
cases.csv,s1_outline_129,s1_outline_129,株式会社浜屋,sales_baseline_oku_yen,,222.067
cases.csv,s1_outline_129,s1_outline_129,株式会社浜屋,sales_target_oku_yen,,302.067
cases.csv,s1_outline_131,s1_outline_131,株式会社遠藤写真工芸所,sales_baseline_oku_yen,,7.271
cases.csv,s1_outline_131,s1_outline_131,株式会社遠藤写真工芸所,sales_target_oku_yen,,62.571
cases.csv,s1_outline_134,s1_outline_134,株式会社コンメックス,sales_baseline_oku_yen,,12
cases.csv,s1_outline_134,s1_outline_134,株式会社コンメックス,sales_target_oku_yen,,42
cases.csv,s1_outline_135,s1_outline_135,株式会社永井運送,sales_baseline_oku_yen,,36.496
cases.csv,s1_outline_135,s1_outline_135,株式会社永井運送,sales_target_oku_yen,,61.496
cases.csv,s1_outline_135,s1_outline_135,株式会社永井運送,sales_growth_rate_definition,stated_undefined,cumulative_increase
cases.csv,s1_outline_138,s1_outline_138,菅野包装資材株式会社,sales_baseline_oku_yen,,43.442
cases.csv,s1_outline_138,s1_outline_138,菅野包装資材株式会社,sales_target_oku_yen,,116.642
cases.csv,s1_outline_140,s1_outline_140,新生電子株式会社,sales_baseline_period_label,前期（本文表記）,2023年3月期（直前期）
cases.csv,s1_outline_140,s1_outline_140,新生電子株式会社,sales_baseline_year,,2023
cases.csv,s1_outline_140,s1_outline_140,新生電子株式会社,sales_increase_oku_yen,,140
cases.csv,s1_outline_140,s1_outline_140,新生電子株式会社,sales_growth_pct,,87.5
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,labor_base_value,431,470
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,labor_target_value,741,869
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,labor_base_value_raw,431,470
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,labor_target_value_raw,741,869
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,labor_base_value_man_yen_per_person,431,470
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,labor_target_value_man_yen_per_person,741,869
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,labor_unit_conversion_factor,1.0,1
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,labor_annual_rate_pct,19.7,22.8
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,labor_raw_evidence,コンソーシアム431→741、+19.7%,株式会社ロッキー470→869万円/人（+22.8%）
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employee_pay_base_value,242,274
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employee_pay_target_value,280,317
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employee_pay_base_value_raw,242,274
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employee_pay_target_value_raw,280,317
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employee_pay_base_value_man_yen_per_person,242,274
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employee_pay_target_value_man_yen_per_person,280,317
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employee_pay_unit_conversion_factor,1.0,1
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employee_pay_raw_evidence,242→280、+5.0%,株式会社ロッキー274→317万円/人（+5.0%）
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employees_base_value,572,474
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employees_target_value,627,508
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employees_base_value_raw,572,474
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employees_target_value_raw,627,508
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employees_annual_rate_pct,3.1,
cases.csv,s1_outline_143,s1_outline_143,株式会社ロッキー,employees_raw_evidence,572→627、表に+3.1%,株式会社ロッキー474→508人（率記載なし）
cases.csv,s1_outline_146,s1_outline_146,アオイ電子株式会社,sales_baseline_oku_yen,,371.5686
cases.csv,s1_outline_146,s1_outline_146,アオイ電子株式会社,sales_target_oku_yen,,750.5686
cases.csv,s1_outline_146,s1_outline_146,アオイ電子株式会社,sales_growth_rate_definition,stated_undefined,cumulative_increase
cases.csv,s1_outline_147,s1_outline_147,株式会社ｂｕｄ梱包出荷サポート,sales_baseline_oku_yen,,15.3331
cases.csv,s1_outline_147,s1_outline_147,株式会社ｂｕｄ梱包出荷サポート,sales_increase_oku_yen,,39.6669
cases.csv,s1_outline_147,s1_outline_147,株式会社ｂｕｄ梱包出荷サポート,sales_growth_rate_definition,stated_undefined,cumulative_increase
cases.csv,s1_outline_148,s1_outline_148,株式会社しばた工芸,sales_growth_rate_definition,stated_undefined,target_base_ratio
cases.csv,s1_outline_148,s1_outline_148,株式会社しばた工芸,employee_pay_base_value,,583
cases.csv,s1_outline_148,s1_outline_148,株式会社しばた工芸,employee_pay_target_value,,677
cases.csv,s1_outline_148,s1_outline_148,株式会社しばた工芸,employee_pay_base_value_raw,,583
cases.csv,s1_outline_148,s1_outline_148,株式会社しばた工芸,employee_pay_target_value_raw,,677
cases.csv,s1_outline_148,s1_outline_148,株式会社しばた工芸,employee_pay_base_value_man_yen_per_person,,583
cases.csv,s1_outline_148,s1_outline_148,株式会社しばた工芸,employee_pay_target_value_man_yen_per_person,,677
cases.csv,s1_outline_148,s1_outline_148,株式会社しばた工芸,employee_pay_unit_conversion_factor,1.0,1
cases.csv,s1_outline_148,s1_outline_148,株式会社しばた工芸,employee_pay_raw_evidence,栃木583→677、東京684→795、各5.1%,投資拠点・栃木県583→677万円/人（+5.1%）。東京都684→795は別系列。
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,employee_pay_base_value,,277
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,employee_pay_target_value,,330
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,employee_pay_base_value_raw,,277
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,employee_pay_target_value_raw,,330
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,employee_pay_base_value_man_yen_per_person,,277
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,employee_pay_target_value_man_yen_per_person,,330
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,employee_pay_unit_conversion_factor,1.0,1
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,employee_pay_raw_evidence,愛媛277→330、高知256→305、各6.0%,投資拠点・愛媛277→330万円/人（+6.0%）。高知256→305は別系列。
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,officer_pay_base_value,,1500
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,officer_pay_target_value,,2000
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,officer_pay_base_value_raw,,1500
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,officer_pay_target_value_raw,,2000
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,officer_pay_base_value_man_yen_per_person,,1500
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,officer_pay_target_value_man_yen_per_person,,2000
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,officer_pay_unit_conversion_factor,1.0,1
cases.csv,s1_outline_151,s1_outline_151,四国医療サービス株式会社,officer_pay_raw_evidence,"愛媛1,500→2,000、10.1%。高知0→0","愛媛1,500→2,000万円/人（+10.1%）。高知0→0は別系列の明記値。"
cases.csv,s1_outline_152,s1_outline_152,ヤマトミシン製造株式会社,sales_baseline_oku_yen,,66.0714
cases.csv,s1_outline_152,s1_outline_152,ヤマトミシン製造株式会社,sales_target_oku_yen,,103.0714
cases.csv,s1_outline_152,s1_outline_152,ヤマトミシン製造株式会社,sales_growth_rate_definition,stated_undefined,cumulative_increase
cases.csv,s1_outline_155,s1_outline_155,株式会社スギノマシン,sales_baseline_oku_yen,,214.7059
cases.csv,s1_outline_155,s1_outline_155,株式会社スギノマシン,sales_increase_oku_yen,,150.2941
cases.csv,s1_outline_157,s1_outline_157,ハマダコンフェクト株式会社,sales_baseline_oku_yen,,150
cases.csv,s1_outline_157,s1_outline_157,ハマダコンフェクト株式会社,sales_target_oku_yen,,202
cases.csv,s1_outline_159,s1_outline_159,浦島観光ホテル株式会社,project_cost_million_yen,6900,7590
cases.csv,s1_outline_159,s1_outline_159,浦島観光ホテル株式会社,subsidy_million_yen,1200,1430
cases.csv,s1_outline_159,s1_outline_159,浦島観光ホテル株式会社,project_cost_million_yen_normalized,6900,7590
cases.csv,s1_outline_159,s1_outline_159,浦島観光ホテル株式会社,subsidy_million_yen_normalized,1200,1430
cases.csv,s1_outline_159,s1_outline_159,浦島観光ホテル株式会社,sales_baseline_year_before_correction,,23
cases.csv,s1_outline_159,s1_outline_159,浦島観光ホテル株式会社,sales_target_year_before_correction,,29
cases.csv,s1_outline_164,s1_outline_164,株式会社福砂屋グループ,sales_baseline_oku_yen,,81.6
cases.csv,s1_outline_168,s1_outline_168,株式会社大真空,sales_baseline_oku_yen,,430.2326
cases.csv,s1_outline_168,s1_outline_168,株式会社大真空,sales_target_oku_yen,,800.2326
cases.csv,s1_outline_168,s1_outline_168,株式会社大真空,sales_growth_rate_definition,stated_undefined,cumulative_increase
cases.csv,s1_outline_169,s1_outline_169,サトウ食品株式会社,sales_baseline_year_before_correction,,10
cases.csv,s1_outline_169,s1_outline_169,サトウ食品株式会社,sales_baseline_year_after_correction,,2010
cases.csv,s1_outline_169,s1_outline_169,サトウ食品株式会社,sales_baseline_year_correction_method,relative_year_requires_anchor,two_digit_year_assume_2000s
cases.csv,s1_outline_169,s1_outline_169,サトウ食品株式会社,sales_baseline_year_correction_confidence,low,medium
cases.csv,s1_outline_169,s1_outline_169,サトウ食品株式会社,sales_baseline_year,,2010
cases.csv,s1_outline_169,s1_outline_169,サトウ食品株式会社,sales_growth_pct,100,
cases.csv,s1_outline_169,s1_outline_169,サトウ食品株式会社,sales_validation,未判定,将来目標ではなく過去比較
cases.csv,s1_outline_169,s1_outline_169,サトウ食品株式会社,sales_representative_review_required,false,true
cases.csv,s1_outline_171,s1_outline_171,昭和産業株式会社,sales_baseline_oku_yen,,106.1728
cases.csv,s1_outline_171,s1_outline_171,昭和産業株式会社,sales_target_oku_yen,,192.1728
cases.csv,s1_outline_173,s1_outline_173,中央紙通商株式会社,sales_baseline_year_before_correction,,24
cases.csv,s1_outline_173,s1_outline_173,中央紙通商株式会社,sales_baseline_oku_yen,,102.7008
cases.csv,s1_outline_173,s1_outline_173,中央紙通商株式会社,sales_target_period_label,2030年,29/3期
cases.csv,s1_outline_173,s1_outline_173,中央紙通商株式会社,sales_target_year_before_correction,2030,29
cases.csv,s1_outline_173,s1_outline_173,中央紙通商株式会社,sales_target_year_after_correction,2030,2029
cases.csv,s1_outline_173,s1_outline_173,中央紙通商株式会社,sales_target_year_correction_method,existing_normalized_year,two_digit_year_assume_2000s
cases.csv,s1_outline_173,s1_outline_173,中央紙通商株式会社,sales_target_year_correction_confidence,high,medium
cases.csv,s1_outline_173,s1_outline_173,中央紙通商株式会社,sales_target_year,2030,2029
cases.csv,s1_outline_173,s1_outline_173,中央紙通商株式会社,sales_target_oku_yen,,130.7008
cases.csv,s1_outline_174,s1_outline_174,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,sales_baseline_oku_yen,,22.8346
cases.csv,s1_outline_174,s1_outline_174,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,sales_target_oku_yen,,51.8346
cases.csv,s1_outline_174,s1_outline_174,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,sales_growth_rate_definition,stated_undefined,cumulative_increase
cases.csv,s1_outline_177,s1_outline_177,さいほく鉄工株式会社,sales_baseline_oku_yen,,22.7255
cases.csv,s1_outline_177,s1_outline_177,さいほく鉄工株式会社,sales_target_oku_yen,,79.6255
cases.csv,s1_outline_177,s1_outline_177,さいほく鉄工株式会社,sales_growth_rate_definition,stated_undefined,target_base_ratio
cases.csv,s2_outline_3,s2_outline_3,さくら不動産株式会社,scope,不明,applicant
