case_id,round,company,pdf_url,industry,subsidy_oku,project_cost_oku,visible_metric_count,below_accepted_count,below_accepted_share,visible_metric_lagging,value_added_increase_proxy_oku,value_added_subsidy_ratio_proxy_pct,sales_increase_per_subsidy,payroll_increase_per_subsidy,jobs_increase_per_subsidy_oku,project_sales_increase_proxy,project_sales_cagr_proxy,project_sales_share_proxy,above_accepted_value_added_increase_proxy,above_accepted_value_added_subsidy_ratio_proxy,above_accepted_project_sales_increase_proxy,above_accepted_project_sales_cagr_proxy,above_accepted_project_sales_share_proxy,has_quantitative_compensating_proxy,unresolved_visible_lag,theme_labor_saving,theme_innovation,theme_supply_chain,theme_green,theme_regional_jobs,theme_global,theme_new_capacity,theme_market_evidence,below_accepted_company_sales_cagr,below_accepted_company_sales_increase,below_accepted_labor_cagr,below_accepted_employee_pay_rate,below_accepted_employee_pay_total_increase,below_accepted_officer_pay_rate,below_accepted_investment_sales_ratio
s1_outline_10,1次,株式会社プレジィール,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_10.pdf,製造業,25.0,80.0,6,3.0,0.5,False,107.86,431.44,23.08,0.541872,11.68,,,,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,,0.0,1.0,1.0,0.0,0.0,1.0
s1_outline_12,1次,株式会社松岡,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_12.pdf,運輸業・郵便業,42.0,131.0,6,3.0,0.5,False,18.623,44.340476190476195,8.285714285714286,0.18576190476190474,0.9523809523809523,,,,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,1.0,0.0,1.0,0.0,0.0,,1.0
s1_outline_21,1次,株式会社くまさんメディクス,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_21.pdf,製造業,8.6,27.0,6,3.0,0.5,False,13.192,153.39534883720933,22.558139534883722,0.2847674418604651,5.813953488372094,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,,0.0,1.0,0.0,0.0,1.0,1.0
s1_outline_32,1次,オリヒロエンジニアリング株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_32.pdf,製造業,19.0,61.0,6,3.0,0.5,False,8.6952,45.764210526315786,1.9473684210526316,0.05295263157894737,0.3157894736842105,,,,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,,1.0,0.0,0.0,1.0,1.0,0.0
s1_outline_34,1次,株式会社柴田合成,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf,製造業,5.2,18.94,6,3.0,0.5,False,4.9649,95.47884615384615,10.576923076923077,0.12546153846153846,1.5384615384615383,45.0,,33.333333333333336,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,,0.0,1.0,0.0,1.0,0.0,1.0
s1_outline_41,1次,株式会社ビッグハウス,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf,,3.8,12.0,6,3.0,0.5,False,3.1319,82.41842105263159,3.68421052631579,0.2951315789473684,3.4210526315789473,,,,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,,1.0,1.0,0.0,1.0,0.0,0.0
s1_outline_61,1次,三恵工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_61.pdf,学術研究・専門・技術サービス業,33.0,117.0,6,3.0,0.5,False,41.8009,126.66939393939394,9.696969696969697,0.419630303030303,6.303030303030303,,,,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,0.0,1.0,1.0,0.0,1.0,0.0
s1_outline_74,1次,株式会社ユニシス,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_74.pdf,製造業,5.1,16.0,6,3.0,0.5,False,9.438,185.0588235294118,7.254901960784315,1.0773529411764708,14.705882352941178,,,,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,0.0,1.0,1.0,0.0,0.0,1.0,
s1_outline_80,1次,寧薬化学工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_80.pdf,製造業,12.0,38.0,6,3.0,0.5,False,5.7548,47.95666666666667,1.6666666666666667,0.18070833333333333,2.5,,,,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,,1.0,1.0,0.0,1.0,0.0,0.0
s1_outline_82,1次,サン工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_82.pdf,製造業,13.0,39.0,6,3.0,0.5,False,9.533,73.33076923076922,2.646153846153846,0.36876923076923074,3.8461538461538463,,,,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,,1.0,1.0,1.0,0.0,0.0,0.0
s1_outline_88,1次,株式会社創味食品,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_88.pdf,製造業,41.0,134.0,6,3.0,0.5,False,33.0692,80.65658536585366,4.390243902439025,0.08027317073170731,0.8780487804878049,,,,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,,0.0,1.0,1.0,0.0,1.0,0.0
s1_outline_91,1次,矢田工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_91.pdf,建設業,6.7,20.0,6,3.0,0.5,False,9.5076,141.90447761194028,3.7313432835820897,0.37665671641791043,2.6865671641791042,,,,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,,1.0,0.0,0.0,0.0,1.0,1.0
s1_outline_100,1次,マリンフード株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_100.pdf,製造業,14.0,46.0,6,3.0,0.5,False,18.8354,134.53857142857143,45.57142857142857,0.35597142857142855,5.214285714285714,,,,True,True,False,False,False,True,False,True,True,True,False,True,True,True,True,,0.0,1.0,1.0,0.0,0.0,1.0
s1_outline_122,1次,岸和田製鋼株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_122.pdf,製造業,2.3,45.0,6,3.0,0.5,False,24.24,1053.913043478261,136.95652173913044,1.2684782608695653,6.521739130434783,,,,True,True,False,False,False,True,False,True,False,False,True,True,False,True,True,,0.0,1.0,1.0,0.0,0.0,1.0
s1_outline_125,1次,株式会社ミダック,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_125.pdf,サービス業_他に分類されないもの,2.1,27.0,6,3.0,0.5,False,39.4359,1877.8999999999999,31.428571428571427,0.5689047619047619,8.095238095238095,,,,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,0.0,0.0,1.0,0.0,1.0,,1.0
s1_outline_156,1次,株式会社ダイセイ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_156.pdf,サービス業_他に分類されないもの,4.0,12.0,6,3.0,0.5,False,4.788,119.7,2.9828075,0.532575,2.25,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,,1.0,1.0,0.0,1.0,0.0,0.0
s1_outline_158,1次,平和食品工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_158.pdf,製造業,1.7,10.0,6,3.0,0.5,False,11.186,658.0,42.35294117647059,1.1055882352941175,14.705882352941178,,,,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,,0.0,1.0,0.0,1.0,0.0,1.0
s1_outline_159,1次,浦島観光ホテル株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_159.pdf,宿泊業・飲食サービス業,14.3,75.9,6,3.0,0.5,False,6.3484,44.3944055944056,0.979020979020979,0.09737062937062937,0.0,,,,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,,1.0,1.0,0.0,1.0,0.0,0.0
s2_outline_5,3次,奥長良川名水株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_5.pdf,製造業,3.0,12.14665,6,3.0,0.5,False,5.9756,199.18666666666664,6.866666666666667,0.1435,1.6666666666666667,20.54,,97.06396364907376,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,,1.0,0.0,1.0,1.0,0.0,0.0
s2_outline_11,3次,たまご＆ファーマーズ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_11.pdf,卸売業・小売業,25.0,75.0,6,3.0,0.5,False,40.737,162.948,12.96,0.29544,3.6,,,,True,False,False,False,False,True,False,True,True,True,False,False,True,True,True,1.0,0.0,1.0,0.0,0.0,,1.0
s2_outline_45,3次,株式会社田中食品興業所,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_45.pdf,製造業,6.6,20.0,6,3.0,0.5,False,16.1062,244.03333333333336,9.545454545454547,0.6597727272727273,1.6666666666666667,,,,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,,0.0,1.0,0.0,0.0,1.0,1.0
s2_outline_47,3次,INTLOOP株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_47.pdf,学術研究・専門・技術サービス業,5.1,15.0,6,3.0,0.5,False,26.4144,517.929411764706,142.94117647058823,0.4211764705882354,1.1764705882352942,,,,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,0.0,0.0,0.0,1.0,1.0,,1.0
s2_outline_51,3次,有楽製菓株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_51.pdf,製造業,8.3,25.0,6,3.0,0.5,False,62.093,748.1084337349397,18.67469879518072,1.0554698795180724,5.180722891566265,,,,True,True,False,False,False,True,False,True,True,False,False,False,True,True,True,,0.0,1.0,1.0,0.0,0.0,1.0
s2_outline_65,3次,ハビックス株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_65.pdf,製造業,9.8,36.0,6,3.0,0.5,False,16.6751,170.15408163265306,7.653061224489796,0.381704081632653,1.7346938775510203,,,,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,0.0,0.0,1.0,1.0,0.0,1.0,
s2_outline_66,3次,トクセン工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_66.pdf,製造業,9.9,45.0,6,3.0,0.5,False,21.4983,217.15454545454543,12.222222222222221,0.28215151515151515,2.4242424242424243,,,,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,,0.0,0.0,1.0,1.0,0.0,1.0
s2_outline_113,4次,株式会社アダチ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_113.pdf,卸売業・小売業,4.09,17.36,6,3.0,0.5,False,13.79385,337.257946210269,19.15158924205379,0.3318704156479218,4.88997555012225,,,,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,1.0,0.0,1.0,0.0,1.0,0.0,
s2_outline_118,4次,株式会社光洋,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_118.pdf,製造業,11.34,51.91,6,3.0,0.5,False,35.36098,311.8252204585538,21.693121693121693,0.3865643738977072,3.3509700176366843,,,,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,
s2_outline_119,4次,株式会社群馬コイケ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_119.pdf,製造業,4.03,16.12,6,3.0,0.5,False,10.50309,260.6225806451613,7.369727047146402,0.7116575682382134,8.933002481389577,,,,False,True,False,False,False,True,False,True,True,True,True,False,True,True,True,1.0,1.0,0.0,0.0,1.0,,0.0
s2_outline_133,4次,株式会社ユタカ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_133.pdf,製造業,5.36,16.13,6,3.0,0.5,False,27.941340000000004,521.293656716418,8.097014925373134,0.49399440298507463,1.8656716417910446,,,,True,True,False,False,False,True,False,True,True,True,False,False,False,True,True,1.0,1.0,0.0,0.0,1.0,0.0,
s2_outline_137,4次,株式会社　博多屋,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_137.pdf,宿泊業・飲食サービス業,4.0,12.0,6,3.0,0.5,False,2.3454,58.635000000000005,1.0875,0.132225,1.5,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,,1.0,1.0,0.0,1.0,0.0,0.0
s2_outline_138,4次,株式会社ジーケーエス,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_138.pdf,卸売業・小売業,8.32,24.95,6,3.0,0.5,False,46.47786,558.628125,2.743990384615384,0.5071514423076923,2.8846153846153846,,,,True,True,False,False,False,True,False,True,False,True,True,False,False,False,True,1.0,1.0,0.0,0.0,0.0,1.0,
s2_outline_140,3次,都吹株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_140.pdf,製造業,10.0,32.0,6,3.0,0.5,False,13.521,135.21,4.5,0.34986,1.8,,,,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,0.0,1.0,1.0,0.0,1.0,0.0,
s2_outline_153,4次,コモライフ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_153.pdf,卸売業・小売業,10.6,32.0,6,3.0,0.5,False,25.38896,239.51849056603777,21.266037735849057,0.483411320754717,4.90566037735849,,,,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,,0.0,1.0,0.0,0.0,1.0,1.0
s2_outline_162,4次,三恵株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_162.pdf,製造業,11.7,47.64,6,3.0,0.5,False,25.30475,216.27991452991455,10.256410256410257,0.35676837606837614,1.965811965811966,,,,True,True,False,False,False,True,False,False,False,True,True,False,True,True,False,1.0,0.0,1.0,0.0,0.0,1.0,
s2_outline_163,4次,MHT株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf,製造業,3.75,15.24,6,3.0,0.5,False,24.052519999999998,641.4005333333333,20.0,0.4853013333333333,1.6,,,,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,,0.0,0.0,1.0,1.0,0.0,1.0
s2_outline_167,4次,株式会社カネヒロ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_167.pdf,卸売業・小売業,3.09,12.43,6,3.0,0.5,False,15.441120000000002,499.71262135922336,16.828478964401295,0.4799611650485437,1.941747572815534,,,,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,1.0,1.0,0.0,0.0,1.0,0.0,
s2_outline_170,4次,鈴木鉄工株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_170.pdf,製造業,8.43,25.35,6,3.0,0.5,False,25.1554,298.40332147093716,18.03084223013049,0.0744650059311981,0.2372479240806643,,,,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,1.0,0.0,1.0,0.0,1.0,0.0,
s2_outline_171,4次,オギハラ食品株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_171.pdf,製造業,11.71,41.92,6,3.0,0.5,False,11.61818,99.21588385994875,2.6840307429547394,0.15082322801024764,2.818104184457728,,,,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,,1.0,0.0,1.0,1.0,0.0,0.0
s2_outline_180,4次,株式会社森田あられ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_180.pdf,製造業,12.71,53.15,6,3.0,0.5,False,27.8896,219.43036978756882,5.80330448465775,0.45862549173878836,3.540519276160503,,,,True,True,False,False,False,True,False,True,True,False,False,False,True,True,True,1.0,0.0,1.0,1.0,0.0,0.0,
s2_outline_193,4次,ソントン食品株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_193.pdf,製造業,39.09,130.05,6,3.0,0.5,False,60.663880000000006,155.19027884369405,6.344333589153235,0.23513046815042207,0.9209516500383729,,,,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,1.0,0.0,1.0,0.0,0.0,1.0,
s2_outline_200,4次,有限会社ワンプラスワン,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_200.pdf,運輸業・郵便業,11.12,38.31,6,3.0,0.5,False,14.437959999999997,129.83776978417262,3.1969424460431655,0.5557787769784173,5.575539568345324,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,0.0,1.0,1.0,0.0,0.0,1.0,
s2_outline_204,4次,新日本電工株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_204.pdf,製造業,33.81,109.51,6,3.0,0.5,False,121.9033,360.5539781129843,11.120970127181307,0.6317657497781721,2.632357290742384,,,,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,1.0,0.0,1.0,0.0,0.0,,1.0
s2_outline_205,3次,八戸酒造株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_205.pdf,製造業,6.5,26.0,6,3.0,0.5,False,2.6916,41.409230769230774,1.0923076923076922,0.12480000000000001,0.9230769230769231,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,1.0,1.0,0.0,1.0,0.0,0.0
s2_outline_217,4次,院庄林業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_217.pdf,製造業,13.97,41.91,6,3.0,0.5,False,26.639670000000002,190.6919828203293,8.451682176091625,0.24877594846098783,0.7158196134574087,,,,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,1.0,0.0,1.0,1.0,0.0,0.0,
s2_outline_218,4次,株式会社エム・ケー・ケー,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_218.pdf,宿泊業・飲食サービス業,5.63,23.1,6,3.0,0.5,False,5.668640000000001,100.68632326820605,4.129662522202487,0.2594031971580817,4.618117229129663,,,,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,,1.0,1.0,0.0,1.0,0.0,0.0
s2_outline_227,4次,株式会社トノックス,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_227.pdf,製造業,4.73,16.41,6,3.0,0.5,False,16.2024,342.5454545454545,24.668076109936575,0.6829281183932345,3.1712473572938684,,,,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,
s2_outline_229,3次,オーディエー株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_229.pdf,卸売業・小売業,10.0,31.0,6,3.0,0.5,False,18.3495,183.49499999999998,10.1,0.30510000000000004,3.5,,,,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,,0.0,0.0,1.0,1.0,0.0,1.0
s1_outline__194,2次,ZACROS株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__194.pdf,製造業,41.0,129.0,4,2.0,0.5,False,77.6832,189.47121951219512,,0.09834146341463415,0.0,,,,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,,,0.0,1.0,0.0,,1.0
s1_outline__198,2次,ユニコム株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__198.pdf,製造業,5.0,18.0,4,2.0,0.5,False,12.2468,244.936,5.46,0.20196,2.8,,,,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,,1.0,0.0,0.0,1.0,,
s1_outline_16,1次,株式会社旭ウエルテック,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_16.pdf,製造業,10.0,33.0,4,2.0,0.5,False,2.8761799999999997,28.7618,,0.14998499999999998,1.8,,,,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,,,1.0,0.0,1.0,0.0,
s1_outline_38,1次,テラル株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf,製造業,8.6,27.0,4,2.0,0.5,False,30.283,352.1279069767442,30.348837209302328,1.6406976744186046,15.116279069767442,,,,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,,0.0,1.0,1.0,0.0,,
s1_outline_73,1次,株式会社大昌鉄工所,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_73.pdf,製造業,7.5,23.0,4,2.0,0.5,False,19.017899999999994,253.57199999999992,,0.22535999999999998,1.2,,,,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,,,1.0,0.0,1.0,0.0,
s1_outline_79,1次,スーパー工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_79.pdf,製造業,6.2,19.0,4,2.0,0.5,False,7.97785,128.67499999999998,,0.2983709677419355,1.6129032258064515,,,,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,,,1.0,0.0,1.0,0.0,
s1_outline_85,1次,マルコ工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_85.pdf,製造業,12.0,37.0,4,2.0,0.5,False,3.2734,27.278333333333336,,0.10304999999999999,0.8333333333333334,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,,,1.0,0.0,1.0,0.0,
s2_outline_3,3次,さくら不動産株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_3.pdf,不動産業・物品賃貸業,2.7,11.0,4,2.0,0.5,False,1.8149,67.21851851851852,,0.24577777777777776,1.4814814814814814,,,,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,,,0.0,0.0,1.0,1.0,
s2_outline_6,3次,株式会社上野凮月堂,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_6.pdf,製造業,18.0,63.0,4,2.0,0.5,False,33.1161,183.97833333333335,,0.10194444444444445,0.9444444444444444,,,,True,True,False,False,False,True,False,True,True,False,False,False,True,True,True,,,0.0,1.0,1.0,0.0,
s2_outline_26,3次,株式会社ティーケーシン,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_26.pdf,製造業,5.0,21.0,4,2.0,0.5,False,16.9518,339.03599999999994,10.120000000000001,0.52588,10.8,,,,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,,1.0,0.0,0.0,1.0,,
s2_outline_27,3次,株式会社ライト製作所,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_27.pdf,製造業,16.0,66.0,4,2.0,0.5,False,19.521,122.00625000000001,5.25,0.005125,0.0,,,62.5,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,,0.0,,1.0,1.0,,0.0
s2_outline_40,3次,株式会社英楽,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_40.pdf,製造業,6.3,19.0,4,2.0,0.5,False,9.6896,153.80317460317463,5.063492063492063,0.1562063492063492,3.8095238095238098,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,,1.0,,0.0,1.0,0.0,
s2_outline_46,3次,カンケンテクノ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_46.pdf,製造業,8.4,28.0,4,2.0,0.5,False,20.249,241.0595238095238,,1.5137619047619046,8.452380952380953,,,,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,,,1.0,1.0,0.0,0.0,
s2_outline_60,3次,株式会社トッカコーポレーション,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_60.pdf,製造業,5.5,17.0,4,2.0,0.5,False,14.4936,263.52000000000004,,1.4323636363636363,18.0,,,,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,,,1.0,0.0,0.0,1.0,
s2_outline_78,3次,株式会社宮古島の雪塩,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_78.pdf,卸売業・小売業,8.0,25.0,4,2.0,0.5,False,21.9135,273.91875,10.0,0.2997625,2.875,,,,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,,0.0,1.0,0.0,1.0,,
s2_outline_85,3次,Ｌ物流株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_85.pdf,運輸業・郵便業,14.0,46.0,4,2.0,0.5,False,14.0572,100.40857142857143,3.357142857142857,0.3307285714285714,4.714285714285714,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,1.0,1.0,0.0,0.0,,
s2_outline_120,4次,株式会社クボテック,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_120.pdf,製造業,3.38,13.87,4,2.0,0.5,False,17.1091,506.1863905325444,13.878698224852071,0.44620710059171603,8.284023668639053,,,,False,True,False,False,False,True,False,False,True,True,False,False,False,True,True,,1.0,0.0,0.0,1.0,,
s2_outline_132,4次,株式会社コハラ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_132.pdf,卸売業・小売業,4.88,16.18,4,2.0,0.5,False,13.25506,271.62008196721314,,0.3647704918032787,2.459016393442623,,,19.736842105263158,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,,,1.0,0.0,1.0,0.0,
s2_outline_181,4次,株式会社手原産業倉庫,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_181.pdf,運輸業・郵便業,4.18,17.89,4,2.0,0.5,False,12.740019999999998,304.7851674641148,8.686602870813399,0.7930287081339713,7.177033492822967,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,1.0,1.0,0.0,0.0,,
s2_outline_208,4次,NICHIRO株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_208.pdf,製造業,11.0,33.0,4,2.0,0.5,False,18.86473,171.49754545454547,5.181818181818182,0.22293363636363636,2.4545454545454546,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,,1.0,0.0,0.0,1.0,,
s1_outline__207,2次,株式会社ジェイ・イー・ティ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__207.pdf,製造業,38.0,115.0,7,3.0,0.42857142857142855,False,36.378,95.73157894736842,6.7368421052631575,0.1533157894736842,1.5789473684210527,,,,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,1.0,0.0,1.0,1.0,0.0,0.0,0.0
s1_outline_149,1次,株式会社共同物流サービス,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_149.pdf,運輸業・郵便業,11.0,34.0,7,3.0,0.42857142857142855,False,19.3068,175.51636363636362,3.8363636363636364,0.9118636363636363,16.90909090909091,,,,True,True,False,False,False,True,False,False,True,False,False,True,True,True,True,1.0,1.0,1.0,0.0,0.0,0.0,0.0
s1_outline_162,1次,信光陸運株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_162.pdf,運輸業・郵便業,7.3,22.0,7,3.0,0.42857142857142855,False,6.582,90.16438356164383,4.546575342465753,0.3356849315068493,0.684931506849315,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,1.0,1.0,0.0,0.0,0.0,0.0
s2_outline_52,3次,株式会社GYXUS,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf,製造業,26.0,98.0,7,3.0,0.42857142857142855,False,15.907519999999998,61.18276923076922,1.7823076923076924,0.06145615384615385,0.9230769230769231,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,1.0,1.0,0.0
s2_outline_69,3次,松村フーズ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_69.pdf,運輸業・郵便業,12.0,50.0,7,3.0,0.42857142857142855,False,8.605,71.70833333333333,14.700000000000001,0.11483333333333333,1.6666666666666667,,,,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,1.0,1.0
s2_outline_90,3次,有価物回収協業組合　石坂グループ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_90.pdf,サービス業_他に分類されないもの,12.0,42.0,7,3.0,0.42857142857142855,False,46.3775,386.4791666666667,5.361666666666667,0.23316666666666666,5.833333333333333,,,,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0
s2_outline_125,4次,株式会社タンケンシールセーコウ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_125.pdf,製造業,12.69,41.81,7,3.0,0.42857142857142855,False,33.0135,260.1536643026005,5.077226162332546,0.43571315996847915,1.7336485421591805,,,,True,True,False,False,False,True,False,True,True,False,True,False,False,True,True,1.0,0.0,1.0,1.0,0.0,0.0,0.0
