case_id,round,company,pdf_url,industry,subsidy_oku,project_cost_oku,visible_metric_count,below_accepted_count,below_accepted_share,visible_metric_lagging,value_added_increase_proxy_oku,value_added_subsidy_ratio_proxy_pct,sales_increase_per_subsidy,payroll_increase_per_subsidy,jobs_increase_per_subsidy_oku,project_sales_increase_proxy,project_sales_cagr_proxy,project_sales_share_proxy,above_accepted_value_added_increase_proxy,above_accepted_value_added_subsidy_ratio_proxy,above_accepted_project_sales_increase_proxy,above_accepted_project_sales_cagr_proxy,above_accepted_project_sales_share_proxy,has_quantitative_compensating_proxy,unresolved_visible_lag,theme_labor_saving,theme_innovation,theme_supply_chain,theme_green,theme_regional_jobs,theme_global,theme_new_capacity,theme_market_evidence,below_accepted_company_sales_cagr,below_accepted_company_sales_increase,below_accepted_labor_cagr,below_accepted_employee_pay_rate,below_accepted_employee_pay_total_increase,below_accepted_officer_pay_rate,below_accepted_investment_sales_ratio
s2_outline_72,3次,ときわ製作所株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_72.pdf,製造業,2.5,10.0,6,4.0,0.6666666666666666,True,7.5875,303.5,9.559999999999999,0.6325999999999999,8.4,,,,False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,0.0,1.0,0.0,1.0,1.0,1.0,
s2_outline_115,4次,株式会社コスモス食品,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_115.pdf,製造業,3.92,16.84,6,4.0,0.6666666666666666,True,6.59086,168.13418367346938,9.454081632653063,0.8322193877551021,1.2755102040816326,,,,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,1.0,1.0,1.0,0.0,0.0,1.0,
s2_outline_121,4次,株式会社ヤマキ食品,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_121.pdf,製造業,7.36,29.94,6,4.0,0.6666666666666666,True,9.8421,133.7241847826087,3.313858695652174,0.1991983695652174,2.0380434782608696,,,,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,1.0,1.0,1.0,0.0,1.0,0.0,
s2_outline_145,4次,株式会社シャノワール,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_145.pdf,卸売業・小売業,9.8,31.0,6,4.0,0.6666666666666666,True,11.710699999999997,119.49693877551016,3.474489795918367,0.18591326530612243,2.5510204081632653,,,,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,,1.0,1.0,0.0,1.0,1.0,0.0
s2_outline_148,4次,丹羽鋳造株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_148.pdf,製造業,3.72,13.0,6,4.0,0.6666666666666666,True,13.119660000000001,352.6790322580645,26.612903225806452,0.5750725806451612,1.6129032258064515,,,,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,,0.0,1.0,1.0,1.0,0.0,1.0
s2_outline_159,4次,株式会社　ファーストライン,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_159.pdf,運輸業・郵便業,3.97,16.24,6,4.0,0.6666666666666666,True,5.15545,129.860201511335,2.6700251889168762,0.2012972292191436,1.2594458438287153,,,,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,0.0,1.0,1.0,0.0,1.0,1.0,
s2_outline_199,4次,日本毛織株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_199.pdf,製造業,4.8,26.0,6,4.0,0.6666666666666666,True,26.5588,553.3083333333334,176.25,0.812625,-2.0833333333333335,,,,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,,0.0,1.0,1.0,0.0,1.0,1.0
s2_outline_209,3次,株式会社ファーストダウン,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_209.pdf,製造業,10.0,31.0,6,4.0,0.6666666666666666,True,19.508,195.07999999999998,9.379999999999999,0.6414,12.0,,,,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,,0.0,1.0,1.0,0.0,1.0,1.0
s2_outline_210,4次,南島酒販株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_210.pdf,卸売業・小売業,3.57,10.71,6,4.0,0.6666666666666666,True,5.9182999999999995,165.77871148459383,21.008403361344538,0.5010532212885154,3.9215686274509807,,,,False,False,False,False,False,False,True,True,True,False,False,True,True,False,True,1.0,0.0,1.0,0.0,1.0,1.0,
s2_outline_212,3次,キングパーツ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_212.pdf,製造業,11.0,34.0,6,4.0,0.6666666666666666,True,19.7209,179.2809090909091,4.818181818181818,0.4239818181818182,4.454545454545454,,,,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,,1.0,1.0,1.0,0.0,1.0,0.0
s2_outline_214,3次,株式会社 八天堂,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_214.pdf,製造業,8.3,26.0,6,4.0,0.6666666666666666,True,16.7082,201.30361445783132,9.518072289156626,0.4088313253012048,5.180722891566265,,,,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,,0.0,1.0,1.0,1.0,0.0,1.0
s1_outline_7,1次,株式会社ＭＡＲＵＷＡ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_7.pdf,製造業,35.0,127.0,3,2.0,0.6666666666666666,True,64.6815,184.8042857142857,,0.18358285714285713,1.8,,,,True,True,False,False,False,True,False,False,True,False,True,False,False,True,True,,,1.0,1.0,0.0,,
s1_outline_9,1次,株式会社Pale Blue,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_9.pdf,製造業,3.4,13.0,3,2.0,0.6666666666666666,True,61.4196,1806.4588235294118,,1.234235294117647,14.117647058823529,,,,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,,,,1.0,0.0,1.0,
s1_outline_58,1次,三晶エムイーシー株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_58.pdf,製造業,11.0,33.0,3,2.0,0.6666666666666666,True,10.8474,98.61272727272727,,0.3750545454545455,7.090909090909091,,,26.1977320257017,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,,,1.0,1.0,0.0,,
s1_outline_77,1次,千寿製薬株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_77.pdf,製造業,32.0,103.0,3,2.0,0.6666666666666666,True,2.1152,6.61,,0.063440625,0.25,,,,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,,,1.0,0.0,1.0,,
s2_outline_19,3次,株式会社高木製作所,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_19.pdf,製造業,23.0,94.0,3,2.0,0.6666666666666666,True,29.9965,130.4195652173913,,0.06050869565217391,0.13043478260869565,,,,True,False,False,False,False,True,False,True,True,False,False,False,False,True,True,,,1.0,0.0,1.0,,
s2_outline_185,3次,三日月興業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_185.pdf,宿泊業・飲食サービス業,2.8,11.0,3,2.0,0.6666666666666666,True,,,4.178571428571429,,,,,,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,,1.0,0.0,1.0,,,
s1_outline__188,2次,山城金属株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__188.pdf,製造業,5.0,15.0,5,3.0,0.6,True,18.2864,365.728,7.6,2.94008,37.0,,,,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,,1.0,1.0,1.0,0.0,0.0,
s1_outline__197,2次,株式会社福山臨床検査センター,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__197.pdf,医療・福祉,4.4,17.0,5,3.0,0.6,True,14.7306,334.78636363636366,13.18181818181818,0.6862954545454545,2.0454545454545454,,,,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,,0.0,1.0,1.0,0.0,1.0,
s1_outline__199,2次,株式会社ティー・シー・ピー,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__199.pdf,製造業,7.0,21.7562,5,3.0,0.6,True,3.915,55.92857142857143,5.857142857142857,0.3364285714285714,3.5714285714285716,,,,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,,1.0,1.0,0.0,1.0,0.0,
s1_outline__205,2次,ヤマシンスチール株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__205.pdf,製造業,8.3,29.7,5,3.0,0.6,True,17.2889,208.29999999999998,11.602409638554215,0.27371084337349394,0.9638554216867469,,,,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,,0.0,1.0,0.0,1.0,1.0,
s1_outline_4,1次,株式会社インターオフィス,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_4.pdf,卸売業・小売業,4.3,15.0,5,3.0,0.6,True,11.6599,271.16046511627906,11.465116279069766,0.9759767441860465,6.744186046511628,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,1.0,1.0,0.0,0.0,1.0,
s1_outline_8,1次,サムテック株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_8.pdf,製造業,22.0,77.0,5,3.0,0.6,True,11.092,50.41818181818182,3.409090909090909,0.07651818181818182,1.0,,,,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,,0.0,0.0,1.0,1.0,1.0,
s1_outline_19,1次,株式会社XEN GROUP,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_19.pdf,製造業,9.5,29.0,5,3.0,0.6,True,14.2231,149.71684210526314,2.9473684210526314,0.058736842105263164,0.9473684210526315,64.0,,,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,,1.0,0.0,1.0,1.0,0.0,
s1_outline_25,1次,日本リファイン株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf,製造業,8.6,40.0,5,3.0,0.6,True,6.2015,72.11046511627907,7.953488372093024,0.1005232558139535,0.5813953488372093,,,,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,,0.0,1.0,0.0,1.0,,1.0
s1_outline_26,1次,日星電気株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf,製造業,28.0,95.0,5,3.0,0.6,True,23.7034,84.65499999999999,2.5357142857142856,0.15875,1.0,,,,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,,0.0,1.0,1.0,0.0,1.0,
s1_outline_33,1次,株式会社石井機械製作所,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_33.pdf,製造業,3.5,11.0,5,3.0,0.6,True,7.4696,213.41714285714286,0.8571428571428571,0.4290285714285714,4.285714285714286,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,,1.0,1.0,0.0,1.0,0.0,
s1_outline_46,1次,株式会社アイスコ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_46.pdf,卸売業・小売業,11.0,35.0,5,3.0,0.6,True,5.1392,46.72,50.09090909090909,0.21905454545454547,2.727272727272727,,,,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,,0.0,1.0,1.0,0.0,1.0,
s1_outline_81,1次,デーバー加工サービス㈱,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_81.pdf,製造業,6.7,21.0,5,3.0,0.6,True,7.1565,106.81343283582089,2.388059701492537,0.19791044776119404,0.0,,,,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,,1.0,1.0,0.0,1.0,0.0,
s1_outline_113,1次,トーアス株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_113.pdf,製造業,4.6,14.0,5,3.0,0.6,True,6.5955,143.38043478260872,7.452173913043479,0.23086956521739133,3.2608695652173916,79.0,,,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,,1.0,0.0,0.0,1.0,,1.0
s1_outline_170,1次,株式会社光製作所,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_170.pdf,製造業,5.2,17.0,5,3.0,0.6,True,5.0688,97.47692307692309,5.0,0.5544423076923077,10.576923076923077,,,,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,,1.0,1.0,0.0,0.0,1.0,
s2_outline_9,3次,株式会社マルト水谷,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_9.pdf,卸売業・小売業,15.0,45.0,5,3.0,0.6,True,35.3612,235.74133333333333,17.0,0.5578066666666667,4.466666666666667,,,,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,,0.0,1.0,1.0,0.0,1.0,
s2_outline_16,3次,株式会社ヤマキ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_16.pdf,製造業,13.0,41.0,5,3.0,0.6,True,14.2713,109.77923076923078,2.8846153846153846,0.18913846153846153,2.769230769230769,,,,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,,1.0,1.0,0.0,1.0,0.0,
s2_outline_33,3次,株式会社浪速ポンプ製作所,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_33.pdf,製造業,8.8,38.0,5,3.0,0.6,True,18.8436,214.13181818181815,9.545454545454545,0.3398068181818181,0.6818181818181818,,,,False,True,False,False,False,True,False,True,True,False,False,False,True,True,True,,0.0,1.0,0.0,1.0,1.0,
s2_outline_42,3次,中央製乳株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_42.pdf,製造業,15.0,66.0,5,3.0,0.6,True,11.2332,74.88799999999999,3.6,0.15766,1.0,,,,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,,1.0,1.0,0.0,1.0,0.0,
s2_outline_61,3次,株式会社川金コアテック,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_61.pdf,製造業,11.0,40.0,5,3.0,0.6,True,29.2946,266.31454545454545,8.636363636363637,0.31470909090909094,1.4545454545454546,,,,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,,0.0,1.0,1.0,1.0,0.0,
s2_outline_70,3次,株式会社光製作所,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_70.pdf,製造業,12.0,48.0,5,3.0,0.6,True,17.94,149.50000000000003,6.483333333333333,0.3391166666666667,2.6666666666666665,,,,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,,0.0,1.0,1.0,0.0,1.0,
s2_outline_80,3次,株式会社レイズ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_80.pdf,製造業,12.0,37.0,5,3.0,0.6,True,26.557,221.3083333333333,8.583333333333334,0.28625,3.3333333333333335,,,,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,,0.0,1.0,0.0,1.0,1.0,
s2_outline_87,3次,長野牛乳株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_87.pdf,製造業,22.0,89.0,5,3.0,0.6,True,17.2771,78.53227272727273,4.5,0.03298636363636364,0.4090909090909091,,,,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,,0.0,0.0,1.0,1.0,1.0,
s2_outline_93,3次,東亜工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_93.pdf,製造業,19.0,57.0,5,3.0,0.6,True,90.61,476.89473684210526,8.578947368421053,1.8679999999999999,25.473684210526315,,,,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,,0.0,1.0,1.0,0.0,1.0,
s2_outline_97,3次,中村土建株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_97.pdf,建設業,4.7,20.0,5,3.0,0.6,True,26.309,559.7659574468086,27.446808510638295,0.7271914893617021,7.234042553191489,,,,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,,0.0,0.0,1.0,1.0,1.0,
s2_outline_98,3次,ホーコス株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_98.pdf,製造業,7.1,30.0,5,3.0,0.6,True,35.0094,493.09014084507044,23.52112676056338,1.2914788732394367,3.802816901408451,,,,True,True,False,False,False,True,False,False,False,True,True,False,True,True,True,,0.0,1.0,1.0,0.0,1.0,
s2_outline_103,3次,ベストアメニティ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_103.pdf,製造業,17.0,51.0,5,3.0,0.6,True,25.54,150.23529411764707,8.529411764705882,0.13823529411764707,1.4705882352941178,43.41,,,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,,0.0,1.0,0.0,1.0,1.0,
s2_outline_105,3次,株式会社シード,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_105.pdf,製造業,41.0,127.0,5,3.0,0.6,True,21.013,51.25121951219513,3.682926829268293,0.22619024390243903,0.8536585365853658,,,,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,,0.0,1.0,1.0,0.0,1.0,
s2_outline_106,3次,河淳株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_106.pdf,卸売業・小売業,23.0,85.0,5,3.0,0.6,True,21.3888,92.99478260869566,13.217391304347826,0.03035652173913044,0.43478260869565216,,,,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,,0.0,1.0,1.0,1.0,0.0,
s2_outline_109,3次,株式会社ヤマイシ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_109.pdf,卸売業・小売業,7.7,26.0,5,3.0,0.6,True,11.8787,154.26883116883118,15.974025974025974,0.2979610389610389,1.1688311688311688,,,,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,,0.0,1.0,0.0,1.0,1.0,
s2_outline_116,4次,奥伊吹観光株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_116.pdf,生活関連サービス業・娯楽業,6.7,20.94,5,3.0,0.6,True,7.849160000000004,117.15164179104484,10.925373134328359,0.13482985074626866,0.8955223880597015,,,,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,,0.0,1.0,0.0,1.0,1.0,
s2_outline_122,4次,杉プラスチック工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_122.pdf,製造業,4.9,20.0,5,3.0,0.6,True,8.846060000000001,180.53183673469388,8.657142857142857,0.2850285714285714,1.2244897959183672,,,,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,,1.0,1.0,0.0,1.0,0.0,
s2_outline_179,4次,株式会社クラスコ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_179.pdf,不動産業・物品賃貸業,5.9,24.99,5,3.0,0.6,True,13.49695,228.76186440677964,2.6779661016949152,0.2876745762711864,1.8644067796610169,,,,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,,1.0,0.0,0.0,1.0,1.0,
s2_outline_194,4次,リバードコーポレーション株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_194.pdf,製造業,18.6,59.18,5,3.0,0.6,True,5.0085,26.927419354838705,1.4946236559139785,0.09400806451612903,0.8064516129032258,,,,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,,1.0,1.0,0.0,1.0,0.0,
s2_outline_196,4次,岩手雪運株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_196.pdf,運輸業・郵便業,19.75,85.69,5,3.0,0.6,True,27.875759999999996,141.1430886075949,2.430379746835443,0.31321518987341773,4.405063291139241,,,,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,,1.0,0.0,1.0,0.0,1.0,
s2_outline_197,3次,株式会社ファイン,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_197.pdf,製造業,11.0,36.0,5,3.0,0.6,True,15.384,139.85454545454547,11.545454545454545,0.3625090909090909,2.727272727272727,,,,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,,0.0,1.0,1.0,0.0,1.0,
s2_outline_201,4次,ハムリー株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_201.pdf,学術研究・専門・技術サービス業,7.29,23.67,5,3.0,0.6,True,19.8761,272.6488340192044,7.624142661179698,0.43373113854595335,3.017832647462277,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,,1.0,1.0,0.0,0.0,1.0,
s2_outline_206,4次,能勢酒造株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_206.pdf,製造業,5.07,18.85,5,3.0,0.6,True,7.60301,149.96074950690334,4.6351084812623276,0.262396449704142,4.536489151873767,,,,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,,1.0,1.0,0.0,1.0,0.0,
s2_outline_207,4次,ロートニッテン株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_207.pdf,製造業,8.09,33.04,5,3.0,0.6,True,26.871,332.15080346106305,12.11372064276885,0.6009888751545117,2.4721878862793574,,,,True,True,False,False,False,True,False,False,True,True,False,False,True,True,True,,0.0,1.0,1.0,0.0,1.0,
s2_outline_213,4次,ファインプラス株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_213.pdf,製造業,6.97,28.04,5,3.0,0.6,True,24.120280000000005,346.0585365853659,7.497847919655667,0.5255609756097561,7.460545193687231,,,,True,True,False,False,False,True,False,True,False,True,False,False,True,True,True,,1.0,0.0,1.0,0.0,1.0,
s2_outline_216,3次,中本Fine Pack株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_216.pdf,製造業,9.7,35.0,5,3.0,0.6,True,9.5408,98.35876288659794,3.4484536082474233,0.3976907216494846,8.247422680412372,,,,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,,1.0,0.0,1.0,0.0,1.0,
s2_outline_228,4次,株式会社ベネフル,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_228.pdf,卸売業・小売業,3.33,18.85,5,3.0,0.6,True,6.23888,187.35375375375375,,0.8708408408408409,15.915915915915916,,,,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,,,1.0,0.0,1.0,1.0,0.0
s1_outline__201,2次,株式会社イートアンドフーズ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__201.pdf,製造業,21.0,67.0,2,2.0,1.0,False,37.59,179.00000000000003,,,7.809523809523809,,,,True,True,False,False,False,True,False,False,True,True,False,False,True,True,True,,,1.0,1.0,,,
s1_outline_97,1次,フクシマガリレイ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_97.pdf,製造業,28.0,137.0,2,2.0,1.0,False,,,,,,,,,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,,,1.0,1.0,,,
s1_outline_70,1次,協和工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_70.pdf,製造業,7.3,22.0,7,4.0,0.5714285714285714,False,4.65274,63.736164383561636,3.4246575342465753,0.17987397260273974,0.9589041095890412,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1.0,1.0,1.0,0.0,1.0,0.0,0.0
s1_outline_87,1次,トーカロ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_87.pdf,製造業,34.0,112.0,7,4.0,0.5714285714285714,False,53.6638,157.83470588235295,5.911764705882353,0.5525529411764706,2.6470588235294117,,,,True,True,False,False,False,True,False,True,False,False,True,False,True,True,True,1.0,0.0,1.0,1.0,0.0,0.0,1.0
s1_outline_95,1次,ナミックス株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_95.pdf,製造業,50.0,229.0,7,4.0,0.5714285714285714,False,28.5908,57.181599999999996,4.4,0.275652,1.34,,,,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,1.0,0.0,1.0,1.0,0.0,1.0,0.0
s1_outline_173,1次,中央紙通商株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_173.pdf,卸売業・小売業,2.0,21.0,7,4.0,0.5714285714285714,False,5.5722,278.60999999999996,14.0,0.21595,0.5,,,,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,1.0,1.0,0.0,0.0,1.0,0.0,1.0
s2_outline_91,3次,ＫＩＤＯ　ＰＡＣＫＡＧＩＮＧ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_91.pdf,製造業,15.0,46.0,7,4.0,0.5714285714285714,False,18.6529,124.35266666666666,4.866666666666666,0.20519333333333334,0.6,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.0,0.0,1.0,1.0,1.0,0.0,1.0
s2_outline_134,4次,池田薬品工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_134.pdf,製造業,7.5,30.0,7,4.0,0.5714285714285714,False,12.413220140000002,165.50960186666669,4.932,0.22376369866666668,4.133333333333334,,,,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,0.0,1.0,0.0,1.0,1.0,1.0,0.0
s2_outline_135,4次,株式会社リバイト,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_135.pdf,宿泊業・飲食サービス業,14.0,49.0,7,4.0,0.5714285714285714,False,9.65745,68.98178571428572,1.1857142857142857,0.1556442857142857,2.142857142857143,15.6,33.9,67.98561151079136,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,1.0,1.0,1.0,0.0,1.0,0.0,0.0
s2_outline_136,4次,木本製菓株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_136.pdf,宿泊業・飲食サービス業,7.5,49.0,7,4.0,0.5714285714285714,False,7.896160000000001,105.28213333333335,1.5159999999999998,0.2922706666666667,3.066666666666667,,,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,1.0,1.0,0.0
s2_outline_161,4次,株式会社デイリーエッグ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf,製造業,9.74,30.42,7,4.0,0.5714285714285714,False,15.7232,161.42915811088295,10.369609856262834,0.08752566735112936,1.0266940451745379,,,,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,1.0,0.0,0.0,0.0,1.0,1.0,1.0
s1_outline__183,2次,スズキハイテック株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__183.pdf,製造業,8.9,33.3,6,3.0,0.5,False,17.681,198.66292134831463,4.51685393258427,0.22042696629213482,2.0224719101123596,37.5,,,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,,1.0,0.0,1.0,1.0,0.0,0.0
s1_outline__190,2次,株式会社GOTENリゾート,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__190.pdf,宿泊業・飲食サービス業,8.0,28.0,6,3.0,0.5,False,5.2445,65.55625,2.1875,0.2052375,2.625,,,46.558704453441294,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,,1.0,1.0,0.0,1.0,0.0,0.0
s1_outline__191,2次,株式会社カナイ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__191.pdf,卸売業・小売業,6.9,45.0,6,3.0,0.5,False,19.608,284.17391304347825,14.492753623188404,0.4527536231884058,5.797101449275362,,,,True,True,False,False,False,True,False,True,False,True,True,True,False,True,False,,0.0,1.0,0.0,0.0,1.0,1.0
s1_outline__202,2次,アライドコーヒーロースターズ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__202.pdf,製造業,16.0,54.0,6,3.0,0.5,False,16.5409,103.38062500000001,9.6875,0.18828125,2.5625,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,,0.0,1.0,0.0,0.0,1.0,1.0
s1_outline_5,1次,大森機械工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf,製造業,11.0,36.0,6,3.0,0.5,False,20.95,190.45454545454547,11.818181818181818,0.8922272727272728,4.090909090909091,,,,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,,0.0,1.0,1.0,0.0,0.0,1.0
