specification,definition,n,pct_all,eligible_n,conditional_pct,clean_n,clean_pct,clean_eligible_n,clean_conditional_pct,overlap_with_dashboard9_n,jaccard_with_dashboard9
現行9指標,9指標、観測5以上、未満60%以上,118,30.971128608923888,373,31.635388739946382,58,28.712871287128714,199,29.14572864321608,118,1.0
No.13除外8指標,過去代表値で単調性が確認できないNo.13を感度分析上除外,113,29.658792650918635,371,30.45822102425876,55,27.22772277227723,198,27.77777777777778,109,0.8934426229508197
No.14除外8指標,No.8と分子を共有するNo.14を除外、観測5以上、未満60%以上,118,30.971128608923888,364,32.417582417582416,56,27.722772277227723,195,28.71794871794872,97,0.697841726618705
No.8除外8指標,No.14を残してNo.8を除外、観測5以上、未満60%以上,101,26.509186351706038,364,27.747252747252748,44,21.782178217821784,195,22.564102564102566,91,0.7109375
No.13・14除外7指標,過去単調性不明No.13と重複No.14を除外、観測4以上、未満60%以上,134,35.170603674540686,374,35.82887700534759,64,31.683168316831683,199,32.1608040201005,109,0.7622377622377622
構成単位3領域,成長・生産性/付加価値・賃金の各中央値比を一票とし、2領域以上が1未満,164,43.044619422572175,381,43.044619422572175,78,38.613861386138616,202,38.613861386138616,105,0.5932203389830508
絶対効果3指標,No.2・8・10の観測2以上、3分の2以上が未満,176,46.194225721784775,372,47.31182795698925,94,46.53465346534654,198,47.474747474747474,104,0.5473684210526316
率4指標,No.1・7・9・11の観測3以上、60%以上が未満,128,33.59580052493438,323,39.628482972136226,65,32.17821782178218,171,38.01169590643275,65,0.35911602209944754
